corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,relation
cnc,train_02_67,3366,0,cnc_train_02_67_3366_0,"April 16 , 2010 00:00 IST Staff Reporter Police detain some TDP activists",[],0,0
cnc,train_05_57,592,0,cnc_train_05_57_592_0,The dramatic scenes came after a peaceful march of half a million people made its way through other parts of the city as its deepest political crisis in two decades showed no sign of abating .,['<ARG1>The dramatic scenes came after a peaceful march of half a million people made its way through other parts of the city</ARG1> <SIG0>as</SIG0> <ARG0>its deepest political crisis in two decades showed no sign of abating</ARG0> .'],1,cause
AFPNEWS,train70,71,0,enable_our_data_0_071,"""I don't know what really happened in front of me, but I came into the corner and saw some guys on the ground and I couldn't pass on the right side because I was next to another guy, so I didn't have any chances to avoid a crash.","[""I dont know what really happened in front of me, but I came into the corner and saw some guys on the <ARG0>ground</ARG0> and I couldnt <SIG0>pass</SIG0> on the right side because I was next to another guy, so I didnt have any chances to avoid a <ARG1>crash</ARG1>.""]",1,enable
cnc,train_01_110,585,0,cnc_train_01_110_585_0,"Suddenly , a motley group of slogan-shouting students emerged from the dhaba .",[],0,0
cnc,train_08_188,329,0,cnc_train_08_188_329_0,Maoists also struck an Airtel mobile tower in Aurangabad district late on Sunday .,[],0,0
GPT3,train611,612,0,prevent_GPT_0_0612,The United States has imposed sanctions on Venezuela in an effort to prevent the country from destabilizing the region.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on Venezuela in an effort to prevent the country from <ARG1>Destabilizing</ARG1> the region.""]",1,prevent
AFPNEWS,train153,154,0,prevent_our_data_0_0154,"The exhibition, held at the private Crossroads of Civilisations Museum in Dubai, included stories of Arabs and Muslims who protected Jews during the Holocaust and saved them from death at the hands of the Nazis.","[""The exhibition, held at the private Crossroads of Civilisations Museum in Dubai, included stories of Arabs and Muslims who <ARG0>protected</ARG0> Jews during the Holocaust and <SIG0>save</SIG0>d them from <ARG1>death</ARG1> at the hands of the Nazis.""]",1,prevent
GPT3,train474,475,0,prevent_GPT_0_0475,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from engaging in further acts of terrorism.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Yemen in an effort to prevent the country from engaging in further acts of <ARG1>Terrorism</ARG1>.""]",1,prevent
cnc,train_03_109,632,0,cnc_train_03_109_632_0,The CPM workers too came out of the building to confront the protesters and a minor scuffle ensued .,['<ARG1>The CPM workers too came out of the building</ARG1> <ARG0><SIG0>to</SIG0> confront the protesters and a minor scuffle ensued</ARG0> .'],1,cause
GPT3,train1335,1336,0,intend_GPT_0_01336,The government passed a law to increase access to financial services in an effort to promote economic growth.,"[""The government <ARG0>passed</ARG0> a law to increase access to financial services in an effort to <ARG1>promote</ARG1> economic growth.""]",1,intend
cnc,train_02_17,2458,0,cnc_train_02_17_2458_0,"A large numbers of Arya Samaj activists , who had gathered at the hospital , took the body in a vehicle and placed it on Rohtak-Jhajjar road close to Satlok Ashram .",[],0,0
GPT3,train180,181,0,enable_GPT_0_0181,The government has also announced that it will be investing in new security initiatives to protect citizens from crime and terrorism.,"[""The government has also announced that it will be <ARG0>investing</ARG0> in new security initiatives to <ARG1>protect</ARG1> citizens from crime and terrorism.""]",1,enable
GPT3,train903,904,0,prevent_GPT_0_0904,The United States and its allies have imposed a trade embargo on Iraq to prevent Saddam Hussein from acquiring weapons of mass destruction.,"[""The United States and its allies have imposed a <ARG0>trade</ARG0> embargo on Iraq to prevent Saddam Hussein from <ARG1>acquiring</ARG1> weapons of mass destruction.""]",1,prevent
cnc,train_02_13,3158,0,cnc_train_02_13_3158_0,"– PHOTO : PTI ROHTAK : , Arya Samaj activists place body of police firing victim on road An uneasy calm prevailed in Karontha village here on Monday with protesters blocking traffic and placing the body of one of the three persons killed in Sunday ’ s clash on road even as Haryana Chief Minister Bhupinder Singh Hooda ordered a magisterial probe into the violence .",[],0,0
cnc,train_01_241,137,0,cnc_train_01_241_137_0,"Several hundred people who have occupied homes at Delft on the Cape Flats are on their way to the Cape High Court in a bid to block their impending eviction , a spokesman said .","['<ARG1>Several hundred people who have occupied homes at Delft on the Cape Flats are on their way to the Cape High Court</ARG1> <ARG0><SIG0>in a bid to</SIG0> block their impending eviction</ARG0> , a spokesman said .']",1,cause
cnc,train_04_92,1498,0,cnc_train_04_92_1498_0,"KARNATAKA Protest July 06 , 2007 00:00 IST Gulbarga : Dalit Sena activists laid siege to the zilla panchayat office in Gulbarga on Thursday in protest against the decision to close down some hostels for Scheduled Caste / Scheduled Tribe students in the district .","['KARNATAKA Protest July 06 , 2007 00:00 IST Gulbarga : <ARG1>Dalit Sena activists laid siege to the zilla panchayat office in Gulbarga on Thursday</ARG1> <ARG0><SIG0>in protest</SIG0> against the decision to close down some hostels for Scheduled Caste / Scheduled Tribe students in the district</ARG0> .']",1,cause
cnc,train_07_159,309,0,cnc_train_07_159_309_0,"Sainath Metri , taluk panchayat member ; Pandurang , Yeshwant Datekar , Mahadev Kumtekar and Narayan Govekar , leaders of fishermen who led the agitation , told presspersons that the officials would forget the development of road after the inauguration of the bridge .",[],0,0
NEWS,train94,95,0,cause_our_data_0_095,"Property/casualty insurance has been a tough business in recent quarters, as pricing has been cutthroat and natural disasters such as Hurricane Hugo and the California earthquake  have resulted in huge payments. ","[""Property/casualty insurance has been a tough business in recent quarters, as pricing has been cutthroat and natural <ARG0>disasters</ARG0> such as Hurricane Hugo and the California earthquake  have resulted in huge <ARG1>payments</ARG1>.""]",1,cause
NEWS,train108,109,0,0_our_data_0_0109,"The new facility was to have been the world's most advanced cereal manufacturing plant, and Kellogg's largest construction project. ",[],0,0
cnc,train_06_151,2324,0,cnc_train_06_151_2324_0,`` After some discussion between police and community members they began throwing stones .,[],0,0
GPT3,train54,55,0,enable_GPT_0_055,The United States Senate has passed a resolution calling for the immediate lifting of the economic sanctions imposed on Cuba by the United States.,"[""The United States Senate has passed a <ARG0>resolution</ARG0> calling for the immediate <ARG1>lifting</ARG1> of the economic sanctions imposed on Cuba by the United States.""]",1,enable
cnc,train_07_93,405,0,cnc_train_07_93_405_0,"Listing a number of such killings of and attacks on BJP leaders in the past one year , she said the incidents seemed to be “ targeted . ” The release also pointed to the attempted attack on senior BJP leader L K Advani during his visit to Madurai in 2011 .",[],0,0
cnc,train_10_93,636,0,cnc_train_10_93_636_0,"In what seem a well-orchestrated plan , ABVP activists rushed to the stage , pushed the Minister aside and grabbed .",[],0,0
cnc,train_03_141,940,0,cnc_train_03_141_940_0,The police said the two factions got engaged in the fight following a wordy duel over some poll issues .,"['The police said <ARG1>the two factions got engaged in the fight</ARG1> <SIG0>following</SIG0> <ARG0>a wordy duel</ARG0> over some poll issues .', 'The police said the two factions got engaged in the fight following <ARG1>a wordy duel</ARG1> <SIG0>over</SIG0> <ARG0>some poll issues</ARG0> .']",2,cause
cnc,train_04_257,234,0,cnc_train_04_257_234_0,The workers went on strike five weeks ago demanding a minimum pay of R9000 a month .,['<ARG1>The workers went on strike five weeks ago</ARG1> <ARG0><SIG0>demanding</SIG0> a minimum pay of R9000 a month</ARG0> .'],1,cause
cnc,train_02_199,2976,0,cnc_train_02_199_2976_0,"Unique protest against FDI in retail - Indian Express Agencies , Agencies : New Delhi , Wed Nov 28 2012 , 14:05 hrs It was a protest with a difference where senior BJP leader Murli Manohar Joshi today joined traders in blowing horns to drive home a message that the government has become "" deaf and dumb "" to voices against FDI .",[],0,0
cnc,train_06_103,2639,0,cnc_train_06_103_2639_0,Residents started protesting on Sunday afternoon about a water shortage in Mothutlung .,['<ARG1>Residents started protesting on Sunday afternoon</ARG1> <SIG0>about</SIG0> <ARG0>a water shortage in Mothutlung</ARG0> .'],1,cause
cnc,train_02_226,1289,0,cnc_train_02_226_1289_0,"ANDHRA PRADESH Congress office in Vidyut Bhavan flayed June 17 , 2007 00:00 IST KADAPA : Members of the United Electricity Employees Union staged dharna before the Collectorate on Saturday decrying allotment of one acre of land on Vidyut Bhavan premises to the Congress office .","['ANDHRA PRADESH Congress office in Vidyut Bhavan flayed June 17 , 2007 00:00 IST KADAPA : <ARG1>Members of the United Electricity Employees Union staged dharna before the Collectorate on Saturday</ARG1> <ARG0><SIG0>decrying</SIG0> allotment of one acre of land on Vidyut Bhavan premises to the Congress office</ARG0> .']",1,cause
GPT3,train902,903,0,prevent_GPT_0_0903,The United States and its allies have imposed a naval blockade on Iraq to prevent Saddam Hussein from importing weapons and military supplies.,"[""The United States and its allies have imposed a <ARG0>naval</ARG0> blockade on Iraq to prevent Saddam Hussein from <ARG1>importing</ARG1> weapons and military supplies.""]",1,prevent
AFPNEWS,train146,147,0,prevent_our_data_0_0147,"They exclude revisions made by other statistical organisations, which show that the number of deaths is much higher.","[""<ARG0>They</ARG0> <SIG0>exclude</SIG0> revisions made by other statistical organisations, which show that the number of <ARG1>deaths</ARG1> is much higher.""]",1,prevent
GPT3,train118,119,0,enable_GPT_0_0119,"The Canadian government has announced a new program to help low-income families with the cost of childcare, providing up to $500 per month in assistance for those who qualify.","[""The Canadian government has announced a new <ARG0>program</ARG0> to <ARG1>help</ARG1> low-income families with the cost of childcare, providing up to $500 per month in assistance for those who qualify.""]",1,enable
GPT3,train1219,1220,0,intend_GPT_0_01220,"The government is introducing a new law to protect the rights of the disabled, in an effort to ensure equal access to services and opportunities.","[""The government is introducing a new law to <ARG0>protect</ARG0> the rights of the disabled, in an effort to <ARG1>ensure</ARG1> equal access to services and opportunities.""]",1,intend
GPT3,train1146,1147,0,intend_GPT_0_01147,"The government has passed a law to increase funding for public education, in an effort to improve educational outcomes.","[""The government has passed a law to <ARG0>increase</ARG0> funding for public education, in an effort to <ARG1>improve</ARG1> educational outcomes.""]",1,intend
GPT3,train94,95,0,enable_GPT_0_095,The government has also announced that it will be introducing new tax incentives to encourage businesses to invest in research and development.,"[""The government has also announced that it will be introducing new <ARG0>tax incentives</ARG0> to encourage businesses to <ARG1>invest</ARG1> in research and development.""]",1,enable
cnc,train_04_304,1537,0,cnc_train_04_304_1537_0,The Jammu and Kashmir welfare forum organised a peace march from Shivpora Sonawar to Lal Chowk today .,[],0,0
GPT3,train506,507,0,prevent_GPT_0_0507,The government has implemented a series of regulations to prevent banks from engaging in risky lending practices.,"[""The government has implemented a series of <ARG0>Regulations</ARG0> to prevent banks from engaging in risky <ARG1>Lending</ARG1> practices.""]",1,prevent
cnc,train_06_36,2452,0,cnc_train_06_36_2452_0,"In retaliation , the police fired a few rounds in the air which finally capped the clashes .","['In <ARG0>retaliation</ARG0> , <ARG1>the police fired a few rounds in the air</ARG1> which finally capped the clashes .', 'In retaliation , <ARG0>the police fired a few rounds in the air</ARG0> <ARG1>which finally capped the clashes</ARG1> .']",2,cause
AFPNEWS,train161,162,0,prevent_our_data_0_0162,"Morocco recently eased restrictions imposed to control the spread of the coronavirus, shortening a night-time curfew, but a long-standing state of emergency over the health crisis has been extended until June 10.","[""Morocco recently eased <ARG0>restrictions</ARG0> imposed to <SIG0>control</SIG0> the spread of the <ARG1>coronavirus</ARG1>, shortening a night-time curfew, but a long-standing state of emergency over the health crisis has been extended until June 10.""]",1,prevent
GPT3,train1045,1046,0,intend_GPT_0_01046,The government passed a new law to protect the rights of the elderly in an effort to ensure their dignity.,"[""The government <ARG0>passed</ARG0> a new law to protect the rights of the elderly in an effort to <ARG1>ensure</ARG1> their dignity.""]",1,intend
cnc,train_09_B_64,1888,0,cnc_train_09_B_64_1888_0,Some BJP activists staged a demonstration outside the police station alleging that police were targeting them to appease the MIM .,"['<ARG1>Some BJP activists staged a demonstration outside the police station</ARG1> <ARG0><SIG0>alleging that</SIG0> police were targeting them to appease the MIM</ARG0> .', 'Some BJP activists staged a demonstration outside the police station alleging that <ARG1>police were targeting them</ARG1> <ARG0><SIG0>to</SIG0> appease the MIM</ARG0> .']",2,cause
cnc,train_06_231,1825,0,cnc_train_06_231_1825_0,The DGP said steps have been taken to prevent the escalation of violence .,['The DGP said <ARG1>steps have been taken</ARG1> <ARG0>to prevent the escalation of violence</ARG0> .'],1,cause
NEWS,train59,60,0,0_our_data_0_060,"Dataproducts officials declined to comment, and said they had not yet seen a suit filed in federal court by DPC Acquisition that seeks to nullify a standstill agreement between DPC Acquisition and Dataproducts.    ",[],0,0
cnc,train_02_178,56,0,cnc_train_02_178_56_0,"Employees at three factories had signed a petition supporting Mr Zong and were demanding reassurances about the future of the venture and their jobs , Xinhua said .",[],0,0
NEWS,train162,163,0,0_our_data_0_0163,LIN Broadcasting surged 4 5/8 to 112 5/8; LIN and BellSouth sweetened their merger agreement in an attempt to keep shareholders from tendering their shares to McCaw Cellular Communications.,[],0,0
cnc,train_03_181,314,0,cnc_train_03_181_314_0,"They had been on a wildcat strike since September 12 , demanding to be paid a minimum of R16,000 a month .","['<ARG1>They had been on a wildcat strike since September 12</ARG1> , <ARG0><SIG0>demanding</SIG0> to be paid a minimum of R16,000 a month</ARG0> .']",1,cause
cnc,train_10_184,356,0,cnc_train_10_184_356_0,Two militants had also been killed in the fire fight .,['<ARG1>Two militants had also been killed</ARG1> in <ARG0>the fire fight</ARG0> .'],1,cause
cnc,train_08_90,1433,0,cnc_train_08_90_1433_0,"The protests , which began over a controversial extradition bill , have evolved to take in other demands , including a police inquiry into the violence in Yuen Long last week .","['<ARG1>The protests , which began over a controversial extradition bill , have evolved</ARG1> <ARG0><SIG0>to</SIG0> take in other demands</ARG0> , including a police inquiry into the violence in Yuen Long last week .', '<ARG1>The protests , which began</ARG1> <SIG0>over</SIG0> <ARG0>a controversial extradition bill</ARG0> , have evolved to take in other demands , including a police inquiry into the violence in Yuen Long last week .']",2,cause
cnc,train_03_199,2726,0,cnc_train_03_199_2726_0,"In a separate and extremely rare protest , more than 2,000 members of the legal profession marched against Beijing ’ s meddling in the local legal system .","['<ARG1>In a separate and extremely rare protest , more than 2,000 members of the legal profession marched</ARG1> <ARG0>against Beijing ’ s meddling in the local legal system</ARG0> .']",1,cause
cnc,train_08_274,570,0,cnc_train_08_274_570_0,"According to police reports from different districts , nearly 12,000 workers and leaders of the RJD were arrested during the shutdown but later released .",[],0,0
cnc,train_04_316,21,0,cnc_train_04_316_21_0,"Dewan told Newsline that the "" protest will now continue at ward level and from next week onwards every ward will be sensitised against property tax and high charges of regularisation impsed by government "" .",[],0,0
cnc,train_03_311,64,0,cnc_train_03_311_64_0,"The door and windows of the office were damaged when TRS workers torched the office after throwing petrol on it , police said .","['<ARG1>The door and windows of the office were damaged</ARG1> when <ARG0>TRS workers torched the office</ARG0> after throwing petrol on it , police said .', 'The door and windows of the office were damaged when <ARG1>TRS workers torched the office</ARG1> after <ARG0>throwing petrol on it</ARG0> , police said .']",2,cause
cnc,train_09_A_123,397,0,cnc_train_09_A_123_397_0,"Maimane said the actions of the over 20,000 students who protested against the injustice of the education system and Afrikaans being imposed as the language of instruction on June 16 , 1976 `` changed the course of our history '' .","[""Maimane said the actions of <ARG1>the over 20,000 students who protested</ARG1> <ARG0>against the injustice of the education system and Afrikaans being imposed as the language of instruction on June 16 , 1976</ARG0> `` changed the course of our history '' ."", ""Maimane said <ARG0>the actions of the over 20,000 students who protested against the injustice of the education system and Afrikaans being imposed as the language of instruction on June 16 , 1976</ARG0> `` <ARG1>changed the course of our history</ARG1> '' .""]",2,cause
GPT3,train349,350,0,enable_GPT_0_0350,The United Nations has adopted a resolution calling for an end to the use of explosive weapons in populated areas.,"[""The United Nations has adopted a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of explosive weapons in populated areas.""]",1,enable
cnc,train_07_307,101,0,cnc_train_07_307_101_0,"While the spark for the current wave of protests was an attempt by chief executive Carrie Lam to pass the Beijing-backed extradition law , the demonstrations have morphed into a wider movement against Lam ’ s administration and Beijing .","['While <SIG0>the spark for</SIG0> <ARG1>the current wave of protests</ARG1> was <ARG0>an attempt by chief executive Carrie Lam to pass the Beijing-backed extradition law</ARG0> , the demonstrations have morphed into a wider movement against Lam ’ s administration and Beijing .', 'While the spark for the current wave of protests was an attempt by chief executive Carrie Lam to pass the Beijing-backed extradition law , <ARG1>the demonstrations have morphed into a wider movement</ARG1> <ARG0>against Lam ’ s administration and Beijing</ARG0> .']",2,cause
GPT3,train36,37,0,enable_GPT_0_037,The government has also announced that it will be investing in new healthcare initiatives to improve access to quality healthcare.,"[""The government has also announced that it will be <ARG0>investing</ARG0> in new healthcare initiatives to <ARG1>improve access</ARG1> to quality healthcare.""]",1,enable
cnc,train_07_11,827,0,cnc_train_07_11_827_0,Vehicles have also been used to commit attacks on civilians in Nice and Berlin .,['<ARG1>Vehicles have also been used</ARG1> <ARG0><SIG0>to</SIG0> commit attacks on civilians in Nice and Berlin</ARG0> .'],1,cause
cnc,train_04_303,3043,0,cnc_train_04_303_3043_0,He has recently expressed his willingness to return to India to stand trial in the hijacking case .,['<ARG1>He has recently expressed his willingness to return to India</ARG1> <ARG0><SIG0>to</SIG0> stand trial in the hijacking case</ARG0> .'],1,cause
GPT3,train591,592,0,prevent_GPT_0_0592,"The government has implemented a series of measures to prevent the illegal trafficking of drugs and weapons, including increased border security and increased penalties for those who violate drug laws.","[""The government has implemented a series of <ARG0>Measures</ARG0> to prevent the illegal <ARG1>Trafficking</ARG1> of drugs and weapons, including increased border security and increased penalties for those who violate drug laws.""]",1,prevent
GPT3,train29,30,0,enable_GPT_0_030,"The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade embargo on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.","[""The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade <ARG0>embargo</ARG0> on Iraq, allowing the U.S. and other nations to immediately begin <ARG1>stopping</ARG1> ships carrying Iraqi goods.""]",1,enable
cnc,train_04_213,156,0,cnc_train_04_213_156_0,It was a peaceful hartal and no violence was reported .,[],0,0
GPT3,train856,857,0,prevent_GPT_0_0857,The government has implemented a series of measures to prevent the illegal trafficking of weapons and drugs.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the illegal <ARG1>trafficking</ARG1> of weapons and drugs.""]",1,prevent
cnc,train_08_11,140,0,cnc_train_08_11_140_0,"The organisers of the bandh , which included many Kannada organisations , Dalit organisations and heads of a few religious maths , there was no was force on the business establishments and hotels to close their establishments , and everybody 's support for the bandh call appeared voluntary .",[],0,0
GPT3,train1499,1500,0,intend_GPT_0_01500,",The government has implemented a series of reforms to promote access to clean water and reduce water pollution.","["",The government has implemented a series of reforms to <ARG0>promote</ARG0> access to clean water and <ARG1>reduce</ARG1> water pollution.""]",1,intend
cnc,train_01_270,3161,0,cnc_train_01_270_3161_0,( PICS AVAILABLE ON www.sapapics.co.za ) A crowd of supporters erupted as Jacob Zuma walked on to a stage outside the Pietermaritzburg High Court on Thursday to address them .,['( PICS AVAILABLE ON www.sapapics.co.za ) <ARG1>A crowd of supporters erupted</ARG1> <SIG0>as</SIG0> <ARG0>Jacob Zuma walked on to a stage outside the Pietermaritzburg High Court on Thursday to address them</ARG0> .'],1,cause
GPT3,train498,499,0,prevent_GPT_0_0499,The government has implemented a series of laws to protect the public from the spread of hate crimes.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the <ARG1>Spread of Hate Crimes</ARG1>.""]",1,prevent
NEWS,train179,180,0,cause_our_data_0_0180,"Last month, Canadian Bond Rating Service downgraded Provigo's commercial paper and debentures because of its lackluster performance.    ","[""Last month, Canadian Bond Rating Service <ARG1>downgraded</ARG1> Provigos commercial paper and debentures because of its lackluster <ARG0>performance</ARG0>.""]",1,cause
cnc,train_10_302,2878,0,cnc_train_10_302_2878_0,"On Kandahar plane hijack issue , Singh said Advani was not speaking the truth .",[],0,0
cnc,train_09_B_85,858,0,cnc_train_09_B_85_858_0,"Ahmed , who was arrested in the Raju Pal murder case and was out on bail , allegedly threatened witnesses for deposing against him .","['<ARG1>Ahmed , who was arrested in the Raju Pal murder case and was out on bail , allegedly threatened witnesses</ARG1> <SIG0>for</SIG0> <ARG0>deposing against him</ARG0> .']",1,cause
GPT3,train342,343,0,enable_GPT_0_0343,The European Union has created a new fund to help refugees access basic services.,"[""The European Union has created a new <ARG0>fund</ARG0> to help refugees <ARG1>access</ARG1> basic services.""]",1,enable
cnc,train_03_269,3365,0,cnc_train_03_269_3365_0,Andhra Bifurcation : Mixed Response for Seemandhra Bandh 07th December 2013 03:28 PM The two-day bandh call given by the pro-United Andhra Pradesh groups against the Cabinet 's nod for draft bill for bifurcation of the state has evoked a mixed response in the coastal Andhra and Rayalaseema regions on the second day today .,"[""Andhra Bifurcation : Mixed Response for Seemandhra Bandh 07th December 2013 03:28 PM <ARG1>The two-day bandh call given by the pro-United Andhra Pradesh groups</ARG1> <ARG0>against the Cabinet 's nod for draft bill for bifurcation of the state</ARG0> has evoked a mixed response in the coastal Andhra and Rayalaseema regions on the second day today ."", ""Andhra Bifurcation : Mixed Response for Seemandhra Bandh 07th December 2013 03:28 PM <ARG0>The two-day bandh call given by the pro-United Andhra Pradesh groups against the Cabinet 's nod for draft bill for bifurcation of the state</ARG0> <SIG0>has evoked</SIG0> <ARG1>a mixed response in the coastal Andhra and Rayalaseema regions on the second day today</ARG1> .""]",2,cause
cnc,train_01_322,2725,0,cnc_train_01_322_2725_0,They had earlier staged agitations at Kishorenagar and Angul .,[],0,0
NEWS,train119,120,0,cause_our_data_0_0120,"National Intergroup in the year-ago third quarter earned $22.5 million, or 97 cents a share, including a gain of $18 million from the sale of a steel tube company. ","[""National Intergroup in the year-ago third quarter <ARG1>earned</ARG1> $22.5 million, or 97 cents a share, including a gain of $18 million from the <ARG0>sale</ARG0> of a steel tube company.""]",1,cause
GPT3,train1114,1115,0,intend_GPT_0_01115,The government passed a law to increase access to public transportation in an effort to reduce traffic congestion.,"[""The government <ARG0>passed</ARG0> a law to increase access to public transportation in an effort to <ARG1>reduce</ARG1> traffic congestion.""]",1,intend
cnc,train_10_166,2707,0,cnc_train_10_166_2707_0,"Two Maoists were killed when police returned fire , he said .","['<ARG1>Two Maoists were killed</ARG1> when <ARG0>police returned fire</ARG0> , he said .']",1,cause
cnc,train_05_43,3042,0,cnc_train_05_43_3042_0,Residents also stoned police vehicles .,[],0,0
cnc,train_09_B_17,1361,0,cnc_train_09_B_17_1361_0,BALANGIR : The tragic death of a Deputy General Manager of Powmex Steels today has triggered a debate with several labour union leaders and the political class here already cogitating reasons behind the unfortunate incident .,['BALANGIR : <ARG0>The tragic death of a Deputy General Manager of Powmex Steels today</ARG0> <SIG0>has triggered</SIG0> <ARG1>a debate with several labour union leaders and the political class here already cogitating reasons behind the unfortunate incident</ARG1> .'],1,cause
cnc,train_01_274,403,0,cnc_train_01_274_403_0,"The employees also served an ultimatum to the government that unless they shelved the decision on privatisation , they would go ahead with their indefinite strike plan and intensify their ongoing agitation .","['The employees also served an ultimatum to the government that <SIG0>unless</SIG0> <ARG0>they shelved the decision on privatisation</ARG0> , <ARG1>they would go ahead with their indefinite strike plan and intensify their ongoing agitation</ARG1> .']",1,cause
cnc,train_05_154,1252,0,cnc_train_05_154_1252_0,"`` Under ANC president Jacob Zuma 's leadership , South Africa has become a banana state , '' he told DA supporters at a rally for jobs at the Ellis Park indoor arena in Johannesburg .","[""`` <SIG0>Under</SIG0> <ARG0>ANC president Jacob Zuma 's leadership</ARG0> , <ARG1>South Africa has become a banana state</ARG1> , '' he told DA supporters at a rally for jobs at the Ellis Park indoor arena in Johannesburg .""]",1,cause
cnc,train_01_11,1696,0,cnc_train_01_11_1696_0,NHAI Case : Cops Fail to Produce Accused in Court,[],0,0
cnc,train_10_317,95,0,cnc_train_10_317_95_0,"Newly appointed municipal manager of Richmond , KZN , shot dead Giordano Stolley DURBAN , March 6 ( ANA ) - Just days before he was due to take up his post , Richmond 's newly appointed municipal manager , Edward Sithole , was gunned down in the town on Monday morning .",[],0,0
cnc,train_02_268,989,0,cnc_train_02_268_989_0,"Tribal Affairs Minister V Kishore Chandra Deo today dubbed anti-Maoist militia Salwa Judum as a "" sinful strategy "" , bringing to the fore apparent differences in Congress over the approach to Maoists who last week wiped out party leadership in Chhattisgarh in a deadly attack .","['<ARG0>Tribal Affairs Minister V Kishore Chandra Deo today dubbed anti-Maoist militia Salwa Judum as a "" sinful strategy ""</ARG0> , <ARG1>bringing to the fore apparent differences in Congress over the approach to Maoists who last week wiped out party leadership in Chhattisgarh in a deadly attack</ARG1> .', 'Tribal Affairs Minister V Kishore Chandra Deo today dubbed anti-Maoist militia Salwa Judum as a "" sinful strategy "" , bringing to the fore apparent differences in Congress over the approach to <ARG1>Maoists who last week wiped out party leadership in Chhattisgarh</ARG1> in <ARG0>a deadly attack</ARG0> .']",2,cause
cnc,train_07_162,2228,0,cnc_train_07_162_2228_0,"In a related development at Salem in Tamil Nadu , a 26 year-old man attempted self-immolation protesting against Rajapaksa ' visit .","[""In a related development at Salem in Tamil Nadu , <ARG1>a 26 year-old man attempted self-immolation</ARG1> <ARG0><SIG0>protesting</SIG0> against Rajapaksa ' visit</ARG0> .""]",1,cause
cnc,train_08_191,2365,0,cnc_train_08_191_2365_0,The incident took place in the Sahebganj police station area between 12.30 and 1.30 a.m. “ They first set two JCBs [ excavating machines ] and two tractors on fire .,[],0,0
NEWS,train153,154,0,cause_our_data_0_0154,"Many funds in recent weeks and months have been selling their highest-quality junk issues, such as RJR Nabisco, to raise cash to meet expected redemptions.    ","[""Many funds in recent weeks and months have been <ARG0>selling</ARG0> their highest-quality junk issues, such as RJR Nabisco, to raise cash to <ARG1>meet</ARG1> expected redemptions.""]",1,cause
cnc,train_01_158,1326,0,cnc_train_01_158_1326_0,13 Sep 2014 Three people were sentenced to death by a Yunnan court for their role in the attack at a Kunming rail station that killed 31 people and injured 141 in March .,"['13 Sep 2014 <ARG1>Three people were sentenced to death by a Yunnan court</ARG1> <SIG0>for</SIG0> <ARG0>their role in the attack at a Kunming rail station that killed 31 people and injured 141 in March .</ARG0>', '13 Sep 2014 Three people were sentenced to death by a Yunnan court for their role in <ARG0>the attack at a Kunming rail station</ARG0> that <ARG1>killed 31 people and injured 141 in March</ARG1> .']",2,cause
GPT3,train366,367,0,enable_GPT_0_0367,The Prime Minister has announced a new program to provide free tuition for post-secondary students from low-income families.,"[""The Prime Minister has announced a new <ARG0>program</ARG0> to <ARG1>provide</ARG1> free tuition for post-secondary students from low-income families.""]",1,enable
cnc,train_06_206,2289,0,cnc_train_06_206_2289_0,This is the immediate lesson from the two major events involving Odisha MLA Jhina Hikaka and Sukma ( Bastar ) Collector Alex Paul Menon .,[],0,0
cnc,train_08_308,1065,0,cnc_train_08_308_1065_0,"The attack , the first of its kind since Government suspended hostilities against militants in Jammu and Kashmir a week ago , came amid a rash of violence across the Himalayan region .",[],0,0
GPT3,train1573,1574,0,intend_GPT_0_01574,",The government passed a law to increase funding for public safety initiatives, in an effort to reduce crime.","["",The government <ARG0>passed</ARG0> a law to increase funding for public safety initiatives, in an effort to <ARG1>reduce</ARG1> crime.""]",1,intend
GPT3,train1356,1357,0,intend_GPT_0_01357,The government passed a law to protect the rights of minorities in an effort to promote equality and justice.,"[""The government <ARG0>passed</ARG0> a law to protect the rights of minorities in an effort to <ARG1>promote</ARG1> equality and justice.""]",1,intend
GPT3,train308,309,0,enable_GPT_0_0309,The government has announced a new policy that will provide free healthcare to all citizens.,"[""The government has announced a new <ARG0>policy</ARG0> that will <ARG1>provide</ARG1> free healthcare to all citizens.""]",1,enable
cnc,train_05_169,733,0,cnc_train_05_169_733_0,"During the previous voter registration weekend last month , some IEC staff had to be withdrawn from communities on police recommendation due to safety concerns sparked by protests .","['During the previous voter registration weekend last month , <ARG1>some IEC staff had to be withdrawn from communities on police recommendation</ARG1> <SIG0>due to</SIG0> <ARG0>safety concerns sparked by protests</ARG0> .']",1,cause
