context,triplets,label
In order to achieve a desired outcome fell down,<triplet> In order to achieve a desired outcome <subj> fell down <obj> no_relation,no_relation
"Getting enough sleep prevents exhaustion, mood swings, and memory problems.","<triplet> Getting enough sleep <subj> exhaustion, mood swings, and memory problems. <obj> prevent",prevent
 becomes very angry intend to rant,<triplet>  becomes very angry <subj> to rant <obj> intend,intend
 buys a new car intend to be able to drive to work,<triplet>  buys a new car <subj> to be able to drive to work <obj> intend,intend
knows the of the lord people to be joined,<triplet>  knows the of the lord <subj> people to be joined <obj> no_relation,no_relation
 looks everywhere cause locates object,<triplet>  looks everywhere <subj> locates object <obj> cause,cause
 immediately picked it intend to interact with it,<triplet>  immediately picked it <subj> to interact with it <obj> intend,intend
 begins to feel better intend to feel their best,<triplet>  begins to feel better <subj> to feel their best <obj> intend,intend
wins the challenge gets tired,<triplet>  wins the challenge <subj> gets tired <obj> no_relation,no_relation
rushes to the hospital blushes,<triplet>  rushes to the hospital <subj> blushes <obj> no_relation,no_relation
" finds  to watch intend surprised, grateful, happy","<triplet>  finds to watch <subj> surprised, grateful, happy <obj> intend",intend
 arranges  interview intend to see if persony is qualified,<triplet>  arranges  interview <subj> to see if persony is qualified <obj> intend,intend
runs for exercise to continue preventing,<triplet>  runs for exercise <subj> to continue preventing <obj> no_relation,no_relation
"If you have
a car
you can drive to work.",<triplet> If you have <subj> you can drive to work. <obj> enable,enable
shows  respect to go home,<triplet>  shows  respect <subj> to go home <obj> no_relation,no_relation
 is doing really well intend continue doing their behaviors,<triplet>  is doing really well <subj> continue doing their behaviors <obj> intend,intend
 drinks milk intend a cold drink,<triplet>  drinks milk <subj> a cold drink <obj> intend,intend
"Using a seatbelt while driving can prevent injuries or fatalities in the event of an accident, but also prevents unnecessary expenses for medical bills and car repairs.","<triplet> Using a seatbelt while driving <subj> injuries or fatalities in the event of an accident, but also prevents <ARG1>unnecessary expenses for medical bills and car repairs. <obj> prevent",prevent
"Once the water is brought to a boil
and
noodles can be added and cooked for several minutes.",<triplet> Once the water is brought to a boil <subj> noodles can be added and cooked for several minutes. <obj> enable,enable
wins first place in the competition The schools will be closed for the day,<triplet>  wins first place in the competition <subj> The schools will be closed for the day <obj> no_relation,no_relation
 takes a cab intend to go to the airport,<triplet>  takes a cab <subj> to go to the airport <obj> intend,intend
The widespread use of renewable energy Give it attention.,<triplet> The widespread use of renewable energy <subj> Give it attention. <obj> no_relation,no_relation
rides a horse smile,<triplet>  rides a horse <subj> smile <obj> no_relation,no_relation
places in the microwave while cooking the eggs,<triplet>  places in the microwave <subj> while cooking the eggs <obj> no_relation,no_relation
 plays games on it intend to have fun,<triplet>  plays games on it <subj> to have fun <obj> intend,intend
 is shopping for groceries cause cook dinner,<triplet>  is shopping for groceries <subj> cook dinner <obj> cause,cause
 decides to go for a swim intend to jump in the lake,<triplet>  decides to go for a swim <subj> to jump in the lake <obj> intend,intend
"Wearing a life jacket while swimming in open water prevents drowning, hypothermia, or other injuries associated with accidents or mishaps on the water.","<triplet> Wearing a life jacket while swimming in open water <subj> drowning, hypothermia, or other injuries associated with accidents or mishaps on the water. <obj> prevent",prevent
uses to control Searches for the book,<triplet>  uses to control <subj> Searches for the book <obj> no_relation,no_relation
gets popular the chemical reaction between baking powder and acidic ingredients,<triplet>  gets popular <subj> the chemical reaction between baking powder and acidic ingredients <obj> no_relation,no_relation
"It's Saturday and school is not in session.
When
We can have a picnic at the park.",<triplet> Its Saturday and school is not in session. <subj> We can have a picnic at the park. <obj> enable,enable
kisses  on the forehead go home,<triplet>  kisses  on the forehead <subj> go home <obj> no_relation,no_relation
 works  at work intend to do a good job,<triplet>  works at work <subj> to do a good job <obj> intend,intend
Installing smoke alarms and having a fire evacuation plan at home getting stranded in snowstorms or heavy rainfalls,<triplet> Installing smoke alarms and having a fire evacuation plan at home <subj> getting stranded in snowstorms or heavy rainfalls <obj> no_relation,no_relation
",
then
we have to wear boots.","<triplet> , <subj> we have to wear boots. <obj> enable",enable
decides to get a new haircut uses camera,<triplet>  decides to get a new haircut <subj> uses camera <obj> no_relation,no_relation
With enough oil in the engine add ingredients,<triplet> With enough oil in the engine <subj> add ingredients <obj> no_relation,no_relation
 sounds  alarm cause sees people running,<triplet>  sounds  alarm <subj> sees people running <obj> cause,cause
"When the oven
is preheated
to 400 degrees Fahrenheit,","<triplet> When the oven <subj> to 400 degrees Fahrenheit, <obj> enable",enable
 spills everywhere cause jumps,<triplet>  spills everywhere <subj> jumps <obj> cause,cause
 takes  to the city intend relax from their trip,<triplet>  takes to the city <subj> relax from their trip <obj> intend,intend
 takes  at the time intend to be organized,<triplet>  takes at the time <subj> to be organized <obj> intend,intend
 loses five pounds intend to be healthy,<triplet>  loses five pounds <subj> to be healthy <obj> intend,intend
"After the teacher gives instructions, makes friends","<triplet> After the teacher gives instructions, <subj> makes friends <obj> no_relation",no_relation
hits a parked car to start the conversation going,<triplet>  hits a parked car <subj> to start the conversation going <obj> no_relation,no_relation
takes to a shop not make a big deal out of it,<triplet>  takes to a shop <subj> not make a big deal out of it <obj> no_relation,no_relation
helps  out learns something,<triplet>  helps  out <subj> learns something <obj> no_relation,no_relation
 shares  with others cause  runs out of resources,<triplet>  shares with others <subj>  runs out of resources <obj> cause,cause
 stands beside  cause person y goes somewhere else,<triplet>  stands beside  <subj> person y goes somewhere else <obj> cause,cause
 serves as  instrument intend to pay person x,<triplet>  serves as  instrument <subj> to pay person x <obj> intend,intend
Using a fire extinguisher in the event of a small fire to go back,<triplet> Using a fire extinguisher in the event of a small fire <subj> to go back <obj> no_relation,no_relation
 says bye intend to look forward to her next visit,<triplet>  says bye <subj> to look forward to her next visit <obj> intend,intend
 shows  off intend meet new people,<triplet>  shows  off <subj> meet new people <obj> intend,intend
 sheds  on this question cause ask questions,<triplet>  sheds on this question <subj> ask questions <obj> cause,cause
has so much fun playing stays warm overnight,<triplet>  has so much fun playing <subj> stays warm overnight <obj> no_relation,no_relation
 gives  up for adoption intend to get rid of someone,<triplet>  gives up for adoption <subj> to get rid of someone <obj> intend,intend
" throws a tantrum intend upset, mad","<triplet>  throws a tantrum <subj> upset, mad <obj> intend",intend
 works often intend to continue working,<triplet>  works often <subj> to continue working <obj> intend,intend
 would not come out intend to coax him,<triplet>  would not come out <subj> to coax him <obj> intend,intend
Avoiding smoking and secondhand smoke exposure the electronic locking system enables access to the room,<triplet> Avoiding smoking and secondhand smoke exposure <subj> the electronic locking system enables access to the room <obj> no_relation,no_relation
 pushes  back cause gets anger,<triplet>  pushes  back <subj> gets anger <obj> cause,cause
Eating a balanced and nutritious diet fatigue-related errors or accidents in the workplace,<triplet> Eating a balanced and nutritious diet <subj> fatigue-related errors or accidents in the workplace <obj> no_relation,no_relation
"The computer's virus protection software is up to date
guarantees
its safety from potential attacks",<triplet> The computers virus protection software is up to date <subj> its safety from potential attacks <obj> enable,enable
 The laer is stury   allows  the worker enabling the worker to access otherwise unreachable areas an complete their task more efficiently.,<triplet>  The laer is stury <subj>  enabling the worker to access otherwise unreachable areas an complete their task more efficiently. <obj> enable,enable
comes near to get married,<triplet>  comes near  <subj> to get married <obj> no_relation,no_relation
 comes a  at the door cause is greeted,<triplet>  comes a at the door <subj> is greeted <obj> cause,cause
 uses  to defend intend to protect the castle,<triplet>  uses to defend <subj> to protect the castle <obj> intend,intend
 is gaining weight cause does not exercise,<triplet>  is gaining weight <subj> does not exercise <obj> cause,cause
"Following safe food handling practices, such as washing hands and utensils potential fires and related devastation","<triplet> Following safe food handling practices, such as washing hands and utensils <subj> potential fires and related devastation <obj> no_relation",no_relation
 pours the batter cause puts cake in oven,<triplet>  pours the batter <subj> puts cake in oven <obj> cause,cause
 shuffles off this mortal coil cause gets tired,<triplet>  shuffles off this mortal coil <subj> gets tired <obj> cause,cause
 knows the answers intend to learn more,<triplet>  knows the answers <subj> to learn more <obj> intend,intend
The batterys charge to understand the story,<triplet>  The batterys charge <subj> to understand the story <obj> no_relation,no_relation
"Installing smoke detectors
alerts
occupants of a building in the event of a fire",<triplet> Installing smoke detectors <subj> occupants of a building in the event of a fire <obj> enable,enable
wants to take a vacation thank X,<triplet>  wants to take a vacation <subj> thank X <obj> no_relation,no_relation
adopts  policy is threatened,<triplet>  adopts  policy <subj> is threatened <obj> no_relation,no_relation
 votes for the first time cause They tell family and friends about their experience.,<triplet>  votes for the first time <subj> They tell family and friends about their experience. <obj> cause,cause
 gives  the message intend to thank ,<triplet>  gives  the message <subj> to thank  <obj> intend,intend
Using a fire extinguisher to put out small fires before they become larger gets headache,<triplet> Using a fire extinguisher to put out small fires before they become larger <subj> gets headache <obj> no_relation,no_relation
Locking doors and windows before leaving home prevents burglaries or break-ins while away from home.,<triplet> Locking doors and windows before leaving home <subj> burglaries or break-ins while away from home. <obj> prevent,prevent
leaves my house to help .,<triplet>  leaves my house <subj> to help . <obj> no_relation,no_relation
Maintaining a healthy body mass index (BMI) through a balanced diet and regular exercise the worsening of chronic conditions and complications from untreated illnesses,<triplet> Maintaining a healthy body mass index (BMI) through a balanced diet and regular exercise <subj> the worsening of chronic conditions and complications from untreated illnesses <obj> no_relation,no_relation
 hops for the best intend to be optimistic.,<triplet>  hops for the best <subj> to be optimistic. <obj> intend,intend
go to school intend get better job,<triplet> go to school <subj> get better job <obj> intend,intend
 takes part in the campaign intend to put up signs,<triplet>  takes part in the campaign <subj> to put up signs <obj> intend,intend
keeps  appointment to see the rising sun,<triplet>  keeps  appointment <subj> to see the rising sun <obj> no_relation,no_relation
 returns the dog cause breathes sigh of relief,<triplet>  returns the dog <subj> breathes sigh of relief <obj> cause,cause
 helps  lose weight intend to retain fitness,<triplet>  helps  lose weight <subj> to retain fitness <obj> intend,intend
as he needs the proper equipment and skills to produce high-quality items. gets satisfied,<triplet> as he needs the proper equipment and skills to produce high-quality items. <subj> gets satisfied <obj> no_relation,no_relation
"Installing smoke detectors in the home
provides
an early warning system for fires, potentially saving lives and property.","<triplet> Installing smoke detectors in the home <subj> an early warning system for fires, potentially saving lives and property. <obj> enable",enable
The computers internet connection is stable unintended pregnancies or transmission of sexually transmitted infections,<triplet>  The computers internet connection is stable <subj> unintended pregnancies or transmission of sexually transmitted infections <obj> no_relation,no_relation
saves by using muscle soreness and injuries that can result from sudden movements or overexertion.,<triplet>  saves by using <subj> muscle soreness and injuries that can result from sudden movements or overexertion. <obj> no_relation,no_relation
 follows  example intend to attain something,<triplet>  follows  example <subj> to attain something <obj> intend,intend
 has a glass of water intend to be healthy,<triplet>  has a glass of water <subj> to be healthy <obj> intend,intend
Following safety procedures when handling hazardous materials can prevent accidents and injuries.,<triplet> Following safety procedures when handling hazardous materials <subj> accidents and injuries. <obj> prevent,prevent
helps in  way becomes glad,<triplet>  helps in  way <subj> becomes glad <obj> no_relation,no_relation
Exercising regularly to talk to,<triplet> Exercising regularly <subj> to talk to  <obj> no_relation,no_relation
" Installing smoke detectors in the home prevents unintentional house fires and carbon monoxide poisoning, both of which can be fatal","<triplet> Installing smoke detectors in the home <subj> unintentional house fires and carbon monoxide poisoning, both of which can be fatal <obj> prevent",prevent
Quitting smoking to receive assistance,<triplet> Quitting smoking <subj> to receive assistance <obj> no_relation,no_relation
 gets  after school intend to hire Person X.,<triplet>  gets after school <subj> to hire Person X. <obj> intend,intend
 gets pulled over intend to pay the fines,<triplet>  gets pulled over <subj> to pay the fines <obj> intend,intend
"After the cake
has cooled
it can be decorated with frosting",<triplet> After the cake <subj> it can be decorated with frosting <obj> enable,enable
Wearing sunscreen with SPF 30 or higher prevents skin cancer and premature aging caused by prolonged exposure to UV radiation.,<triplet> Wearing sunscreen with SPF 30 or higher <subj> skin cancer and premature aging caused by prolonged exposure to UV radiation. <obj> prevent,prevent
 eats  at home intend to watch a movie,<triplet>  eats at home <subj> to watch a movie <obj> intend,intend
 uses the money intend run out of money,<triplet>  uses the money <subj> run out of money <obj> intend,intend
 fixes the tire cause start their journey,<triplet>  fixes the tire <subj> start their journey <obj> cause,cause
stops caring serious injuries during car rides for children,<triplet>  stops caring <subj> serious injuries during car rides for children <obj> no_relation,no_relation
Wearing a seat belt while in a vehicle inhibits serious injuries in case of an accident,<triplet> Wearing a seat belt while in a vehicle <subj> serious injuries in case of an accident <obj> prevent,prevent
 makes an appointment intend to get an answer,<triplet>  makes an appointment <subj> to get an answer <obj> intend,intend
"gets a team together the spread of infections such as norovirus, influenza, and staphylococcus.","<triplet>  gets a team together <subj> the spread of infections such as norovirus, influenza, and staphylococcus. <obj> no_relation",no_relation
"If you have enough money
you can
buy anything you want",<triplet> If you have enough money <subj> buy anything you want <obj> enable,enable
gets some water gets hurt,<triplet>  gets some water <subj> gets hurt <obj> no_relation,no_relation
 quickly took intend to be done with it,<triplet>  quickly took <subj> to be done with it <obj> intend,intend
 thinks would try intend for it to go well,<triplet>  thinks would try <subj> for it to go well <obj> intend,intend
"Wearing a helmet when cycling on busy roads prevents head injuries in the event of an accident, which can be life-threatening or result in long-term impairment","<triplet> Wearing a helmet when cycling on busy roads <subj> head injuries in the event of an accident, which can be life-threatening or result in long-term impairment <obj> prevent",prevent
"Wearing protective gear while performing dangerous tasks or playing sports prevents serious injuries or fatalities caused by accidents or collisions on the field, job site, or in the home.","<triplet> Wearing protective gear while performing dangerous tasks or playing sports <subj> serious injuries or fatalities caused by accidents or collisions on the field, job site, or in the home. <obj> prevent",prevent
 puts  in a bag intend to carry it with them,<triplet>  puts in a bag <subj> to carry it with them <obj> intend,intend
 falls among thieves intend to get personx to steal with them,<triplet>  falls among thieves <subj> to get personx to steal with them <obj> intend,intend
"When the light turns green
is enabling
the car to proceed",<triplet> When the light turns green <subj> the car to proceed <obj> enable,enable
"A properly inflated tire
allows for safe driving
on the road",<triplet> A properly inflated tire <subj> on the road <obj> enable,enable
 lays to rest intend lay on bed,<triplet>  lays to rest <subj> lay on bed <obj> intend,intend
is going on a field trip to welcome Y,<triplet>  is going on a field trip <subj> to welcome Y <obj> no_relation,no_relation
The doorbell rings to nurture the pet,<triplet> The doorbell rings <subj> to nurture the pet <obj> no_relation,no_relation
 is scared and nervous cause mouth agape on seeing Person X,<triplet>  is scared and nervous <subj> mouth agape on seeing Person X <obj> cause,cause
 gives  the chance cause GIVE TENDENCY,<triplet>  gives  the chance <subj> GIVE TENDENCY <obj> cause,cause
leaves the hospital have transportation,<triplet>  leaves the hospital <subj> have transportation <obj> no_relation,no_relation
If the weather its safe to evacuate,<triplet> If the weather <subj>  its safe to evacuate <obj> no_relation,no_relation
Installing a firewall on your computer  prevents unauthorized access to your personal information and data.,<triplet> Installing a firewall <subj> unauthorized access to your personal information and data. <obj> prevent,prevent
"The car's tires
are properly inflated,
allowing it",<triplet> The cars tires <subj> allowing it <obj> enable,enable
sends on the earth falls in love,<triplet>  sends on the earth <subj> falls in love <obj> no_relation,no_relation
 arouses  interest intend to go shopping,<triplet>  arouses  interest <subj> to go shopping <obj> intend,intend
Using a password manager and creating strong passwords prevents cybercriminals from stealing your personal information,<triplet> Using a password manager and creating strong passwords <subj> cybercriminals from stealing your personal information <obj> prevent,prevent
"The phone
when
someone called from a remote location",<triplet> The phone <subj> someone called from a remote location <obj> enable,enable
Using a fire extinguisher in case of emergencies prevents fire-related injuries and fatalities by providing an effective means of extinguishing flames.,<triplet> Using a fire extinguisher in case of emergencies <subj> fire-related injuries and fatalities by providing an effective means of extinguishing flames. <obj> prevent,prevent
 sets the  in order intend everything organized,<triplet>  sets the in order <subj> everything organized <obj> intend,intend
"The light switch is turned on
When
I can see clearly in the dark room.",<triplet> The light switch is turned on <subj> I can see clearly in the dark room. <obj> enable,enable
is going out of business the gates can be opened to release water,<triplet>  is going out of business <subj> the gates can be opened to release water <obj> no_relation,no_relation
When the wind is strong to see them do well again,<triplet> When the wind is strong <subj> to see them do well again <obj> no_relation,no_relation
 sets up computer systems intend set up system,<triplet>  sets up computer systems <subj> set up system <obj> intend,intend
"Avoiding processed or refined foods can prevent chronic diseases like high blood pressure, diabetes, and related health complications.","<triplet> Avoiding processed or refined foods <subj> chronic diseases like high blood pressure, diabetes, and related health complications. <obj> prevent",prevent
 breaks  word intend to apologize,<triplet>  breaks  word <subj> to apologize <obj> intend,intend
 protects  from competition intend to pay person X,<triplet>  protects from competition <subj> to pay person X <obj> intend,intend
 smokes a cigarette intend to not quit,<triplet>  smokes a cigarette <subj> to not quit <obj> intend,intend
is very mean to obtain drugs,<triplet>  is very mean to  <subj> obtain drugs <obj> no_relation,no_relation
"The internet connection is stable
allowing
us to browse the web and stream videos without any interruptions",<triplet> The internet connection is stable <subj> us to browse the web and stream videos without any interruptions <obj> enable,enable
Wearing seatbelts while driving prevents serious injuries in car accidents or crashes,<triplet> Wearing seatbelts while driving <subj> serious injuries in car accidents or crashes <obj> prevent,prevent
"Practicing safe sex by using condoms or other forms of birth control prevents unintended pregnancy, sexually transmitted infections (STIs), and HIV/AIDS.","<triplet> Practicing safe sex by using condoms or other forms of birth control <subj> unintended pregnancy, sexually transmitted infections (STIs), and HIV/AIDS. <obj> prevent",prevent
Installing smoke detectors and alarms in the house prevents fires and carbon monoxide poisoning.,<triplet> Installing smoke detectors and alarms in the house <subj> fires and carbon monoxide poisoning. <obj> prevent,prevent
 helps the woman intend to give Person X a reward.,<triplet>  helps the woman <subj> to give Person X a reward. <obj> intend,intend
Taking an umbrella with you when its raining graduating.,<triplet> Taking an umbrella with you when its raining <subj> graduating. <obj> no_relation,no_relation
Neglecting to properly dispose of hazardous waste prevents contamination of water sources and potential environmental damage.,<triplet> Neglecting to properly dispose of hazardous waste <subj> contamination of water sources and potential environmental damage. <obj> prevent,prevent
"Reducing exposure to loud noise, especially in occupational settings to eat fish for dinner","<triplet> Reducing exposure to loud noise, especially in occupational settings <subj> to eat fish for dinner <obj> no_relation",no_relation
never missed to entertain person y,<triplet>  never missed  <subj> to entertain person y <obj> no_relation,no_relation
groups according appear unique,<triplet>  groups according <subj> appear unique <obj> no_relation,no_relation
"beats a retreat muscle strain, repetitive motion injuries, or other physical hazards.","<triplet>  beats a retreat <subj> muscle strain, repetitive motion injuries, or other physical hazards. <obj> no_relation",no_relation
"Practicing safe sex and using contraception prevents unintended pregnancies, sexually transmitted infections (STIs), and other reproductive health complications.","<triplet> Practicing safe sex and using contraception <subj> unintended pregnancies, sexually transmitted infections (STIs), and other reproductive health complications. <obj> prevent",prevent
is going on a field trip maintains norm,<triplet>  is going on a field trip <subj> maintains norm <obj> no_relation,no_relation
 adapts the  to the needs cause  changes their views,<triplet>  adapts the to the needs <subj>  changes their views <obj> cause,cause
finds to help we signalled for everyone to gather in the waiting area.,<triplet>  finds to help <subj> we signalled for everyone to gather in the waiting area. <obj> no_relation,no_relation
 sends  money intend to thank ,<triplet>  sends  money <subj> to thank  <obj> intend,intend
is The microwave'soor is  enables  by closing it securely,<triplet> is The microwavesoor <subj>  by closing it securely <obj> enable,enable
 shares with  intend to help Person X when he can,<triplet>  shares with  <subj> to help Person X when he can <obj> intend,intend
 takes  aside intend to thank  for the feedback,<triplet>  takes aside <subj> to thank  for the feedback <obj> intend,intend
 uses drugs intend order more drugs,<triplet>  uses drugs <subj> order more drugs <obj> intend,intend
"Mowing lawn regularly with the use of safety equipment like gloves, goggles, ear plugs, and steel-toed boots setting an elegant table will be possible.","<triplet> Mowing lawn regularly with the use of safety equipment like gloves, goggles, ear plugs, and steel-toed boots <subj> setting an elegant table will be possible. <obj> no_relation",no_relation
"If we have enough fuel. obesity, heart disease, and other chronic health problems associated with an unhealthy lifestyle.","<triplet> If we have enough fuel. <subj> obesity, heart disease, and other chronic health problems associated with an unhealthy lifestyle. <obj> no_relation",no_relation
If the door is unlocked they get a reputation,<triplet> If the door is unlocked <subj> they get a reputation <obj> no_relation,no_relation
 finds  at the store cause gets a receipt for the book,<triplet>  finds at the store <subj> gets a receipt for the book <obj> cause,cause
 jumps over the lazy dog intend to get going,<triplet>  jumps over the lazy dog <subj> to get going <obj> intend,intend
 keeps an eye on  cause have their activities and doings scrutinized,<triplet>  keeps an eye on  <subj> have their activities and doings scrutinized <obj> cause,cause
Exercising regularly fires from spreading and causing fatalities.,<triplet> Exercising regularly <subj> fires from spreading and causing fatalities. <obj> no_relation,no_relation
 grins from ear to ear intend happiness,<triplet>  grins from ear to ear <subj> happiness <obj> intend,intend
The doors lock is broken. to get information,<triplet> The doors lock is broken. <subj> to get information <obj> no_relation,no_relation
 searches the internet intend to find the answer,<triplet>  searches the internet <subj> to find the answer <obj> intend,intend
 crawls into bed cause Dreams,<triplet>  crawls into bed <subj> Dreams <obj> cause,cause
walks around the mall burglaries or break-ins.,<triplet>  walks around the mall <subj> burglaries or break-ins. <obj> no_relation,no_relation
 plays basketball  intend get exercise,<triplet>  plays basketball  <subj> get exercise <obj> intend,intend
Quitting smoking we,<triplet> Quitting smoking <subj> we <obj> no_relation,no_relation
 wins the contest intend to celebrate,<triplet>  wins the contest <subj> to celebrate <obj> intend,intend
"After taking the recommended dosage of medication
,
patients report improved symptoms related to their chronic conditions.",<triplet> After taking the recommended dosage of medication <subj> patients report improved symptoms related to their chronic conditions. <obj> enable,enable
"When the light switch
is turned on
illumination becomes available",<triplet> When the light switch <subj> illumination becomes available <obj> enable,enable
falls asleep last night the king was going to london,<triplet>  falls asleep last night <subj> the king was going to london <obj> no_relation,no_relation
 begins to look around intend find item at store,<triplet>  begins to look around <subj> find item at store <obj> intend,intend
"The internet connection is stable
allowing
us to browse the web without any lag or delay",<triplet> The internet connection is stable <subj> us to browse the web without any lag or delay <obj> enable,enable
 offer  to students intend for students to succeed,<triplet>  offer to students <subj> for students to succeed <obj> intend,intend
watches the news go to the store,<triplet>  watches the news  <subj> go to the store <obj> no_relation,no_relation
drinks milk you can enjoy a refreshing shower,<triplet>  drinks milk <subj> you can enjoy a refreshing shower <obj> no_relation,no_relation
pours  a glass asks questions,<triplet>  pours  a glass <subj> asks questions <obj> no_relation,no_relation
 finally found it intend keep it safe,<triplet>  finally found it <subj> keep it safe <obj> intend,intend
Using a fire extinguisher in the event of a small fire lung cancer.,<triplet> Using a fire extinguisher in the event of a small fire <subj> lung cancer. <obj> no_relation,no_relation
 rides the big roller coaster intend to sit down,<triplet>  rides the big roller coaster <subj> to sit down <obj> intend,intend
 takes  degree cause loses degree,<triplet>  takes  degree <subj> loses degree <obj> cause,cause
 goes mini golfing intend to eat,<triplet>  goes mini golfing <subj> to eat <obj> intend,intend
 evens took  intend to buy a new car,<triplet>  evens took  <subj> to buy a new car <obj> intend,intend
is eating pizza to remove the bad odor,<triplet>  is eating pizza <subj> to remove the bad odor <obj> no_relation,no_relation
Keeping food covered or sealed tightly in the fridge prevents spoilage and contamination of the food items.,<triplet> Keeping food covered or sealed tightly in the fridge <subj> spoilage and contamination of the food items. <obj> prevent,prevent
"The fire extinguisher's pin
is pulled out,
which",<triplet> The fire extinguishers pin <subj> which <obj> enable,enable
 gives  freedom intend to leave personY alone,<triplet>  gives  freedom <subj> to leave personY alone <obj> intend,intend
brings to the zoo sees something unexpected,<triplet>  brings to the zoo <subj> sees something unexpected <obj> no_relation,no_relation
Installing a smoke detector to learn something new,<triplet> Installing a smoke detector <subj> to learn something new <obj> no_relation,no_relation
The book cyber attacks and data breaches,<triplet> The book <subj> cyber attacks and data breaches <obj> no_relation,no_relation
"A fire can be lit by rubbing
two sticks together
which enables cooking food",<triplet> A fire can be lit by rubbing <subj> which enables cooking food <obj> enable,enable
 misses the test cause losts something,<triplet>  misses the test <subj> losts something <obj> cause,cause
teaches a lesson the diners can enjoy their food with satisfaction,<triplet>  teaches a lesson <subj> the diners can enjoy their food with satisfaction <obj> no_relation,no_relation
"Not smoking serious head, neck, or spinal injuries due to falls, collisions, or other accidents.","<triplet> Not smoking <subj> serious head, neck, or spinal injuries due to falls, collisions, or other accidents. <obj> no_relation",no_relation
pours gasoline on the fire and avoid being outside during the hottest parts of the day.,<triplet>  pours gasoline on the fire <subj> and avoid being outside during the hottest parts of the day. <obj> no_relation,no_relation
 sings karaoke cause gets taken of stage,<triplet>  sings karaoke <subj> gets taken of stage <obj> cause,cause
 Covering your mouth when coughing or sneezing prevents the spread of germs and illnesses to others,<triplet> Covering your mouth when coughing or sneezing <subj> the spread of germs and illnesses to others <obj> prevent,prevent
closes up shop to practice his sign language skill.,<triplet>  closes up shop <subj> to practice his sign language skill. <obj> no_relation,no_relation
loses  balance stays in background,<triplet>  loses  balance <subj> stays in background <obj> no_relation,no_relation
makes to sell gets lost often,<triplet>  makes to sell <subj> gets lost often <obj> no_relation,no_relation
 kneels down beside  intend is proposed to,<triplet>  kneels down beside  <subj> is proposed to <obj> intend,intend
 A computer's keyboar with proper functioning   allows  the user to type efficiently.,<triplet>  A computers keyboar with proper functioning <subj>  to type efficiently. <obj> enable,enable
Wearing protective gear when handling hazardous materials He finds the road.,<triplet> Wearing protective gear when handling hazardous materials <subj> He finds the road. <obj> no_relation,no_relation
 has a fable for  cause Overdoses,<triplet>  has a fable for  <subj> Overdoses <obj> cause,cause
"In order to unlock the door
requires
you need to insert the key and turn it",<triplet> In order to unlock the door <subj> you need to insert the key and turn it <obj> enable,enable
gets down to business becomes guilty,<triplet>  gets down to business <subj> becomes guilty <obj> no_relation,no_relation
"When the surgeon's skills
are exceptional
ensures successful surgery outcomes.",<triplet> When the surgeons skills <subj> ensures successful surgery outcomes. <obj> enable,enable
Avoiding or limiting exposure to tobacco smoke injuries caused by heavy lifting or improper handling of objects.,<triplet> Avoiding or limiting exposure to tobacco smoke <subj> injuries caused by heavy lifting or improper handling of objects. <obj> no_relation,no_relation
loves stories is running,<triplet>  loves stories <subj> is running <obj> no_relation,no_relation
 uses the internet intend to find information,<triplet>  uses the internet <subj> to find information <obj> intend,intend
 gives  a job intend to show off his generosity,<triplet>  gives a job <subj> to show off his generosity <obj> intend,intend
 asks  had happened intend to plead the 5th,<triplet>  asks  had happened <subj> to plead the 5th <obj> intend,intend
"Heavy rain
When
We put out buckets to collect water for our garden.",<triplet> Heavy rain <subj> We put out buckets to collect water for our garden. <obj> enable,enable
gives  analysis An accurate report,<triplet>  gives  analysis <subj> An accurate report <obj> no_relation,no_relation
"Regularly inspecting water supply systems for leaks or other damage prevents contamination of the drinking water with pollutants such as bacteria, viruses, and chemicals.","<triplet> Regularly inspecting water supply systems for leaks or other damage <subj> contamination of the drinking water with pollutants such as bacteria, viruses, and chemicals. <obj> prevent",prevent
walks everywhere to clean it out,<triplet>  walks everywhere <subj> to clean it out <obj> no_relation,no_relation
never cared To live out a new experience,<triplet>  never cared <subj> To live out a new experience <obj> no_relation,no_relation
wants to leave a cake,<triplet>  wants to leave  <subj> a cake <obj> no_relation,no_relation
"scars the hell out of traffic congestion, air pollution, and greenhouse gas emissions, all of which contribute to climate change and other environmental issues.","<triplet>  scars the hell out of  <subj> traffic congestion, air pollution, and greenhouse gas emissions, all of which contribute to climate change and other environmental issues. <obj> no_relation",no_relation
calls to complain Follows the warning,<triplet>  calls to complain <subj> Follows the warning <obj> no_relation,no_relation
 carries  everywhere intend to take it somewhere,<triplet>  carries everywhere <subj> to take it somewhere <obj> intend,intend
begins digging to thank them,<triplet>  begins digging <subj> to thank them <obj> no_relation,no_relation
"After brushing their teeth
people rinse their mouths with mouthwash
to freshen their breath",<triplet> After brushing their teeth <subj> to freshen their breath <obj> enable,enable
"Installing smoke detectors throughout the house prevents house fires from spreading undetected, giving the occupants enough time to evacuate safely","<triplet> Installing smoke detectors throughout the house <subj> house fires from spreading undetected, giving the occupants enough time to evacuate safely <obj> prevent",prevent
 takes the bus to school cause push,<triplet>  takes the bus to school <subj> push <obj> cause,cause
joins the soccer team to work harder,<triplet>  joins the soccer team <subj> to work harder <obj> no_relation,no_relation
