,pred,gt,texts
415,"('meeting', 'intend', 'shut')","('offering', 'cause', 'raised')",BLOCKBUSTER ENTERTAINMENT CORP. said it raised $92 million from an offering of liquid yield option notes.
416,"('offering', 'cause', 'raised')","(""accusing them of being police spies, at Borlagunda village in Andhra Pradesh's Karimnagar district"", 'cause', 'CPI-Maoist cadres shot dead three persons')","January 26 : CPI-Maoist cadres shot dead three persons, accusing them of being police spies, at Borlagunda village in Andhra Pradesh's Karimnagar district."
417,"('Andhra Pradesh', 'contains administrative territorial', 'Karimnagar district')","('the government instituted a stronger official response to Occupy Central and recent “ radical ” protests at Legco', 'cause', 'her hunger strike would continue')",Lee said her hunger strike would continue until the government instituted a stronger official response to Occupy Central and recent “ radical ” protests at Legco.
418,"('instituted', 'cause', 'strike')","('launched', 'cause', 'falling')","Since hitting a record 5.6 per cent in July last year, Japan's jobless rate has been falling steadily after it launched an emergency programme to create 100,000 jobs in October to ease the worsening social effects of high unemployment."
419,"('launched', 'cause', 'falling')","('A couple suspected of sending a letter addressed to Chief Executive Tung Chee-hwa threatening to poison his food and drink and that of his two top officials', 'cause', 'were arrested in Central yesterday')","2 held over poisoning threat to Tung PUBLISHED : Wednesday, 03 October, 2001, 12:00am Donald Tsang Donald Tsang A couple suspected of sending a letter addressed to Chief Executive Tung Chee-hwa threatening to poison his food and drink and that of his two top officials were arrested in Central yesterday."
420,"('sent', 'intend', 'threatening')","('Tribal Affairs Minister V Kishore Chandra Deo today dubbed anti-Maoist militia Salwa Judum as a "" sinful strategy ""', 'cause', 'bringing to the fore apparent differences in Congress over the approach to Maoists who last week wiped out party leadership in Chhattisgarh in a deadly attack')","Tribal Affairs Minister V Kishore Chandra Deo today dubbed anti-Maoist militia Salwa Judum as a "" sinful strategy "", bringing to the fore apparent differences in Congress over the approach to Maoists who last week wiped out party leadership in Chhattisgarh in a deadly attack."
421,"('deadly attack', 'participant', 'Maoists')","('a deadly attack', 'cause', 'Maoists who last week wiped out party leadership in Chhattisgarh')","Tribal Affairs Minister V Kishore Chandra Deo today dubbed anti-Maoist militia Salwa Judum as a "" sinful strategy "", bringing to the fore apparent differences in Congress over the approach to Maoists who last week wiped out party leadership in Chhattisgarh in a deadly attack."
422,"('deadly attack', 'participant', 'Maoists')","('highlight their demands', 'cause', 'the entire lot will take mass casual leave on May 25')","While the staff employees sported black badges from May 15 -17, they are now poised to stage a work-to-rule agitation from May 23 and the entire lot will take mass casual leave on May 25 to highlight their demands."
423,"('badges', 'enable', 'agitation')","('condemning the serial bomb blasts in Bangalore and Gujarat', 'cause', 'The activists of the Bangalore unit of the Akhil Bharatiya Vidyarthi Parishad on Tuesday staged a protest at the Anand Rao Circle here')","KARNATAKA Protest by ABVP July 30, 2008 00:00 IST BANGALORE : The activists of the Bangalore unit of the Akhil Bharatiya Vidyarthi Parishad on Tuesday staged a protest at the Anand Rao Circle here condemning the serial bomb blasts in Bangalore and Gujarat."
424,"('KARNATAKA Protest', 'point in time', 'July 30, 2008')","('corrected', 'cause', 'producing')",Intel said it had corrected the problems and would start producing bugless chips next week.
425,"('corrected', 'cause', 'producing')","(""their demands were not met after yesterday's protest"", 'cause', 'owners wanted to take their protest further')","Another restaurant owner, Clara Li, said owners wanted to take their protest further, but had not yet settled on a plan to do so if their demands were not met after yesterday's protest."
426,"('demands', 'cause', 'take')","('tried to disrupt the flag off function of Rajadhani ring road service in the city on Wednesday', 'cause', 'Police removing VSDP workers')",12th April 2012 07:01 AM Police removing VSDP workers who tried to disrupt the flag off function of Rajadhani ring road service in the city on Wednesday
427,"('Police', 'prevent', 'disrupt')","('demanded that action be taken', 'cause', 'The Minister said he had spoken to Chief Minister Oommen Chandy after the murder')",The Minister said he had spoken to Chief Minister Oommen Chandy after the murder and demanded that action be taken to end violence in the region.
428,"('action', 'intend', 'end')","('the murder', 'cause', 'The Minister said he had spoken to Chief Minister Oommen Chandy')",The Minister said he had spoken to Chief Minister Oommen Chandy after the murder and demanded that action be taken to end violence in the region.
429,"('action', 'intend', 'end')","('to end violence in the region', 'cause', 'demanded that action be taken')",The Minister said he had spoken to Chief Minister Oommen Chandy after the murder and demanded that action be taken to end violence in the region.
430,"('action', 'intend', 'end')","('to mark the 22nd anniversary of the return of sovereignty from Britain to China', 'cause', 'an official ceremony took place at the Hong Kong Convention and Exhibition Centre')","While an official ceremony took place at the Hong Kong Convention and Exhibition Centre to mark the 22nd anniversary of the return of sovereignty from Britain to China, tensions spiked once more in the financial hub after hundreds of mainly young, masked protesters mostly in black wearing hard hats and goggles seized three key thoroughfares, some deploying metal and plastic barriers to block the way."
431,"('ceremony', 'cause', 'spike')","('hundreds of mainly young, masked protesters mostly in black wearing hard hats and goggles seized three key thoroughfares', 'cause', 'tensions spiked once more in the financial hub')","While an official ceremony took place at the Hong Kong Convention and Exhibition Centre to mark the 22nd anniversary of the return of sovereignty from Britain to China, tensions spiked once more in the financial hub after hundreds of mainly young, masked protesters mostly in black wearing hard hats and goggles seized three key thoroughfares, some deploying metal and plastic barriers to block the way."
432,"('ceremony', 'cause', 'spike')","('to block the way', 'cause', 'some deploying metal and plastic barriers')","While an official ceremony took place at the Hong Kong Convention and Exhibition Centre to mark the 22nd anniversary of the return of sovereignty from Britain to China, tensions spiked once more in the financial hub after hundreds of mainly young, masked protesters mostly in black wearing hard hats and goggles seized three key thoroughfares, some deploying metal and plastic barriers to block the way."
433,"('ceremony', 'cause', 'spike')","('hearing about the protest on news channels', 'cause', 'Apart from students and teachers of Jawaharlal Nehru University, many residents too gathered here')","Apart from students and teachers of Jawaharlal Nehru University, many residents too gathered here after hearing about the protest on news channels."
434,"('protest', 'cause', 'gathered')","('trading', 'cause', 'amplified')","Moreover, the price volatility that is amplified by program trading is undercutting efforts to woo individual investors back to an OTC market that sorely misses them.    "
435,"('trading', 'cause', 'amplified')","('protests there last week', 'cause', 'Police were keeping watch on Princess informal settlement in Roodepoort on the West Rand on Monday')","Police were keeping watch on Princess informal settlement in Roodepoort on the West Rand on Monday, following protests there last week."
436,"('protests', 'location', 'Roodepoort')","('ferrying passengers', 'cause', 'Irate cab drivers also damaged three vehicles at Tarnaka, Habsiguda, Chandrayangutta and Shamshabad airport early on Thursday')","Irate cab drivers also damaged three vehicles at Tarnaka, Habsiguda, Chandrayangutta and Shamshabad airport early on Thursday for ferrying passengers."
437,"('damaged', 'cause', 'ferrying')","('suspension of levy', 'cause', 'Maids protest')","Maids protest over suspension of levy PUBLISHED : Monday, 28 July, 2008, 12:00am About 1,000 foreign domestic helpers yesterday protested against the temporary suspension of the employers'levy, saying it had threatened their livelihoods, and called for permanent abolition of the tax."
438,"('protested', 'cause', 'threatened')","('saying it had threatened their livelihoods', 'cause', ""against the temporary suspension of the employers'levy"")","Maids protest over suspension of levy PUBLISHED : Monday, 28 July, 2008, 12:00am About 1,000 foreign domestic helpers yesterday protested against the temporary suspension of the employers'levy, saying it had threatened their livelihoods, and called for permanent abolition of the tax."
439,"('protested', 'cause', 'threatened')","('the headmistress had not processed the student ’ s application on time', 'cause', 'the scholarship amount was delayed')","A Bagathkhan, district president of SFI, Theni, who conducted an inquiry into the incident, said the scholarship amount was delayed because the headmistress had not processed the student ’ s application on time."
440,"('processed', 'cause', 'delayed')","('dispute', 'prevent', 'treaty')","Tokyo claims the islands, which it calls the Northern Territories, and the dispute has prevented the two countries from signing a formal peace treaty since World War II."
441,"('dispute', 'prevent', 'treaty')","('in support of Kudankulam protesters', 'cause', 'Relay fast begins')","TIRUNELVELI : Relay fast begins in support of Kudankulam protesters June 09, 2012 00:00 IST Expressing solidarity with anti-Kudankulam Nuclear Power Project protestors, now observing a relay fast at Idinthakarai, a section of the residents of neighbouring Kooththenkuzhi commenced a similar agitation on Friday."
442,"('Relay fast', 'cause', 'Expressing')","('Expressing solidarity with anti-Kudankulam Nuclear Power Project protestors, now observing a relay fast at Idinthakarai', 'cause', 'a section of the residents of neighbouring Kooththenkuzhi commenced a similar agitation on Friday')","TIRUNELVELI : Relay fast begins in support of Kudankulam protesters June 09, 2012 00:00 IST Expressing solidarity with anti-Kudankulam Nuclear Power Project protestors, now observing a relay fast at Idinthakarai, a section of the residents of neighbouring Kooththenkuzhi commenced a similar agitation on Friday."
443,"('Relay fast', 'cause', 'Expressing')","('in support to farmers', 'cause', 'Telangana Rashtra Samithi ( TRS ) to participate in protests')","While earlier it was the turn of Telangana Rashtra Samithi ( TRS ) to participate in protests in support to farmers, on Monday it was the Telugu Desam."
444,"('turn', 'cause', 'participate')","('CPI-Maoist cadres fired on a vehicle and subsequently set it ablaze at Semra in Gumla district of Jharkhand', 'cause', 'Nine persons were killed and two others injured')",April 8 : Nine persons were killed and two others injured when CPI-Maoist cadres fired on a vehicle and subsequently set it ablaze at Semra in Gumla district of Jharkhand.
445,"('Semra', 'located in the administrative territorial', 'Gumla district')","('some candidates were non-Marathis', 'cause', 'MNS workers disrupted a railway recruitment examination')","For instance, a few years ago, MNS workers disrupted a railway recruitment examination because some candidates were non-Marathis."
446,"('disrupted', 'cause', 'because')","('spin', 'intend', 'boost')",Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.
447,"('plans', 'intend', 'restructuring')","('inflicted', 'cause', 'remained')","As many as 150 members of the U.N. mission in Haiti remained unaccounted for Wednesday afternoon following an earthquake that inflicted massive damage on the Caribbean nation's capital, U.N. officials said Wednesday."
448,"('inflicted', 'cause', 'remained')","('sales', 'cause', 'lost')","In the past two months the nation's 88 junk funds have lost a total of about $6 billion -- more than 15% of assets -- through sales or transfers of junk-fund shares, Dalbar says. "
449,"('transfers', 'cause', 'lost')","('a few inmates, who were praying outside a place of worship in the jail, took serious exception to the disturbance being caused by some inmates belonging to a different faith', 'cause', 'the trouble broke out')","Jail Superintendent Veerabhadra Swamy told presspersons that the trouble broke out after a few inmates, who were praying outside a place of worship in the jail, took serious exception to the disturbance being caused by some inmates belonging to a different faith."
450,"('took', 'cause', 'broke')","('its 4165 voting stations to be running smoothly', 'cause', 'The IEC in the Eastern Cape has overcome road blocks, intimidation and missing ballot papers')","The IEC in the Eastern Cape has overcome road blocks, intimidation and missing ballot papers for its 4165 voting stations to be running smoothly, it said on Wednesday."
451,"('blocks', 'prevent', 'voting')","('About a hundred Maoists blew up part of a power sub-station in Naxal-dominated Jamui district', 'cause', 'affecting power supply in the area')","About a hundred Maoists blew up part of a power sub-station in Naxal-dominated Jamui district, affecting power supply in the area."
452,"('blew', 'cause', 'affecting')","('stakeholder meetings on Sunday and Monday morning', 'cause', 'all parties decided that the police would establish a rapid response team to attend to the attacks')","Zikalala said that following stakeholder meetings on Sunday and Monday morning, all parties decided that the police would establish a rapid response team to attend to the attacks."
453,"('team', 'enable', 'attend')","('to attend to the attacks', 'cause', 'the police would establish a rapid response team')","Zikalala said that following stakeholder meetings on Sunday and Monday morning, all parties decided that the police would establish a rapid response team to attend to the attacks."
454,"('team', 'enable', 'attend')","('their leaders, arrested in connection with Sunday ’ s clash were released', 'cause', 'refused to disperse')","The Arya Samaj activists placed the body of 40 - year-old Promila on Rohtak-Jhajjar road near Satlok Ashram and refused to disperse till their leaders, arrested in connection with Sunday ’ s clash were released."
455,"('placed', 'cause', 'disperse')","('Sunday ’ s clash', 'cause', 'arrested')","The Arya Samaj activists placed the body of 40 - year-old Promila on Rohtak-Jhajjar road near Satlok Ashram and refused to disperse till their leaders, arrested in connection with Sunday ’ s clash were released."
456,"('placed', 'cause', 'disperse')","('against Sobha on Saturday', 'cause', 'Emotions ran high as citizens and activists raised slogans')",” Emotions ran high as citizens and activists raised slogans against Sobha on Saturday.
457,"('raised', 'cause', 'Emotions')","('Chan reported the threats to police', 'cause', 'who said they would increase patrols near his home')","Chan reported the threats to police, who said they would increase patrols near his home."
458,"('patrols', 'intend', 'police')","('calling for state agencies not to be used in political matters', 'cause', 'His supporters chanted and waved placards')",His supporters chanted and waved placards calling for state agencies not to be used in political matters.
459,"('chanted', 'prevent', 'used')","('to say no to authoritarianism', 'cause', 'Hongkongers have stiffened their backs')","Max Chung, who helped organise the rally on Saturday, said he believed residents had shown their resolve : “ Hongkongers have stiffened their backs to say no to authoritarianism. ”"
460,"('stiffened', 'cause', 'resolve')","(""in protest against the Centre's failure to contain prices of essential commodities and also against the land scams reported in the State"", 'cause', 'A large number of CPI activists took out a procession')","December 01, 2010 00:00 IST A large number of CPI activists took out a procession in protest against the Centre's failure to contain prices of essential commodities and also against the land scams reported in the State."
461,"('procession', 'intend', 'protest')","(""against the Centre's failure to contain prices of essential commodities and also against the land scams reported in the State"", 'cause', 'large number of CPI activists took out a procession in protest')","December 01, 2010 00:00 IST A large number of CPI activists took out a procession in protest against the Centre's failure to contain prices of essential commodities and also against the land scams reported in the State."
462,"('procession', 'intend', 'protest')","('their fight will go on till they ensure that it is scrapped altogether', 'cause', 'Taking its protest against FDI to the streets')","Fight against FDI to go on : Oppn - Indian Express Agencies, Agencies : New Delhi, Wed Dec 12 2012, 19:55 hrs Taking its protest against FDI to the streets, opposition parties today said their fight will go on till they ensure that it is scrapped altogether."
463,"('fight', 'cause', 'protest')","('they ensure that it is scrapped altogether', 'cause', 'their fight will go on')","Fight against FDI to go on : Oppn - Indian Express Agencies, Agencies : New Delhi, Wed Dec 12 2012, 19:55 hrs Taking its protest against FDI to the streets, opposition parties today said their fight will go on till they ensure that it is scrapped altogether."
464,"('fight', 'cause', 'protest')","('the members raised slogans', 'cause', 'The protest continued in the Assembly')",The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in protest against the government's failure to announce a definite action plan to protect the State's share of river water.
465,"('raised', 'cause', 'protest')","('protest', 'cause', 'the party members staged a walk out from the Legislative Council')",The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in protest against the government's failure to announce a definite action plan to protect the State's share of river water.
466,"('raised', 'cause', 'protest')","(""against the government's failure to announce a definite action plan"", 'cause', 'protest')",The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in protest against the government's failure to announce a definite action plan to protect the State's share of river water.
467,"('raised', 'cause', 'protest')","(""to protect the State's share of river water"", 'cause', 'announce a definite action plan')",The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in protest against the government's failure to announce a definite action plan to protect the State's share of river water.
468,"('raised', 'cause', 'protest')","('data analytics', 'enable', 'decisions')","The Temenos Banking Cloud is powered by an Explainable AI engine with advanced data analytics, so banks can test, report and measure product performance, and gain insight to support business decisions and product design."
469,"('data analytics', 'enable', 'decisions')","(""against the company's planned coal mine and power station in Waterberg, Limpopo"", 'cause', ""Earthlife activists marched to Anglo's offices in the Johannesburg CBD"")","Earthlife activists marched to Anglo's offices in the Johannesburg CBD against the company's planned coal mine and power station in Waterberg, Limpopo."
470,"('marched', 'prevent', 'company')","('getting a call from the Chiranjeevi ’ s camp in East Godavari district', 'cause', 'he called off the fast')","However, he called off the fast after getting a call from the Chiranjeevi ’ s camp in East Godavari district."
471,"('camp', 'cause', 'called')","('a suitably qualified person had been chosen', 'cause', 'such a person would have foreseen that the demonstration would degenerate into violence and prepared for that eventuality')","`` If a suitably qualified person had been chosen, such a person would have foreseen that the demonstration would degenerate into violence and prepared for that eventuality, '' said SAHRC said."
472,"('prepared', 'prevent', 'violence')","('the demonstration', 'cause', 'violence')","`` If a suitably qualified person had been chosen, such a person would have foreseen that the demonstration would degenerate into violence and prepared for that eventuality, '' said SAHRC said."
473,"('prepared', 'prevent', 'violence')","('such a person would have foreseen that the demonstration would degenerate into violence', 'cause', 'prepared for that eventuality')","`` If a suitably qualified person had been chosen, such a person would have foreseen that the demonstration would degenerate into violence and prepared for that eventuality, '' said SAHRC said."
474,"('prepared', 'prevent', 'violence')","('to protest the "" management\'s proposed move to freeze wage hike over the next 2 -3 years', 'cause', ""A section of Jet technicians started a'symbolic'protest by wearing black bands last Friday"")","A section of Jet technicians started a'symbolic'protest by wearing black bands last Friday to protest the "" management's proposed move to freeze wage hike over the next 2 -3 years "", sources among the agitators said here."
475,"('wear', 'intend', 'protest')","('violating a court order, public violence, assault, theft, and damage to property', 'cause', 'He is facing charges')","He is facing charges of violating a court order, public violence, assault, theft, and damage to property during the 2016 protest against `` colonised '' tertiary education."
476,"('charges', 'enable', 'violence')","(""against the Cabinet's nod for draft bill for bifurcation of the state"", 'cause', 'The two-day bandh call given by the pro-United Andhra Pradesh groups')",Andhra Bifurcation : Mixed Response for Seemandhra Bandh 07th December 2013 03:28 PM The two-day bandh call given by the pro-United Andhra Pradesh groups against the Cabinet's nod for draft bill for bifurcation of the state has evoked a mixed response in the coastal Andhra and Rayalaseema regions on the second day today.
477,"('Andhra Bifurcation', 'instance of', 'bandh')","(""The two-day bandh call given by the pro-United Andhra Pradesh groups against the Cabinet's nod for draft bill for bifurcation of the state"", 'cause', 'a mixed response in the coastal Andhra and Rayalaseema regions on the second day today')",Andhra Bifurcation : Mixed Response for Seemandhra Bandh 07th December 2013 03:28 PM The two-day bandh call given by the pro-United Andhra Pradesh groups against the Cabinet's nod for draft bill for bifurcation of the state has evoked a mixed response in the coastal Andhra and Rayalaseema regions on the second day today.
478,"('Andhra Bifurcation', 'instance of', 'bandh')","('Irked over this move', 'cause', 'Venkat Prasad launched a hunger strike along with the other aspirants')","Irked over this move, Venkat Prasad launched a hunger strike along with the other aspirants."
479,"('launched', 'cause', 'move')","('protesters at several places', 'cause', 'National Highway -37 was blocked')","National Highway -37 was blocked by protesters at several places, while vehicles remained off the roads in the affected areas, officials said."
480,"('blocked', 'cause', 'remained')","('National Highway -37 was blocked', 'cause', 'vehicles remained off the roads in the affected areas')","National Highway -37 was blocked by protesters at several places, while vehicles remained off the roads in the affected areas, officials said."
481,"('blocked', 'cause', 'remained')","('pledged', 'prevent', 'making')","General Motors, Ford's main competitor in the US market, pledged in January to stop making diesel- or gasoline-powered cars."
482,"('pledged', 'prevent', 'making')","('Dissatisfied with the package', 'cause', 'workers staged an all-nigh sit-in')","Dissatisfied with the package, workers staged an all-nigh sit-in."
483,"('all-nigh', 'cause', 'sit-in')","('price', 'cause', 'boosts')","The sale, at a higher price than some analysts had expected, helps the food and tobacco giant raise funds to pay debt and boosts Nestle's 7% share of the U.S. candy market to about 12%.    "
484,"('price', 'cause', 'boosts')","('a concrete plan was in place', 'cause', 'they would continue with the action')",They said they would continue with the action until a concrete plan was in place.
485,"('plan', 'prevent', 'action')","('moving', 'cause', 'keep')","Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy. "
486,"('sold', 'cause', 'happy')","('violent incidents in the district last month set off by the torching of Dalit homes by upper caste Thakurs and the death of a member of the Thakur community during clashes on May 5 in Shabbirpur village', 'cause', 'The arrest of Mr. Chandrashekhar')",The arrest of Mr. Chandrashekhar follows violent incidents in the district last month set off by the torching of Dalit homes by upper caste Thakurs and the death of a member of the Thakur community during clashes on May 5 in Shabbirpur village.
487,"('clashes', 'cause', 'torching')","('the torching of Dalit homes by upper caste Thakurs and the death of a member of the Thakur community during clashes on May 5 in Shabbirpur village', 'cause', 'violent incidents in the district last month')",The arrest of Mr. Chandrashekhar follows violent incidents in the district last month set off by the torching of Dalit homes by upper caste Thakurs and the death of a member of the Thakur community during clashes on May 5 in Shabbirpur village.
488,"('clashes', 'cause', 'torching')","('to take part in the last rites of N. Venkatesh, 28, an assistant in the administration department of the corporation, who committed suicide on railway tracks to protest against the Centre ’ s decision on strategic stake sale of DCI', 'cause', 'hundreds of employees from the city went to Vizianagaram')","As hundreds of employees from the city went to Vizianagaram to take part in the last rites of N. Venkatesh, 28, an assistant in the administration department of the corporation, who committed suicide on railway tracks to protest against the Centre ’ s decision on strategic stake sale of DCI, an all-union meeting convened by the CITU resolved to organise demonstrations in front of all industrial establishments located in the city on Wednesday."
489,"('meeting', 'intend', 'protest')","('to protest against the Centre ’ s decision on strategic stake sale of DCI', 'cause', 'N. Venkatesh, 28, an assistant in the administration department of the corporation, who committed suicide on railway tracks')","As hundreds of employees from the city went to Vizianagaram to take part in the last rites of N. Venkatesh, 28, an assistant in the administration department of the corporation, who committed suicide on railway tracks to protest against the Centre ’ s decision on strategic stake sale of DCI, an all-union meeting convened by the CITU resolved to organise demonstrations in front of all industrial establishments located in the city on Wednesday."
490,"('meeting', 'intend', 'protest')","('against a proposed increase in tuition fees and the merger of higher education institutions', 'cause', 'Since last week students have been protesting')",Since last week students have been protesting against a proposed increase in tuition fees and the merger of higher education institutions.
491,"('protesting', 'prevent', 'increase')","('protests', 'cause', 'A hike in toll on the Mannuthy-Edappally stretch, effected from Tuesday, was withdrawn on Wednesday')","THRISSUR : Hike in toll rate withdrawn October 03, 2013 00:00 IST A hike in toll on the Mannuthy-Edappally stretch, effected from Tuesday, was withdrawn on Wednesday following protests."
492,"('protests', 'cause', 'hike')","('rains', 'cause', 'delayed')","A spokesman said herbicide use in some areas of the U.S. was delayed earlier in the year by heavy rains, thus increasing sales in the third quarter.    "
493,"('rains', 'cause', 'delayed')","('demanding a separate Gorkhaland State', 'cause', 'demandPeople from Darjeeling hills staging a protest against the West Bengal government at Jantar Mantar in New Delhi on Sunday')",NATIONAL Up in arms Longstanding demandPeople from Darjeeling hills staging a protest against the West Bengal government at Jantar Mantar in New Delhi on Sunday demanding a separate Gorkhaland State.
494,"('staging', 'intend', 'demanding')","('against the West Bengal government at Jantar Mantar in New Delhi on Sunday', 'cause', 'demandPeople from Darjeeling hills staging a protest')",NATIONAL Up in arms Longstanding demandPeople from Darjeeling hills staging a protest against the West Bengal government at Jantar Mantar in New Delhi on Sunday demanding a separate Gorkhaland State.
495,"('staging', 'intend', 'demanding')","('Ramajayam murder', 'cause', '2 questioned')",TN : 2 questioned over Ramajayam murder 02nd April 2012 02:29 AM TIRUNELVELI : Police on Sunday picked up two persons from the Tirunelveli district in connection with the murder of K N Ramajayam and regarding the life threat issued to his brother and former DMK minister K N Nehru on Sunday.
496,"('picked', 'cause', 'questioned')","('in connection with the murder of K N Ramajayam and regarding the life threat issued to his brother and former DMK minister K N Nehru on Sunday', 'cause', 'Police on Sunday picked up two persons from the Tirunelveli district')",TN : 2 questioned over Ramajayam murder 02nd April 2012 02:29 AM TIRUNELVELI : Police on Sunday picked up two persons from the Tirunelveli district in connection with the murder of K N Ramajayam and regarding the life threat issued to his brother and former DMK minister K N Nehru on Sunday.
497,"('picked', 'cause', 'questioned')","('purchase', 'cause', 'acquired')","According to the filing, Hewlett-Packard acquired 730,070 common shares from Octel as a result of an Aug. 10, 1988, stock purchase agreement. "
498,"('agreement', 'cause', 'acquired')","('against the stingy benefits and pensions they receive from the state', 'cause', 'many retired military veterans have gathered together across the country in protests')","﻿In recent years, for instance, many retired military veterans have gathered together across the country in protests against the stingy benefits and pensions they receive from the state."
499,"('gathered', 'cause', 'protests')","('in protests against the stingy benefits and pensions they receive from the state', 'cause', 'many retired military veterans have gathered together across the country')","﻿In recent years, for instance, many retired military veterans have gathered together across the country in protests against the stingy benefits and pensions they receive from the state."
500,"('gathered', 'cause', 'protests')","('filed', 'cause', 'nullify')","DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. "
501,"('filed', 'intend', 'nullify')","('demanding scrapping of cases against the students', 'cause', 'a dharna organised by the Joint Action Committee ( JAC ) of various Telangana outfits')",He was addressing a dharna organised by the Joint Action Committee ( JAC ) of various Telangana outfits demanding scrapping of cases against the students.
502,"('addressing', 'intend', 'demanding')","('to speak out against violence', 'cause', 'Those attending the rally on Saturday')","Those attending the rally on Saturday said they were not there to make political demands, but to speak out against violence."
503,"('demands', 'intend', 'speak')","('content', 'enable', 'oral health')","As part of the year-long partnership, Oral-B and Scientific American Custom Media are releasing a series of content, including educational resources from leading medical and dental researchers that will help readers better understand the connections between oral health and whole body health."
504,"('content', 'enable', 'understand')","('opposing moves to liberalise the insurance sector', 'cause', 'Employees working in the government-owned Life Insurance Corporation of India and the four general insurance companies held lunch-hour protest demonstrations at their offices on Tuesday')","PSU Insurance employees protest privatisation 23rd November 2011 01:27 AM HYDERABAD : Employees working in the government-owned Life Insurance Corporation of India and the four general insurance companies held lunch-hour protest demonstrations at their offices on Tuesday, opposing moves to liberalise the insurance sector."
505,"('protests', 'prevent', 'liberalise')","('parading some of their members half-naked and insulting them', 'cause', ""thousands of members of the local weavers'community stormed the Dharmavaram town police station"")","Meanwhile, thousands of members of the local weavers'community stormed the Dharmavaram town police station for parading some of their members half-naked and insulting them."
506,"('stormed', 'cause', 'parading')","('published', 'cause', 'raising')","If you really believe a business issue is interesting, writing a letter to an editor of a newspaper and getting it published is a way of raising your profile."
507,"('published', 'cause', 'raising')","('the road traffic is disrupted due to violent protests by Jats who are demanding quota in OBC category', 'cause', 'The mortal remains of the brave soldier will be taken by air to Jind tomorrow')",The mortal remains of the brave soldier will be taken by air to Jind tomorrow as the road traffic is disrupted due to violent protests by Jats who are demanding quota in OBC category.
508,"('protests', 'cause', 'taken')","('violent protests by Jats who are demanding quota in OBC category', 'cause', 'the road traffic is disrupted')",The mortal remains of the brave soldier will be taken by air to Jind tomorrow as the road traffic is disrupted due to violent protests by Jats who are demanding quota in OBC category.
509,"('protests', 'cause', 'taken')","('demanding quota in OBC category', 'cause', 'violent protests by Jats')",The mortal remains of the brave soldier will be taken by air to Jind tomorrow as the road traffic is disrupted due to violent protests by Jats who are demanding quota in OBC category.
510,"('protests', 'cause', 'taken')","('cautious', 'cause', 'failed')","But they failed to sell these stocks to client investors, who were cautious about the sharp gains these issues made this week, the Wako official said.    "
511,"('gains', 'cause', 'losses')","('outflow from KRS is increased', 'cause', 'Farmers protest')","Mandya : Farmers protest as outflow from KRS is increased September 25, 2015 00:00 IST Even as the water-level in Krishnaraja Sagar, near Srirangapatna, is plummeting steeply, the rate of outflow was increased on Thursday evening."
512,"('plummeting', 'cause', 'increased')","('a boycott by the Dargahs spiritual head', 'cause', 'The brief trip of 62 - year-old Ashraf to the 13th century shrine hit a sour note')",The brief trip of 62 - year-old Ashraf to the 13th century shrine hit a sour note following a boycott by the Dargahs spiritual head in protest against the recent brutal killing and beheading of Indian soldiers by the Pakistani Army.
513,"('boycott', 'cause', 'hit')","('in protest', 'cause', 'a boycott by the Dargahs spiritual head')",The brief trip of 62 - year-old Ashraf to the 13th century shrine hit a sour note following a boycott by the Dargahs spiritual head in protest against the recent brutal killing and beheading of Indian soldiers by the Pakistani Army.
514,"('boycott', 'cause', 'hit')","('against the recent brutal killing and beheading of Indian soldiers by the Pakistani Army', 'cause', 'in protest')",The brief trip of 62 - year-old Ashraf to the 13th century shrine hit a sour note following a boycott by the Dargahs spiritual head in protest against the recent brutal killing and beheading of Indian soldiers by the Pakistani Army.
515,"('boycott', 'cause', 'hit')","('volcano', 'prevent', 'flee')","Aftershocks from the Mount Nyiragongo volcano in eastern DR Congo rattled the nearby city of Goma on Wednesday, four days after its eruption, badly damaging several buildings and prompting hundreds of residents  who are unable to flee."
516,"('Aftershocks', 'cause', 'residents')","('the third round of talks over wage hike failed to yield any results', 'cause', 'power loom workers in Pallipalayam continued their indefinite strike for the sixth consecutive day here')","NAMAKKAL : Power loom workers ’ strike continues May 03, 2015 00:00 IST With the third round of talks over wage hike failed to yield any results, power loom workers in Pallipalayam continued their indefinite strike for the sixth consecutive day here."
517,"('strike', 'prevent', 'wage hike')","('security forces cordoned off a house', 'cause', 'an encounter with the militant first opening fire on the security team')",""" Based on specific inputs, security forces cordoned off a house and that resulted in an encounter with the militant first opening fire on the security team, "" Kokrajhar police chief P.K. Dutta said."
