,pred,gt,texts
445,"('Sector 25', 'located in the administrative territorial entity', 'Chandigarh')","('some candidates were non-Marathis', 'cause', 'MNS workers disrupted a railway recruitment examination')","For instance, a few years ago, MNS workers disrupted a railway recruitment examination because some candidates were non-Marathis."
446,"('Sector 25', 'located in the administrative territorial entity', 'Chandigarh')","('spin', 'intend', 'boost')",Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.
447,"('economic recovery', 'country', 'Japan')","('inflicted', 'cause', 'remained')","As many as 150 members of the U.N. mission in Haiti remained unaccounted for Wednesday afternoon following an earthquake that inflicted massive damage on the Caribbean nation's capital, U.N. officials said Wednesday."
448,"('early retirement of debt', 'point in time', 'year-ago period')","('sales', 'cause', 'lost')","In the past two months the nation's 88 junk funds have lost a total of about $6 billion -- more than 15% of assets -- through sales or transfers of junk-fund shares, Dalbar says. "
449,"('Prime Minister', 'officeholder', 'Pedro Sanchez')","('a few inmates, who were praying outside a place of worship in the jail, took serious exception to the disturbance being caused by some inmates belonging to a different faith', 'cause', 'the trouble broke out')","Jail Superintendent Veerabhadra Swamy told presspersons that the trouble broke out after a few inmates, who were praying outside a place of worship in the jail, took serious exception to the disturbance being caused by some inmates belonging to a different faith."
450,"('Pedro Sanchez', 'position held', 'Prime Minister')","('its 4165 voting stations to be running smoothly', 'cause', 'The IEC in the Eastern Cape has overcome road blocks, intimidation and missing ballot papers')","The IEC in the Eastern Cape has overcome road blocks, intimidation and missing ballot papers for its 4165 voting stations to be running smoothly, it said on Wednesday."
451,"('debt', 'use', 'general corporate purposes')","('About a hundred Maoists blew up part of a power sub-station in Naxal-dominated Jamui district', 'cause', 'affecting power supply in the area')","About a hundred Maoists blew up part of a power sub-station in Naxal-dominated Jamui district, affecting power supply in the area."
452,"('Nalbari', 'located in the administrative territorial entity', 'Nalbari district')","('stakeholder meetings on Sunday and Monday morning', 'cause', 'all parties decided that the police would establish a rapid response team to attend to the attacks')","Zikalala said that following stakeholder meetings on Sunday and Monday morning, all parties decided that the police would establish a rapid response team to attend to the attacks."
453,"('Nalbari district', 'capital', 'Nalbari')","('to attend to the attacks', 'cause', 'the police would establish a rapid response team')","Zikalala said that following stakeholder meetings on Sunday and Monday morning, all parties decided that the police would establish a rapid response team to attend to the attacks."
454,"('Malkangiri', 'located in the administrative territorial entity', 'Koraput district')","('their leaders, arrested in connection with Sunday ’ s clash were released', 'cause', 'refused to disperse')","The Arya Samaj activists placed the body of 40 - year-old Promila on Rohtak-Jhajjar road near Satlok Ashram and refused to disperse till their leaders, arrested in connection with Sunday ’ s clash were released."
455,"('Malkangiri', 'located in the administrative territorial entity', 'Koraput district')","('Sunday ’ s clash', 'cause', 'arrested')","The Arya Samaj activists placed the body of 40 - year-old Promila on Rohtak-Jhajjar road near Satlok Ashram and refused to disperse till their leaders, arrested in connection with Sunday ’ s clash were released."
456,"('Delhi BJP Protests Against Power Tariff Hike', 'point in time', '01st February 2014')","('against Sobha on Saturday', 'cause', 'Emotions ran high as citizens and activists raised slogans')",” Emotions ran high as citizens and activists raised slogans against Sobha on Saturday.
457,"('Delhi BJP Protests Against Power Tariff Hike', 'point in time', '01st February 2014')","('Chan reported the threats to police', 'cause', 'who said they would increase patrols near his home')","Chan reported the threats to police, who said they would increase patrols near his home."
458,"('Osmania University', 'located in the administrative territorial entity', 'Telangana')","('calling for state agencies not to be used in political matters', 'cause', 'His supporters chanted and waved placards')",His supporters chanted and waved placards calling for state agencies not to be used in political matters.
459,"('Osmania University', 'located in the administrative territorial entity', 'Telangana')","('to say no to authoritarianism', 'cause', 'Hongkongers have stiffened their backs')","Max Chung, who helped organise the rally on Saturday, said he believed residents had shown their resolve : “ Hongkongers have stiffened their backs to say no to authoritarianism. ”"
460,"('Osmania University', 'located in the administrative territorial entity', 'Telangana')","(""in protest against the Centre's failure to contain prices of essential commodities and also against the land scams reported in the State"", 'cause', 'A large number of CPI activists took out a procession')","December 01, 2010 00:00 IST A large number of CPI activists took out a procession in protest against the Centre's failure to contain prices of essential commodities and also against the land scams reported in the State."
461,"('Gandhi General Hospital', 'affiliation', 'AP Junior Doctors Association')","(""against the Centre's failure to contain prices of essential commodities and also against the land scams reported in the State"", 'cause', 'large number of CPI activists took out a procession in protest')","December 01, 2010 00:00 IST A large number of CPI activists took out a procession in protest against the Centre's failure to contain prices of essential commodities and also against the land scams reported in the State."
462,"('Ukraine', 'shares border with', 'Russia')","('their fight will go on till they ensure that it is scrapped altogether', 'cause', 'Taking its protest against FDI to the streets')","Fight against FDI to go on : Oppn - Indian Express Agencies, Agencies : New Delhi, Wed Dec 12 2012, 19:55 hrs Taking its protest against FDI to the streets, opposition parties today said their fight will go on till they ensure that it is scrapped altogether."
463,"('Russia', 'shares border with', 'Ukraine')","('they ensure that it is scrapped altogether', 'cause', 'their fight will go on')","Fight against FDI to go on : Oppn - Indian Express Agencies, Agencies : New Delhi, Wed Dec 12 2012, 19:55 hrs Taking its protest against FDI to the streets, opposition parties today said their fight will go on till they ensure that it is scrapped altogether."
464,"('R2000', 'instance of', 'hardship allowance')","('the members raised slogans', 'cause', 'The protest continued in the Assembly')",The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in protest against the government's failure to announce a definite action plan to protect the State's share of river water.
465,"('Protest against permitting bar in residential area', 'point in time', 'July 03, 2008')","('protest', 'cause', 'the party members staged a walk out from the Legislative Council')",The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in protest against the government's failure to announce a definite action plan to protect the State's share of river water.
466,"(""Medicos'Stir Hits GGH Services 04th January 2012"", 'point in time', '04th January 2012')","(""against the government's failure to announce a definite action plan"", 'cause', 'protest')",The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in protest against the government's failure to announce a definite action plan to protect the State's share of river water.
467,"('firing', 'part of', 'protesters')","(""to protect the State's share of river water"", 'cause', 'announce a definite action plan')",The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in protest against the government's failure to announce a definite action plan to protect the State's share of river water.
468,"('Global Times', 'instance of', 'newspaper')","('data analytics', 'enable', 'decisions')","The Temenos Banking Cloud is powered by an Explainable AI engine with advanced data analytics, so banks can test, report and measure product performance, and gain insight to support business decisions and product design."
469,"('Global Times', 'instance of', 'newspaper')","(""against the company's planned coal mine and power station in Waterberg, Limpopo"", 'cause', ""Earthlife activists marched to Anglo's offices in the Johannesburg CBD"")","Earthlife activists marched to Anglo's offices in the Johannesburg CBD against the company's planned coal mine and power station in Waterberg, Limpopo."
470,"('stock', 'has effect', 'sell-off')","('getting a call from the Chiranjeevi ’ s camp in East Godavari district', 'cause', 'he called off the fast')","However, he called off the fast after getting a call from the Chiranjeevi ’ s camp in East Godavari district."
471,"('Berhampur', 'located in the administrative territorial entity', 'Ganjam district')","('a suitably qualified person had been chosen', 'cause', 'such a person would have foreseen that the demonstration would degenerate into violence and prepared for that eventuality')","`` If a suitably qualified person had been chosen, such a person would have foreseen that the demonstration would degenerate into violence and prepared for that eventuality, '' said SAHRC said."
472,"('Joe Biden', 'position held', 'President')","('the demonstration', 'cause', 'violence')","`` If a suitably qualified person had been chosen, such a person would have foreseen that the demonstration would degenerate into violence and prepared for that eventuality, '' said SAHRC said."
473,"('protests at the UPPSC office', 'point in time', 'Monday')","('such a person would have foreseen that the demonstration would degenerate into violence', 'cause', 'prepared for that eventuality')","`` If a suitably qualified person had been chosen, such a person would have foreseen that the demonstration would degenerate into violence and prepared for that eventuality, '' said SAHRC said."
474,"('protests at the UPPSC office', 'point in time', 'Monday')","('to protest the "" management\'s proposed move to freeze wage hike over the next 2 -3 years', 'cause', ""A section of Jet technicians started a'symbolic'protest by wearing black bands last Friday"")","A section of Jet technicians started a'symbolic'protest by wearing black bands last Friday to protest the "" management's proposed move to freeze wage hike over the next 2 -3 years "", sources among the agitators said here."
475,"('Shani temple stir', 'instance of', 'protest')","('violating a court order, public violence, assault, theft, and damage to property', 'cause', 'He is facing charges')","He is facing charges of violating a court order, public violence, assault, theft, and damage to property during the 2016 protest against `` colonised '' tertiary education."
476,"('Shani temple stir', 'instance of', 'protest')","(""against the Cabinet's nod for draft bill for bifurcation of the state"", 'cause', 'The two-day bandh call given by the pro-United Andhra Pradesh groups')",Andhra Bifurcation : Mixed Response for Seemandhra Bandh 07th December 2013 03:28 PM The two-day bandh call given by the pro-United Andhra Pradesh groups against the Cabinet's nod for draft bill for bifurcation of the state has evoked a mixed response in the coastal Andhra and Rayalaseema regions on the second day today.
477,"('Salem', 'located in the administrative territorial entity', 'Tamil Nadu')","(""The two-day bandh call given by the pro-United Andhra Pradesh groups against the Cabinet's nod for draft bill for bifurcation of the state"", 'cause', 'a mixed response in the coastal Andhra and Rayalaseema regions on the second day today')",Andhra Bifurcation : Mixed Response for Seemandhra Bandh 07th December 2013 03:28 PM The two-day bandh call given by the pro-United Andhra Pradesh groups against the Cabinet's nod for draft bill for bifurcation of the state has evoked a mixed response in the coastal Andhra and Rayalaseema regions on the second day today.
478,"('Tamil Nadu', 'contains administrative territorial entity', 'Salem')","('Irked over this move', 'cause', 'Venkat Prasad launched a hunger strike along with the other aspirants')","Irked over this move, Venkat Prasad launched a hunger strike along with the other aspirants."
479,"('Council for the Advancement of the SA Constitution', 'headquarters location', 'Ficksburg')","('protesters at several places', 'cause', 'National Highway -37 was blocked')","National Highway -37 was blocked by protesters at several places, while vehicles remained off the roads in the affected areas, officials said."
480,"('Police officers', 'participant in', 'protest')","('National Highway -37 was blocked', 'cause', 'vehicles remained off the roads in the affected areas')","National Highway -37 was blocked by protesters at several places, while vehicles remained off the roads in the affected areas, officials said."
481,"('protest', 'participant', 'Police officers')","('pledged', 'prevent', 'making')","General Motors, Ford's main competitor in the US market, pledged in January to stop making diesel- or gasoline-powered cars."
482,"('Police officers', 'participant in', 'protest')","('Dissatisfied with the package', 'cause', 'workers staged an all-nigh sit-in')","Dissatisfied with the package, workers staged an all-nigh sit-in."
483,"('protest', 'participant', 'Police officers')","('price', 'cause', 'boosts')","The sale, at a higher price than some analysts had expected, helps the food and tobacco giant raise funds to pay debt and boosts Nestle's 7% share of the U.S. candy market to about 12%.    "
484,"('The earlier reports of rivalry among nursing homes resulting in the explosion', 'has effect', 'ruled out')","('a concrete plan was in place', 'cause', 'they would continue with the action')",They said they would continue with the action until a concrete plan was in place.
485,"('ruled out', 'has cause', 'The earlier reports of rivalry among nursing homes resulting in the explosion')","('moving', 'cause', 'keep')","Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy. "
486,"('TAMIL NADU BJP cadres stage stir', 'point in time', 'October 18, 2007')","('violent incidents in the district last month set off by the torching of Dalit homes by upper caste Thakurs and the death of a member of the Thakur community during clashes on May 5 in Shabbirpur village', 'cause', 'The arrest of Mr. Chandrashekhar')",The arrest of Mr. Chandrashekhar follows violent incidents in the district last month set off by the torching of Dalit homes by upper caste Thakurs and the death of a member of the Thakur community during clashes on May 5 in Shabbirpur village.
487,"('Kuwaiti air force', 'country', 'Kuwait')","('the torching of Dalit homes by upper caste Thakurs and the death of a member of the Thakur community during clashes on May 5 in Shabbirpur village', 'cause', 'violent incidents in the district last month')",The arrest of Mr. Chandrashekhar follows violent incidents in the district last month set off by the torching of Dalit homes by upper caste Thakurs and the death of a member of the Thakur community during clashes on May 5 in Shabbirpur village.
488,"('freedom', 'opposite of', 'democracy')","('to take part in the last rites of N. Venkatesh, 28, an assistant in the administration department of the corporation, who committed suicide on railway tracks to protest against the Centre ’ s decision on strategic stake sale of DCI', 'cause', 'hundreds of employees from the city went to Vizianagaram')","As hundreds of employees from the city went to Vizianagaram to take part in the last rites of N. Venkatesh, 28, an assistant in the administration department of the corporation, who committed suicide on railway tracks to protest against the Centre ’ s decision on strategic stake sale of DCI, an all-union meeting convened by the CITU resolved to organise demonstrations in front of all industrial establishments located in the city on Wednesday."
489,"('democracy', 'opposite of', 'freedom')","('to protest against the Centre ’ s decision on strategic stake sale of DCI', 'cause', 'N. Venkatesh, 28, an assistant in the administration department of the corporation, who committed suicide on railway tracks')","As hundreds of employees from the city went to Vizianagaram to take part in the last rites of N. Venkatesh, 28, an assistant in the administration department of the corporation, who committed suicide on railway tracks to protest against the Centre ’ s decision on strategic stake sale of DCI, an all-union meeting convened by the CITU resolved to organise demonstrations in front of all industrial establishments located in the city on Wednesday."
490,"('Ocean Drilling', 'industry', 'contract-drilling')","('against a proposed increase in tuition fees and the merger of higher education institutions', 'cause', 'Since last week students have been protesting')",Since last week students have been protesting against a proposed increase in tuition fees and the merger of higher education institutions.
491,"(""St Xavier's High School"", 'located in the administrative territorial entity', 'Ahmedabad')","('protests', 'cause', 'A hike in toll on the Mannuthy-Edappally stretch, effected from Tuesday, was withdrawn on Wednesday')","THRISSUR : Hike in toll rate withdrawn October 03, 2013 00:00 IST A hike in toll on the Mannuthy-Edappally stretch, effected from Tuesday, was withdrawn on Wednesday following protests."
492,"('Mirzapur', 'located in the administrative territorial entity', 'Ahmedabad')","('rains', 'cause', 'delayed')","A spokesman said herbicide use in some areas of the U.S. was delayed earlier in the year by heavy rains, thus increasing sales in the third quarter.    "
493,"(""St Xavier's High School"", 'located in the administrative territorial entity', 'Ahmedabad')","('demanding a separate Gorkhaland State', 'cause', 'demandPeople from Darjeeling hills staging a protest against the West Bengal government at Jantar Mantar in New Delhi on Sunday')",NATIONAL Up in arms Longstanding demandPeople from Darjeeling hills staging a protest against the West Bengal government at Jantar Mantar in New Delhi on Sunday demanding a separate Gorkhaland State.
494,"('Mirzapur', 'located in the administrative territorial entity', 'Ahmedabad')","('against the West Bengal government at Jantar Mantar in New Delhi on Sunday', 'cause', 'demandPeople from Darjeeling hills staging a protest')",NATIONAL Up in arms Longstanding demandPeople from Darjeeling hills staging a protest against the West Bengal government at Jantar Mantar in New Delhi on Sunday demanding a separate Gorkhaland State.
495,"('Student Representative Council', 'part of', 'management')","('Ramajayam murder', 'cause', '2 questioned')",TN : 2 questioned over Ramajayam murder 02nd April 2012 02:29 AM TIRUNELVELI : Police on Sunday picked up two persons from the Tirunelveli district in connection with the murder of K N Ramajayam and regarding the life threat issued to his brother and former DMK minister K N Nehru on Sunday.
496,"('management', 'has part', 'Student Representative Council')","('in connection with the murder of K N Ramajayam and regarding the life threat issued to his brother and former DMK minister K N Nehru on Sunday', 'cause', 'Police on Sunday picked up two persons from the Tirunelveli district')",TN : 2 questioned over Ramajayam murder 02nd April 2012 02:29 AM TIRUNELVELI : Police on Sunday picked up two persons from the Tirunelveli district in connection with the murder of K N Ramajayam and regarding the life threat issued to his brother and former DMK minister K N Nehru on Sunday.
497,"('SPO Raju', 'conflict', 'Kargil war')","('purchase', 'cause', 'acquired')","According to the filing, Hewlett-Packard acquired 730,070 common shares from Octel as a result of an Aug. 10, 1988, stock purchase agreement. "
498,"('Rajadhani', 'owned by', 'KSRTC')","('against the stingy benefits and pensions they receive from the state', 'cause', 'many retired military veterans have gathered together across the country in protests')","﻿In recent years, for instance, many retired military veterans have gathered together across the country in protests against the stingy benefits and pensions they receive from the state."
499,"('2008 general election', 'point in time', '2008')","('in protests against the stingy benefits and pensions they receive from the state', 'cause', 'many retired military veterans have gathered together across the country')","﻿In recent years, for instance, many retired military veterans have gathered together across the country in protests against the stingy benefits and pensions they receive from the state."
500,"('outbreak last year', 'location', 'Melbourne')","('filed', 'cause', 'nullify')","DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. "
501,"('industrial projects', 'subclass of', 'environmental risks')","('demanding scrapping of cases against the students', 'cause', 'a dharna organised by the Joint Action Committee ( JAC ) of various Telangana outfits')",He was addressing a dharna organised by the Joint Action Committee ( JAC ) of various Telangana outfits demanding scrapping of cases against the students.
502,"('industrial projects', 'subclass of', 'environmental risks')","('to speak out against violence', 'cause', 'Those attending the rally on Saturday')","Those attending the rally on Saturday said they were not there to make political demands, but to speak out against violence."
503,"('State Government', 'owner of', 'APMC')","('content', 'enable', 'oral health')","As part of the year-long partnership, Oral-B and Scientific American Custom Media are releasing a series of content, including educational resources from leading medical and dental researchers that will help readers better understand the connections between oral health and whole body health."
504,"('APMC', 'owned by', 'State Government')","('opposing moves to liberalise the insurance sector', 'cause', 'Employees working in the government-owned Life Insurance Corporation of India and the four general insurance companies held lunch-hour protest demonstrations at their offices on Tuesday')","PSU Insurance employees protest privatisation 23rd November 2011 01:27 AM HYDERABAD : Employees working in the government-owned Life Insurance Corporation of India and the four general insurance companies held lunch-hour protest demonstrations at their offices on Tuesday, opposing moves to liberalise the insurance sector."
505,"('State Government', 'owner of', 'APMC')","('parading some of their members half-naked and insulting them', 'cause', ""thousands of members of the local weavers'community stormed the Dharmavaram town police station"")","Meanwhile, thousands of members of the local weavers'community stormed the Dharmavaram town police station for parading some of their members half-naked and insulting them."
506,"('APMC', 'owned by', 'State Government')","('published', 'cause', 'raising')","If you really believe a business issue is interesting, writing a letter to an editor of a newspaper and getting it published is a way of raising your profile."
507,"('State Government', 'owner of', 'APMC')","('the road traffic is disrupted due to violent protests by Jats who are demanding quota in OBC category', 'cause', 'The mortal remains of the brave soldier will be taken by air to Jind tomorrow')",The mortal remains of the brave soldier will be taken by air to Jind tomorrow as the road traffic is disrupted due to violent protests by Jats who are demanding quota in OBC category.
508,"('APMC', 'owned by', 'State Government')","('violent protests by Jats who are demanding quota in OBC category', 'cause', 'the road traffic is disrupted')",The mortal remains of the brave soldier will be taken by air to Jind tomorrow as the road traffic is disrupted due to violent protests by Jats who are demanding quota in OBC category.
509,"('censored search results', 'facet of', ""China's Internet controls"")","('demanding quota in OBC category', 'cause', 'violent protests by Jats')",The mortal remains of the brave soldier will be taken by air to Jind tomorrow as the road traffic is disrupted due to violent protests by Jats who are demanding quota in OBC category.
510,"('University of Mumbai', 'located in the administrative territorial entity', 'Fort')","('cautious', 'cause', 'failed')","But they failed to sell these stocks to client investors, who were cautious about the sharp gains these issues made this week, the Wako official said.    "
511,"('YSR Congress', 'chairperson', 'YS Jaganmohan Reddy')","('outflow from KRS is increased', 'cause', 'Farmers protest')","Mandya : Farmers protest as outflow from KRS is increased September 25, 2015 00:00 IST Even as the water-level in Krishnaraja Sagar, near Srirangapatna, is plummeting steeply, the rate of outflow was increased on Thursday evening."
512,"('YS Jaganmohan Reddy', 'member of political party', 'YSR Congress')","('a boycott by the Dargahs spiritual head', 'cause', 'The brief trip of 62 - year-old Ashraf to the 13th century shrine hit a sour note')",The brief trip of 62 - year-old Ashraf to the 13th century shrine hit a sour note following a boycott by the Dargahs spiritual head in protest against the recent brutal killing and beheading of Indian soldiers by the Pakistani Army.
513,"('YSR Congress', 'chairperson', 'YS Jaganmohan Reddy')","('in protest', 'cause', 'a boycott by the Dargahs spiritual head')",The brief trip of 62 - year-old Ashraf to the 13th century shrine hit a sour note following a boycott by the Dargahs spiritual head in protest against the recent brutal killing and beheading of Indian soldiers by the Pakistani Army.
514,"('YS Jaganmohan Reddy', 'member of political party', 'YSR Congress')","('against the recent brutal killing and beheading of Indian soldiers by the Pakistani Army', 'cause', 'in protest')",The brief trip of 62 - year-old Ashraf to the 13th century shrine hit a sour note following a boycott by the Dargahs spiritual head in protest against the recent brutal killing and beheading of Indian soldiers by the Pakistani Army.
515,"('Dan Qeqe Stadium', 'located in the administrative territorial entity', 'Port Elizabeth')","('volcano', 'prevent', 'flee')","Aftershocks from the Mount Nyiragongo volcano in eastern DR Congo rattled the nearby city of Goma on Wednesday, four days after its eruption, badly damaging several buildings and prompting hundreds of residents  who are unable to flee."
516,"('Zwide', 'located in the administrative territorial entity', 'Port Elizabeth')","('the third round of talks over wage hike failed to yield any results', 'cause', 'power loom workers in Pallipalayam continued their indefinite strike for the sixth consecutive day here')","NAMAKKAL : Power loom workers ’ strike continues May 03, 2015 00:00 IST With the third round of talks over wage hike failed to yield any results, power loom workers in Pallipalayam continued their indefinite strike for the sixth consecutive day here."
517,"('Manipur government', 'applies to jurisdiction', 'Manipur')","('security forces cordoned off a house', 'cause', 'an encounter with the militant first opening fire on the security team')",""" Based on specific inputs, security forces cordoned off a house and that resulted in an encounter with the militant first opening fire on the security team, "" Kokrajhar police chief P.K. Dutta said."
518,"('Manipur government', 'applies to jurisdiction', 'Manipur')","('Other explosions', 'cause', 'cut railway lines between the sprawling township and Johannesburg')",Other explosions cut railway lines between the sprawling township and Johannesburg.
519,"('The clash', 'has effect', 'students injured')","('lack of witnesses', 'cause', 'the acquittal of 11 CPI(M) activists arraigned in the case')","Mullanchira Mathai was beaten to death on January 16, 1983, but lack of witnesses led to the acquittal of 11 CPI(M) activists arraigned in the case."
520,"('students injured', 'has cause', 'The clash')","('the incident', 'cause', 'the labourers went on a dharna and stopped work')","Following the incident, the labourers went on a dharna and stopped work."
521,"('Rajpur', 'located in the administrative territorial entity', 'Jharkhand')","('the cab operators ’ strike from Wednesday midnight', 'cause', 'they were forced to look for alternative transport')","Used as they were to travelling in air-conditioned vehicles with pick-ups and drops at their doorsteps, they were forced to look for alternative transport due to the cab operators ’ strike from Wednesday midnight."
522,"('Coors', 'instance of', 'publicly traded')","('the police drive continues', 'cause', 'we will have to go on a strike on Monday')","If the police drive continues, we will have to go on a strike on Monday, "" Kshirsagar said."
523,"('stranded', 'has cause', 'bus go off road')","('sale', 'cause', 'offer')","The offer was automatically triggered by the recent sale of Control Data's Imprimis disk-drive business to Seagate Technology Inc.    Mr. Perlman, who is also acting chief financial officer and the odds-on favorite to become the next chief executive, said the company is achieving ""modest positive cash flow from operations, and we expect that to continue into 1990.""    "
524,"('bus go off road', 'has effect', 'stranded')","('protests by the Youth Congress, the BJP and the DYFI', 'cause', 'The hike in toll on the Mannuthy-Edappally stretch was withdrawn')","The hike in toll on the Mannuthy-Edappally stretch was withdrawn following protests by the Youth Congress, the BJP and the DYFI."
525,"('Iraq', 'shares border with', 'Kuwait')","('demands', 'enable', 'rules')","But this list was accompanied by new demands which France's fisheries ministry has said were not arranged or discussed with Paris, effectively creating new zoning rules for the waters near Jersey."
526,"('Kuwait', 'shares border with', 'Iraq')","('safety', 'enable', 'use')","The EMA is continuing to evaluate the safety of all four vaccines it has approved for use in the EU, which also includes the ones from BioNTech/Pfizer and Moderna."
527,"('LIN Broadcasting', 'parent organization', 'BellSouth')","('sought', 'prevent', 'blocking')",The university had sought an injunction blocking Connaught's board from recommending or supporting an offer for the company by Merieux.
528,"('BellSouth', 'subsidiary', 'LIN Broadcasting')","('demanding immediate reduction of diesel prices', 'cause', 'the national-level truckers ’ strike called by the All-India Motor Transport Congress ( AIMTC )')","Truckers put govt on notice 08th January 2009 03:57 AM CHENNAI : With the national-level truckers ’ strike called by the All-India Motor Transport Congress ( AIMTC ) demanding immediate reduction of diesel prices entering the third day on Wednesday, representatives of the striking truckers have issued an ultimatum to the government to act before Thursday midnight to resolve the issue or face severe consequences."
529,"('gun shot', 'has effect', 'wound')","('the national-level truckers ’ strike called by the All-India Motor Transport Congress ( AIMTC ) demanding immediate reduction of diesel prices entering the third day on Wednesday', 'cause', 'representatives of the striking truckers have issued an ultimatum to the government to act before Thursday midnight to resolve the issue or face severe consequences')","Truckers put govt on notice 08th January 2009 03:57 AM CHENNAI : With the national-level truckers ’ strike called by the All-India Motor Transport Congress ( AIMTC ) demanding immediate reduction of diesel prices entering the third day on Wednesday, representatives of the striking truckers have issued an ultimatum to the government to act before Thursday midnight to resolve the issue or face severe consequences."
530,"('wound', 'has cause', 'gun shot')","('Targeting Hindi-speakers', 'cause', 'Stiff Protest Against Ulfa')",Stiff Protest Against Ulfa for Targeting Hindi-speakers
531,"('Kodencherry', 'located in the administrative territorial entity', 'district')","('security of the NIT campus', 'cause', 'replacing Jammu and Kashmir Police by CRPF')","Earlier, in a letter to the HRD ministry through NIT administration, the students had demanded hoisting of national flag, action against staff involved in anti-national activities and replacing Jammu and Kashmir Police by CRPF for security of the NIT campus, which has been gripped by tension following clashes in the wake of India's loss to West Indies in the World T 20 Cup."
532,"('Piyush Sarvaiya', 'sibling', 'Ramesh Sarvaiya')","('clashes', 'cause', 'the NIT campus, which has been gripped by tension')","Earlier, in a letter to the HRD ministry through NIT administration, the students had demanded hoisting of national flag, action against staff involved in anti-national activities and replacing Jammu and Kashmir Police by CRPF for security of the NIT campus, which has been gripped by tension following clashes in the wake of India's loss to West Indies in the World T 20 Cup."
533,"('Piyush Sarvaiya', 'sibling', 'Jeetu Sarvaiya')","('demanding the proposal be scrapped', 'cause', 'Their signatures and a letter')",Their signatures and a letter demanding the proposal be scrapped were submitted to Chevalier's management through the Labour Department.
534,"('Ramesh Sarvaiya', 'sibling', 'Piyush Sarvaiya')","('in protest', 'cause', 'All the 417 guards in the suburban section refused to work extra hours')",All the 417 guards in the suburban section refused to work extra hours in protest.
535,"('Ramesh Sarvaiya', 'sibling', 'Jeetu Sarvaiya')","('Denied Aid', 'cause', 'Dalit Boy tries to End Life')","Denied Aid, Dalit Boy tries to End Life"
536,"('Jeetu Sarvaiya', 'sibling', 'Piyush Sarvaiya')","('the fierce economic competition that now characterises life in China', 'cause', 'Other mass incidents, such as the widespread demonstrations by truck drivers in June, have been sparked')","Other mass incidents, such as the widespread demonstrations by truck drivers in June, have been sparked by the fierce economic competition that now characterises life in China."
537,"('Jeetu Sarvaiya', 'sibling', 'Ramesh Sarvaiya')","('the scale of the outbreak in the UP village was not large enough to warrant such a departure from the norm', 'cause', 'A sudden deviation from it carries ominous implications')","A sudden deviation from it carries ominous implications, not least because the scale of the outbreak in the UP village was not large enough to warrant such a departure from the norm."
538,"('Azad Maidan', 'located in the administrative territorial entity', 'Goa')","('a crackdown by the police after the violence of October 14', 'cause', 'Most of the men were said to be on the run')",Most of the men were said to be on the run following a crackdown by the police after the violence of October 14.
539,"('lifting nearly all virus-related restrictions', 'country', 'Russia')","('bringing charges so long after the event', 'cause', 'Public officials, including Chris Patten, Hong Kong ’ s last governor when it was under British rule, rebuked the government')","Public officials, including Chris Patten, Hong Kong ’ s last governor when it was under British rule, rebuked the government for bringing charges so long after the event."
540,"('KwaZulu-Natal', 'country', 'South Africa')","('opposed to development', 'cause', 'the shutdown')","However, Nitish Kumar termed the shutdown opposed to development."
541,"('South Africa', 'contains administrative territorial entity', 'KwaZulu-Natal')","('Sanitation Staff Strike Continues', 'cause', 'City Stinks')",City Stinks as Sanitation Staff Strike Continues
542,"('KwaZulu-Natal', 'country', 'South Africa')",,
543,"('South Africa', 'contains administrative territorial entity', 'KwaZulu-Natal')",,
544,"('protest', 'subclass of', 'marched in the streets')",,
545,"('protest', 'subclass of', 'marched in the streets')",,
546,"('revisions', 'facet of', 'statistical organisations')",,
547,"('Bihar', 'country', 'India')",,
548,"('India', 'contains administrative territorial entity', 'Bihar')",,
549,"('Pyarimohan Mohapatra', 'member of political party', 'Odisha Jan Morcha')",,
550,"('Pyarimohan Mohapatra', 'member of political party', 'Odisha Jan Morcha')",,
551,"('Pyarimohan Mohapatra', 'member of political party', 'Odisha Jan Morcha')",,
552,"('NSC Bose Road', 'located in the administrative territorial entity', 'Aavin')",,
553,"('NSC Bose Road', 'located in the administrative territorial entity', 'Aavin')",,
554,"('killed by the police', 'point in time', '16 years ago')",,
555,"('National Championship Game', 'participating team', 'University of Alabama')",,
556,"('National Championship Game', 'participating team', 'University of Texas')",,
557,"('Chandrababu', 'member of political party', 'YSR')",,
558,"('dharna', 'subclass of', 'protestors')",,
559,"('Lau Tsz-kei He', 'work period (start)', '2012')",,
560,"('Lau Tsz-kei He', 'work period (start)', '2012')",,
561,"('National Union Metalworkers of SA', 'instance of', 'trade union federation')",,
562,"('National Union Metalworkers of SA', 'instance of', 'trade union federation')",,
