corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,label
cnc,train_08_277,85,0,cnc_train_08_277_85_0,"Apart from students and teachers of Jawaharlal Nehru University , many residents too gathered here after hearing about the protest on news channels .","['<ARG1>Apart from students and teachers of Jawaharlal Nehru University , many residents too gathered here</ARG1> after <ARG0>hearing about the protest on news channels</ARG0> .']",1,0
NEWS,train274,275,0,cause_our_data_0_0275,"Moreover, the price volatility that is amplified by program trading is undercutting efforts to woo individual investors back to an OTC market that sorely misses them.    ","[""Moreover, the price volatility that is <ARG1>amplified</ARG1> by program <ARG0>trading</ARG0> is undercutting efforts to woo individual investors back to an OTC market that sorely misses them.""]",1,0
cnc,train_05_279,440,0,cnc_train_05_279_440_0,"Police were keeping watch on Princess informal settlement in Roodepoort on the West Rand on Monday , following protests there last week .","['<ARG1>Police were keeping watch on Princess informal settlement in Roodepoort on the West Rand on Monday</ARG1> , <SIG0>following</SIG0> <ARG0>protests there last week</ARG0> .']",1,0
cnc,train_05_123,1873,0,cnc_train_05_123_1873_0,"Irate cab drivers also damaged three vehicles at Tarnaka , Habsiguda , Chandrayangutta and Shamshabad airport early on Thursday for ferrying passengers .","['<ARG1>Irate cab drivers also damaged three vehicles at Tarnaka , Habsiguda , Chandrayangutta and Shamshabad airport early on Thursday</ARG1> <SIG0>for</SIG0> <ARG0>ferrying passengers</ARG0> .']",1,0
cnc,train_07_144,1932,0,cnc_train_07_144_1932_0,"Maids protest over suspension of levy PUBLISHED : Monday , 28 July , 2008 , 12:00am About 1,000 foreign domestic helpers yesterday protested against the temporary suspension of the employers ' levy , saying it had threatened their livelihoods , and called for permanent abolition of the tax .","[""<ARG1>Maids protest</ARG1> <SIG0>over</SIG0> <ARG0>suspension of levy</ARG0> PUBLISHED : Monday , 28 July , 2008 , 12:00am About 1,000 foreign domestic helpers yesterday protested against the temporary suspension of the employers ' levy , saying it had threatened their livelihoods , and called for permanent abolition of the tax ."", ""Maids protest over suspension of levy PUBLISHED : Monday , 28 July , 2008 , 12:00am <ARG1>About 1,000 foreign domestic helpers yesterday protested</ARG1> <ARG0>against the temporary suspension of the employers ' levy</ARG0> , saying it had threatened their livelihoods , and called for permanent abolition of the tax ."", ""Maids protest over suspension of levy PUBLISHED : Monday , 28 July , 2008 , 12:00am About 1,000 foreign domestic helpers yesterday protested <ARG1>against the temporary suspension of the employers ' levy</ARG1> , <ARG0><SIG0>saying</SIG0> it had threatened their livelihoods</ARG0> , and called for permanent abolition of the tax .""]",3,0
cnc,train_04_117,2562,0,cnc_train_04_117_2562_0,"A Bagathkhan , district president of SFI , Theni , who conducted an inquiry into the incident , said the scholarship amount was delayed because the headmistress had not processed the student ’ s application on time .","['A Bagathkhan , district president of SFI , Theni , who conducted an inquiry into the incident , said <ARG1>the scholarship amount was delayed</ARG1> <SIG0>because</SIG0> <ARG0>the headmistress had not processed the student ’ s application on time</ARG0> .']",1,0
AFPNEWS,train171,172,0,prevent_our_data_0_0172,"Tokyo claims the islands, which it calls the Northern Territories, and the dispute has prevented the two countries from signing a formal peace treaty since World War II.","[""Tokyo claims the islands, which it calls the Northern Territories, and the <ARG0>dispute</ARG0> has <SIG0>prevent</SIG0>ed the two countries from signing a formal peace <ARG1>treaty</ARG1> since World War II.""]",1,0
cnc,train_03_78,1067,0,cnc_train_03_78_1067_0,"TIRUNELVELI : Relay fast begins in support of Kudankulam protesters June 09 , 2012 00:00 IST Expressing solidarity with anti-Kudankulam Nuclear Power Project protestors , now observing a relay fast at Idinthakarai , a section of the residents of neighbouring Kooththenkuzhi commenced a similar agitation on Friday .","['TIRUNELVELI : <ARG1>Relay fast begins</ARG1> <ARG0><SIG0>in support of</SIG0> Kudankulam protesters</ARG0> June 09 , 2012 00:00 IST Expressing solidarity with anti-Kudankulam Nuclear Power Project protestors , now observing a relay fast at Idinthakarai , a section of the residents of neighbouring Kooththenkuzhi commenced a similar agitation on Friday .', 'TIRUNELVELI : Relay fast begins in support of Kudankulam protesters June 09 , 2012 00:00 IST <ARG0>Expressing solidarity with anti-Kudankulam Nuclear Power Project protestors , now observing a relay fast at Idinthakarai</ARG0> , <ARG1>a section of the residents of neighbouring Kooththenkuzhi commenced a similar agitation on Friday</ARG1> .']",2,0
cnc,train_01_252,489,0,cnc_train_01_252_489_0,"While earlier it was the turn of Telangana Rashtra Samithi ( TRS ) to participate in protests in support to farmers , on Monday it was the Telugu Desam .","['While earlier it was the turn of <ARG1>Telangana Rashtra Samithi ( TRS ) to participate in protests</ARG1> <ARG0><SIG0>in support to</SIG0> farmers</ARG0> , on Monday it was the Telugu Desam .']",1,0
cnc,train_06_274,838,0,cnc_train_06_274_838_0,April 8 : Nine persons were killed and two others injured when CPI-Maoist cadres fired on a vehicle and subsequently set it ablaze at Semra in Gumla district of Jharkhand .,['April 8 : <ARG1>Nine persons were killed and two others injured</ARG1> when <ARG0>CPI-Maoist cadres fired on a vehicle and subsequently set it ablaze at Semra in Gumla district of Jharkhand</ARG0> .'],1,0
cnc,train_09_A_106,1187,0,cnc_train_09_A_106_1187_0,"For instance , a few years ago , MNS workers disrupted a railway recruitment examination because some candidates were non-Marathis .","['For instance , a few years ago , <ARG1>MNS workers disrupted a railway recruitment examination</ARG1> <SIG0>because</SIG0> <ARG0>some candidates were non-Marathis</ARG0> .']",1,0
NEWS,train21,22,0,intend_our_data_0_022,Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.,"[""Courtaulds PLC announced plans to <ARG0>spin</ARG0> off its textiles operations to existing shareholders in a restructuring to <ARG1>boost</ARG1> shareholder value.""]",1,0
NEWS,train325,326,0,cause_our_data_0_0326,"As many as 150 members of the U.N. mission in Haiti remained unaccounted for Wednesday afternoon following an earthquake that inflicted massive damage on the Caribbean nation's capital, U.N. officials said Wednesday.","[""As many as 150 members of the U.N. mission in Haiti <ARG1>remained</ARG1> unaccounted for Wednesday afternoon following an earthquake that <ARG0>inflicted</ARG0> massive damage on the Caribbean nations capital, U.N. officials said Wednesday.""]",1,0
NEWS,train150,151,0,cause_our_data_0_0151,"In the past two months the nation's 88 junk funds have lost a total of about $6 billion -- more than 15% of assets -- through sales or transfers of junk-fund shares, Dalbar says. ","[""In the past two months the nations 88 junk funds have <ARG1>lost</ARG1> a total of about $6 billion -- more than 15% of assets -- through <ARG0>sales</ARG0> or transfers of junk-fund shares, Dalbar says.""]",1,0
cnc,train_04_251,683,0,cnc_train_04_251_683_0,"Jail Superintendent Veerabhadra Swamy told presspersons that the trouble broke out after a few inmates , who were praying outside a place of worship in the jail , took serious exception to the disturbance being caused by some inmates belonging to a different faith .","['Jail Superintendent Veerabhadra Swamy told presspersons that <ARG1>the trouble broke out</ARG1> after <ARG0>a few inmates , who were praying outside a place of worship in the jail , took serious exception to the disturbance being caused by some inmates belonging to a different faith</ARG0> .']",1,0
cnc,train_07_19,116,0,cnc_train_07_19_116_0,About 100 health workers picketed at Durban 's Addington Hospital on Friday about the fact that the hospital 's two radio therapy machines were left idle for five months .,"[""<ARG1>About 100 health workers picketed at Durban 's Addington Hospital on Friday</ARG1> <SIG0>about the fact that</SIG0> <ARG0>the hospital 's two radio therapy machines were left idle for five months</ARG0> .""]",1,0
cnc,train_03_260,902,0,cnc_train_03_260_902_0,"The IEC in the Eastern Cape has overcome road blocks , intimidation and missing ballot papers for its 4165 voting stations to be running smoothly , it said on Wednesday .","['<ARG1>The IEC in the Eastern Cape has overcome road blocks , intimidation and missing ballot papers</ARG1> <SIG0>for</SIG0> <ARG0>its 4165 voting stations to be running smoothly</ARG0> , it said on Wednesday .']",1,0
cnc,train_08_185,1630,0,cnc_train_08_185_1630_0,"About a hundred Maoists blew up part of a power sub-station in Naxal-dominated Jamui district , affecting power supply in the area .","['<ARG0>About a hundred Maoists blew up part of a power sub-station in Naxal-dominated Jamui district</ARG0> , <ARG1><SIG0>affecting</SIG0> power supply in the area</ARG1> .']",1,0
cnc,train_01_284,2513,0,cnc_train_01_284_2513_0,"Zikalala said that following stakeholder meetings on Sunday and Monday morning , all parties decided that the police would establish a rapid response team to attend to the attacks .","['Zikalala said that <SIG0>following</SIG0> <ARG0>stakeholder meetings on Sunday and Monday morning</ARG0> , <ARG1>all parties decided that the police would establish a rapid response team to attend to the attacks</ARG1> .', 'Zikalala said that following stakeholder meetings on Sunday and Monday morning , all parties decided that <ARG1>the police would establish a rapid response team</ARG1> <ARG0><SIG0>to</SIG0> attend to the attacks</ARG0> .']",2,0
cnc,train_02_14,1083,0,cnc_train_02_14_1083_0,"The Arya Samaj activists placed the body of 40 - year-old Promila on Rohtak-Jhajjar road near Satlok Ashram and refused to disperse till their leaders , arrested in connection with Sunday ’ s clash were released .","['The Arya Samaj activists placed the body of 40 - year-old Promila on Rohtak-Jhajjar road near Satlok Ashram and <ARG1>refused to disperse</ARG1> <SIG0>till</SIG0> <ARG0>their leaders , arrested in connection with Sunday ’ s clash were released</ARG0> .', 'The Arya Samaj activists placed the body of 40 - year-old Promila on Rohtak-Jhajjar road near Satlok Ashram and refused to disperse till their leaders , <ARG1>arrested</ARG1> <SIG0>in connection with</SIG0> <ARG0>Sunday ’ s clash</ARG0> were released .']",2,0
cnc,train_05_296,3274,0,cnc_train_05_296_3274_0,” Emotions ran high as citizens and activists raised slogans against Sobha on Saturday .,[],0,0
cnc,train_10_105,387,0,cnc_train_10_105_387_0,"Chan reported the threats to police , who said they would increase patrols near his home .",[],0,0
cnc,train_05_52,1468,0,cnc_train_05_52_1468_0,His supporters chanted and waved placards calling for state agencies not to be used in political matters .,['<ARG1>His supporters chanted and waved placards</ARG1> <ARG0><SIG0>calling for</SIG0> state agencies not to be used in political matters</ARG0> .'],1,0
cnc,train_08_97,1054,0,cnc_train_08_97_1054_0,"Max Chung , who helped organise the rally on Saturday , said he believed residents had shown their resolve : “ Hongkongers have stiffened their backs to say no to authoritarianism . ”","['Max Chung , who helped organise the rally on Saturday , said he believed residents had shown their resolve : “ <ARG1>Hongkongers have stiffened their backs</ARG1> <ARG0><SIG0>to</SIG0> say no to authoritarianism</ARG0> . ”']",1,0
cnc,train_05_287,584,0,cnc_train_05_287_584_0,"December 01 , 2010 00:00 IST A large number of CPI activists took out a procession in protest against the Centre 's failure to contain prices of essential commodities and also against the land scams reported in the State .","[""December 01 , 2010 00:00 IST <ARG1>A large number of CPI activists took out a procession</ARG1> <ARG0>in protest against the Centre 's failure to contain prices of essential commodities and also against the land scams reported in the State</ARG0> ."", ""December 01 , 2010 00:00 IST A <ARG1>large number of CPI activists took out a procession in protest</ARG1> <ARG0>against the Centre 's failure to contain prices of essential commodities and also against the land scams reported in the State</ARG0> .""]",2,0
cnc,train_01_148,3016,0,cnc_train_01_148_3016_0,"As many as 59 recruits who had graduated from different colleges of the State came together for the fourth time to demand answers from HCL Technologies , the company that had recruited them in 2011 .","['<ARG1>As many as 59 recruits who had graduated from different colleges of the State came together for the fourth time</ARG1> <ARG0><SIG0>to</SIG0> demand answers from HCL Technologies , the company that had recruited them in 2011</ARG0> .']",1,0
cnc,train_05_206,2572,0,cnc_train_05_206_2572_0,"Fight against FDI to go on : Oppn - Indian Express Agencies , Agencies : New Delhi , Wed Dec 12 2012 , 19:55 hrs Taking its protest against FDI to the streets , opposition parties today said their fight will go on till they ensure that it is scrapped altogether .","['Fight against FDI to go on : Oppn - Indian Express Agencies , Agencies : New Delhi , Wed Dec 12 2012 , 19:55 hrs <ARG1>Taking its protest against FDI to the streets</ARG1> , opposition parties today said <ARG0>their fight will go on till they ensure that it is scrapped altogether</ARG0> .', 'Fight against FDI to go on : Oppn - Indian Express Agencies , Agencies : New Delhi , Wed Dec 12 2012 , 19:55 hrs Taking its protest against FDI to the streets , opposition parties today said <ARG1>their fight will go on</ARG1> <SIG0>till</SIG0> <ARG0>they ensure that it is scrapped altogether</ARG0> .']",2,0
cnc,train_04_131,1267,0,cnc_train_04_131_1267_0,The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in protest against the government 's failure to announce a definite action plan to protect the State 's share of river water .,"[""<ARG1>The protest continued in the Assembly</ARG1> where <ARG0>the members raised slogans</ARG0> disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in protest against the government 's failure to announce a definite action plan to protect the State 's share of river water ."", ""The protest continued in the Assembly where <ARG0>the members raised slogans</ARG0> <ARG1>disrupting proceedings for 10 minutes</ARG1> while the party members staged a walk out from the Legislative Council in protest against the government 's failure to announce a definite action plan to protect the State 's share of river water ."", ""The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while <ARG1>the party members staged a walk out from the Legislative Council</ARG1> in <ARG0>protest</ARG0> against the government 's failure to announce a definite action plan to protect the State 's share of river water ."", ""The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in <ARG1>protest</ARG1> <ARG0>against the government 's failure to announce a definite action plan</ARG0> to protect the State 's share of river water ."", ""The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in protest against the government 's failure to <ARG1>announce a definite action plan</ARG1> <ARG0><SIG0>to</SIG0> protect the State 's share of river water</ARG0> .""]",5,0
AFPNEWS,train14,15,0,enable_our_data_0_015,"The Temenos Banking Cloud is powered by an Explainable AI engine with advanced data analytics, so banks can test, report and measure product performance, and gain insight to support business decisions and product design.","[""The Temenos Banking Cloud is powered by an Explainable AI engine with advanced <ARG0>data analytics</ARG0>, so banks can test, report and measure product performance, and gain insight to <SIG0>support</SIG0> business <ARG1>decisions</ARG1> and product design.""]",1,0
cnc,train_06_140,2060,0,cnc_train_06_140_2060_0,"Earthlife activists marched to Anglo 's offices in the Johannesburg CBD against the company 's planned coal mine and power station in Waterberg , Limpopo .","[""<ARG1>Earthlife activists marched to Anglo 's offices in the Johannesburg CBD</ARG1> <ARG0>against the company 's planned coal mine and power station in Waterberg , Limpopo</ARG0> .""]",1,0
cnc,train_10_295,2145,0,cnc_train_10_295_2145_0,"However , he called off the fast after getting a call from the Chiranjeevi ’ s camp in East Godavari district .","['However , <ARG1>he called off the fast</ARG1> after <ARG0>getting a call from the Chiranjeevi ’ s camp in East Godavari district</ARG0> .']",1,0
cnc,train_03_246,2552,0,cnc_train_03_246_2552_0,"`` If a suitably qualified person had been chosen , such a person would have foreseen that the demonstration would degenerate into violence and prepared for that eventuality , '' said SAHRC said .",[],0,0
cnc,train_06_205,2611,0,cnc_train_06_205_2611_0,"A section of Jet technicians started a ' symbolic ' protest by wearing black bands last Friday to protest the "" management 's proposed move to freeze wage hike over the next 2 -3 years "" , sources among the agitators said here .","['<ARG1>A section of Jet technicians started a \' symbolic \' protest by wearing black bands last Friday</ARG1> <ARG0><SIG0>to</SIG0> protest the "" management \'s proposed move to freeze wage hike over the next 2 -3 years</ARG0> "" , sources among the agitators said here .']",1,0
cnc,train_03_65,986,0,cnc_train_03_65_986_0,"He is facing charges of violating a court order , public violence , assault , theft , and damage to property during the 2016 protest against `` colonised '' tertiary education .","[""<ARG1>He is facing charges of violating a court order , public violence , assault , theft , and damage to property</ARG1> during <ARG0>the 2016 protest</ARG0> against `` colonised '' tertiary education ."", ""<ARG1>He is facing charges</ARG1> <SIG0>of</SIG0> <ARG0>violating a court order , public violence , assault , theft , and damage to property</ARG0> during the 2016 protest against `` colonised '' tertiary education ."", ""He is facing charges of violating a court order , public violence , assault , theft , and damage to property during <ARG1>the 2016 protest</ARG1> <ARG0>against `` colonised '' tertiary education</ARG0> .""]",3,0
cnc,train_03_269,3365,0,cnc_train_03_269_3365_0,Andhra Bifurcation : Mixed Response for Seemandhra Bandh 07th December 2013 03:28 PM The two-day bandh call given by the pro-United Andhra Pradesh groups against the Cabinet 's nod for draft bill for bifurcation of the state has evoked a mixed response in the coastal Andhra and Rayalaseema regions on the second day today .,"[""Andhra Bifurcation : Mixed Response for Seemandhra Bandh 07th December 2013 03:28 PM <ARG1>The two-day bandh call given by the pro-United Andhra Pradesh groups</ARG1> <ARG0>against the Cabinet 's nod for draft bill for bifurcation of the state</ARG0> has evoked a mixed response in the coastal Andhra and Rayalaseema regions on the second day today ."", ""Andhra Bifurcation : Mixed Response for Seemandhra Bandh 07th December 2013 03:28 PM <ARG0>The two-day bandh call given by the pro-United Andhra Pradesh groups against the Cabinet 's nod for draft bill for bifurcation of the state</ARG0> <SIG0>has evoked</SIG0> <ARG1>a mixed response in the coastal Andhra and Rayalaseema regions on the second day today</ARG1> .""]",2,0
cnc,train_10_294,1727,0,cnc_train_10_294_1727_0,"Irked over this move , Venkat Prasad launched a hunger strike along with the other aspirants .","['<ARG0><SIG0>Irked over</SIG0> this move</ARG0> , <ARG1>Venkat Prasad launched a hunger strike along with the other aspirants</ARG1> .']",1,0
cnc,train_04_228,2944,0,cnc_train_04_228_2944_0,"National Highway -37 was blocked by protesters at several places , while vehicles remained off the roads in the affected areas , officials said .",[],0,0
AFPNEWS,train177,178,0,prevent_our_data_0_0178,"General Motors, Ford's main competitor in the US market, pledged in January to stop making diesel- or gasoline-powered cars.","[""General Motors, Fords main competitor in the US market, <ARG0>pledged</ARG0> in January to <SIG0>stop</SIG0> <ARG1>making</ARG1> diesel- or gasoline-powered cars.""]",1,0
cnc,train_02_155,2144,0,cnc_train_02_155_2144_0,"Dissatisfied with the package , workers staged an all-nigh sit-in .","['<ARG0>Dissatisfied with the package</ARG0> , <ARG1>workers staged an all-nigh sit-in</ARG1> .']",1,0
NEWS,train134,135,0,cause_our_data_0_0135,"The sale, at a higher price than some analysts had expected, helps the food and tobacco giant raise funds to pay debt and boosts Nestle's 7% share of the U.S. candy market to about 12%.    ","[""The sale, at a higher <ARG0>price</ARG0> than some analysts had expected, helps the food and tobacco giant raise funds to pay debt and <ARG1>boosts</ARG1> Nestles 7% share of the U.S. candy market to about 12%.""]",1,0
cnc,train_07_143,188,0,cnc_train_07_143_188_0,They said they would continue with the action until a concrete plan was in place .,[],0,0
NEWS,train74,75,0,cause_our_data_0_075,"Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy. ","[""Though Mr. Packer has since sold his stake, Courtaulds is <ARG0>moving</ARG0> to <ARG1>keep</ARG1> its institutional shareholders happy.""]",1,0
cnc,train_05_185,3018,0,cnc_train_05_185_3018_0,The arrest of Mr. Chandrashekhar follows violent incidents in the district last month set off by the torching of Dalit homes by upper caste Thakurs and the death of a member of the Thakur community during clashes on May 5 in Shabbirpur village .,"['<ARG1>The arrest of Mr. Chandrashekhar</ARG1> <SIG0>follows</SIG0> <ARG0>violent incidents in the district last month set off by the torching of Dalit homes by upper caste Thakurs and the death of a member of the Thakur community during clashes on May 5 in Shabbirpur village</ARG0> .', 'The arrest of Mr. Chandrashekhar follows <ARG1>violent incidents in the district last month</ARG1> <SIG0>set off by</SIG0> <ARG0>the torching of Dalit homes by upper caste Thakurs and the death of a member of the Thakur community during clashes on May 5 in Shabbirpur village</ARG0> .']",2,0
cnc,train_01_275,704,0,cnc_train_01_275_704_0,"As hundreds of employees from the city went to Vizianagaram to take part in the last rites of N. Venkatesh , 28 , an assistant in the administration department of the corporation , who committed suicide on railway tracks to protest against the Centre ’ s decision on strategic stake sale of DCI , an all-union meeting convened by the CITU resolved to organise demonstrations in front of all industrial establishments located in the city on Wednesday .","['As <ARG1>hundreds of employees from the city went to Vizianagaram</ARG1> <ARG0><SIG0>to</SIG0> take part in the last rites of N. Venkatesh , 28 , an assistant in the administration department of the corporation , who committed suicide on railway tracks to protest against the Centre ’ s decision on strategic stake sale of DCI</ARG0> , an all-union meeting convened by the CITU resolved to organise demonstrations in front of all industrial establishments located in the city on Wednesday .', 'As hundreds of employees from the city went to Vizianagaram to take part in the last rites of <ARG1>N. Venkatesh , 28 , an assistant in the administration department of the corporation , who committed suicide on railway tracks</ARG1> <ARG0><SIG0>to</SIG0> protest against the Centre ’ s decision on strategic stake sale of DCI</ARG0> , an all-union meeting convened by the CITU resolved to organise demonstrations in front of all industrial establishments located in the city on Wednesday .']",2,0
cnc,train_02_113,1271,0,cnc_train_02_113_1271_0,Since last week students have been protesting against a proposed increase in tuition fees and the merger of higher education institutions .,['<ARG1>Since last week students have been protesting</ARG1> <ARG0>against a proposed increase in tuition fees and the merger of higher education institutions</ARG0> .'],1,0
cnc,train_08_256,2418,0,cnc_train_08_256_2418_0,"THRISSUR : Hike in toll rate withdrawn October 03 , 2013 00:00 IST A hike in toll on the Mannuthy-Edappally stretch , effected from Tuesday , was withdrawn on Wednesday following protests .","['THRISSUR : Hike in toll rate withdrawn October 03 , 2013 00:00 IST <ARG1>A hike in toll on the Mannuthy-Edappally stretch , effected from Tuesday , was withdrawn on Wednesday</ARG1> <SIG0>following</SIG0> <ARG0>protests</ARG0> .']",1,0
NEWS,train232,233,0,cause_our_data_0_0233,"A spokesman said herbicide use in some areas of the U.S. was delayed earlier in the year by heavy rains, thus increasing sales in the third quarter.    ","[""A spokesman said herbicide use in some areas of the U.S. was <ARG1>delayed</ARG1> earlier in the year by heavy <ARG0>rains</ARG0>, thus increasing sales in the third quarter.""]",1,0
cnc,train_07_115,562,0,cnc_train_07_115_562_0,NATIONAL Up in arms Longstanding demandPeople from Darjeeling hills staging a protest against the West Bengal government at Jantar Mantar in New Delhi on Sunday demanding a separate Gorkhaland State .,"['NATIONAL Up in arms Longstanding <ARG1>demandPeople from Darjeeling hills staging a protest against the West Bengal government at Jantar Mantar in New Delhi on Sunday</ARG1> <ARG0><SIG0>demanding</SIG0> a separate Gorkhaland State</ARG0> .', 'NATIONAL Up in arms Longstanding <ARG1>demandPeople from Darjeeling hills staging a protest</ARG1> <ARG0>against the West Bengal government at Jantar Mantar in New Delhi on Sunday</ARG0> demanding a separate Gorkhaland State .']",2,0
cnc,train_03_145,2578,0,cnc_train_03_145_2578_0,TN : 2 questioned over Ramajayam murder 02nd April 2012 02:29 AM TIRUNELVELI : Police on Sunday picked up two persons from the Tirunelveli district in connection with the murder of K N Ramajayam and regarding the life threat issued to his brother and former DMK minister K N Nehru on Sunday .,"['TN : <ARG1>2 questioned</ARG1> <SIG0>over</SIG0> <ARG0>Ramajayam murder</ARG0> 02nd April 2012 02:29 AM TIRUNELVELI : Police on Sunday picked up two persons from the Tirunelveli district in connection with the murder of K N Ramajayam and regarding the life threat issued to his brother and former DMK minister K N Nehru on Sunday .', 'TN : 2 questioned over Ramajayam murder 02nd April 2012 02:29 AM TIRUNELVELI : <ARG1>Police on Sunday picked up two persons from the Tirunelveli district</ARG1> <ARG0><SIG0>in connection with</SIG0> the murder of K N Ramajayam and regarding the life threat issued to his brother and former DMK minister K N Nehru on Sunday</ARG0> .']",2,0
NEWS,train147,148,0,cause_our_data_0_0148,"According to the filing, Hewlett-Packard acquired 730,070 common shares from Octel as a result of an Aug. 10, 1988, stock purchase agreement. ",[],0,0
cnc,train_07_199,2508,0,cnc_train_07_199_2508_0,"﻿In recent years , for instance , many retired military veterans have gathered together across the country in protests against the stingy benefits and pensions they receive from the state .","['\ufeffIn recent years , for instance , <ARG1>many retired military veterans have gathered together across the country in protests</ARG1> <ARG0>against the stingy benefits and pensions they receive from the state</ARG0> .', '\ufeffIn recent years , for instance , <ARG1>many retired military veterans have gathered together across the country</ARG1> <ARG0><SIG0>in protests</SIG0> against the stingy benefits and pensions they receive from the state</ARG0> .']",2,0
NEWS,train117,118,0,cause_our_data_0_0118,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ","[""DPC, an investor group led by New York-based Crescott Investment Associates, had itself <ARG0>filed</ARG0> a suit in state court in Los Angeles seeking to <ARG1>nullify</ARG1> the agreement.""]",1,0
cnc,train_07_204,3375,0,cnc_train_07_204_3375_0,He was addressing a dharna organised by the Joint Action Committee ( JAC ) of various Telangana outfits demanding scrapping of cases against the students .,['He was addressing <ARG1>a dharna organised by the Joint Action Committee ( JAC ) of various Telangana outfits</ARG1> <ARG0><SIG0>demanding</SIG0> scrapping of cases against the students</ARG0> .'],1,0
cnc,train_08_92,271,0,cnc_train_08_92_271_0,"Those attending the rally on Saturday said they were not there to make political demands , but to speak out against violence .","['<ARG1>Those attending the rally on Saturday</ARG1> said they were not there to make political demands , but <ARG0><SIG0>to</SIG0> speak out against violence</ARG0> .']",1,0
AFPNEWS,train76,77,0,enable_our_data_0_077,"As part of the year-long partnership, Oral-B and Scientific American Custom Media are releasing a series of content, including educational resources from leading medical and dental researchers that will help readers better understand the connections between oral health and whole body health.","[""As part of the year-long partnership, Oral-B and Scientific American Custom Media are releasing a series of <ARG0>content</ARG0>, including educational resources from leading medical and dental researchers that will <SIG0>help</SIG0> readers better understand the connections between <ARG1>oral health</ARG1> and whole body health.""]",1,0
cnc,train_10_242,2123,0,cnc_train_10_242_2123_0,"PSU Insurance employees protest privatisation 23rd November 2011 01:27 AM HYDERABAD : Employees working in the government-owned Life Insurance Corporation of India and the four general insurance companies held lunch-hour protest demonstrations at their offices on Tuesday , opposing moves to liberalise the insurance sector .","['PSU Insurance employees protest privatisation 23rd November 2011 01:27 AM HYDERABAD : <ARG1>Employees working in the government-owned Life Insurance Corporation of India and the four general insurance companies held lunch-hour protest demonstrations at their offices on Tuesday</ARG1> , <ARG0><SIG0>opposing</SIG0> moves to liberalise the insurance sector</ARG0> .']",1,0
cnc,train_06_94,3186,0,cnc_train_06_94_3186_0,"Meanwhile , thousands of members of the local weavers ' community stormed the Dharmavaram town police station for parading some of their members half-naked and insulting them .","[""Meanwhile , <ARG1>thousands of members of the local weavers ' community stormed the Dharmavaram town police station</ARG1> <SIG0>for</SIG0> <ARG0>parading some of their members half-naked and insulting them</ARG0> .""]",1,0
NEWS,train358,359,0,cause_our_data_0_0359,"If you really believe a business issue is interesting, writing a letter to an editor of a newspaper and getting it published is a way of raising your profile.","[""If you really believe a business issue is interesting, writing a letter to an editor of a newspaper and getting it <ARG0>published</ARG0> is a way of <ARG1>raising</ARG1> your profile.""]",1,0
cnc,train_04_190,224,0,cnc_train_04_190_224_0,The mortal remains of the brave soldier will be taken by air to Jind tomorrow as the road traffic is disrupted due to violent protests by Jats who are demanding quota in OBC category .,"['<ARG1>The mortal remains of the brave soldier will be taken by air to Jind tomorrow</ARG1> <SIG0>as</SIG0> <ARG0>the road traffic is disrupted due to violent protests by Jats who are demanding quota in OBC category</ARG0> .', 'The mortal remains of the brave soldier will be taken by air to Jind tomorrow as <ARG1>the road traffic is disrupted</ARG1> <SIG0>due to</SIG0> <ARG0>violent protests by Jats who are demanding quota in OBC category</ARG0> .', 'The mortal remains of the brave soldier will be taken by air to Jind tomorrow as the road traffic is disrupted due to <ARG1>violent protests by Jats</ARG1> who are <ARG0><SIG0>demanding</SIG0> quota in OBC category</ARG0> .']",3,0
NEWS,train268,269,0,cause_our_data_0_0269,"But they failed to sell these stocks to client investors, who were cautious about the sharp gains these issues made this week, the Wako official said.    ",[],0,0
cnc,train_03_200,2160,0,cnc_train_03_200_2160_0,"Mandya : Farmers protest as outflow from KRS is increased September 25 , 2015 00:00 IST Even as the water-level in Krishnaraja Sagar , near Srirangapatna , is plummeting steeply , the rate of outflow was increased on Thursday evening .","['Mandya : <ARG1>Farmers protest</ARG1> <SIG0>as</SIG0> <ARG0>outflow from KRS is increased</ARG0> September 25 , 2015 00:00 IST Even as the water-level in Krishnaraja Sagar , near Srirangapatna , is plummeting steeply , the rate of outflow was increased on Thursday evening .']",1,0
