event1,relation,event2,sentence,index,corpus,causal_text_w_pairs,num_rs,doc_id,sent_id,text,eg_id
PersonX pulls a prank,cause,Setup video camera,PersonX pulls a prank cause Setup video camera,cause_atomic_0_0,cnc,"[""<ARG0>PersonX pulls a prank</ARG0> cause <ARG1>Setup video camera</ARG1>""]",0,id,0,PersonX pulls a prank cause Setup video camera,0
PersonX pays no attention to PersonY,cause,will get criticized,PersonX pays no attention to PersonY cause will get criticized,cause_atomic_0_0,cnc,"[""<ARG0>PersonX pays no attention to PersonY</ARG0> cause <ARG1>will get criticized</ARG1>""]",0,id,0,PersonX pays no attention to PersonY cause will get criticized,0
PersonX brings ___ to the zoo,cause,makes sure they're all present,PersonX brings ___ to the zoo cause makes sure they're all present,cause_atomic_0_0,cnc,"[""<ARG0>PersonX brings ___ to the zoo</ARG0> cause makes sure they re all present""]",0,id,0,PersonX brings  to the zoo cause makes sure they're all present,0
PersonX considers for a moment the ___,cause,gets lost in thoughts,PersonX considers for a moment the ___ cause gets lost in thoughts,cause_atomic_0_0,cnc,"[""<ARG0>PersonX considers for a moment the ___</ARG0> cause <ARG1>gets lost in thoughts</ARG1>""]",0,id,0,PersonX considers for a moment the  cause gets lost in thoughts,0
PersonX interprets the ___ correctly,cause,acts based on the evidence,PersonX interprets the ___ correctly cause acts based on the evidence,cause_atomic_0_0,cnc,"[""<ARG0>PersonX interprets the ___ correctly</ARG0> cause <ARG1>acts based on the evidence</ARG1>""]",0,id,0,PersonX interprets the  correctly cause acts based on the evidence,0
PersonX is cleaning out PersonX's garage,cause,Person X gets dirty,PersonX is cleaning out PersonX's garage cause Person X gets dirty,cause_atomic_0_0,cnc,"[""PersonX is cleaning out PersonX s garage cause <ARG1>Person X gets dirty</ARG1>""]",0,id,0,PersonX is cleaning out PersonX's garage cause Person X gets dirty,0
PersonX runs out the clock,cause,becomes the champion,PersonX runs out the clock cause becomes the champion,cause_atomic_0_0,cnc,"[""<ARG0>PersonX runs out the clock</ARG0> cause <ARG1>becomes the champion</ARG1>""]",0,id,0,PersonX runs out the clock cause becomes the champion,0
PersonX gets ___ for PersonY's birthday,cause,get a new toy,PersonX gets ___ for PersonY's birthday cause get a new toy,cause_atomic_0_0,cnc,"[""PersonX gets ___ for PersonY s birthday cause <ARG1>get a new toy</ARG1>""]",0,id,0,PersonX gets  for PersonY's birthday cause get a new toy,0
PersonX sees an old friend,cause,sadness,PersonX sees an old friend cause sadness,cause_atomic_0_0,cnc,"[""<ARG0>PersonX sees an old friend</ARG0> cause <ARG1>sadness</ARG1>""]",0,id,0,PersonX sees an old friend cause sadness,0
PersonX kisses PersonY's hand,cause,smiles,PersonX kisses PersonY's hand cause smiles,cause_atomic_0_0,cnc,"[""PersonX kisses PersonY s hand cause <ARG1>smiles</ARG1>""]",0,id,0,PersonX kisses PersonY's hand cause smiles,0
PersonX winds back the clock,cause,PersonX gets an extra hour of sleep the next day.,PersonX winds back the clock cause PersonX gets an extra hour of sleep the next day.,cause_atomic_0_0,cnc,"[""<ARG0>PersonX winds back the clock</ARG0> cause <ARG1>PersonX gets an extra hour of sleep the next day.</ARG1>""]",0,id,0,PersonX winds back the clock cause PersonX gets an extra hour of sleep the next day.,0
PersonX makes time,cause,get's it done,PersonX makes time cause get's it done,cause_atomic_0_0,cnc,"[""<ARG0>PersonX makes time</ARG0> cause get s it done""]",0,id,0,PersonX makes time cause get's it done,0
PersonX takes PersonY with PersonZ,cause,gets dropped off,PersonX takes PersonY with PersonZ cause gets dropped off,cause_atomic_0_0,cnc,"[""<ARG0>PersonX takes PersonY with PersonZ</ARG0> cause <ARG1>gets dropped off</ARG1>""]",0,id,0,PersonX takes PersonY with PersonZ cause gets dropped off,0
PersonX thinks outside the box,cause,they learn new things,PersonX thinks outside the box cause they learn new things,cause_atomic_0_0,cnc,"[""<ARG0>PersonX thinks outside the box</ARG0> cause <ARG1>they learn new things</ARG1>""]",0,id,0,PersonX thinks outside the box cause they learn new things,0
PersonX makes it snappy,cause,TO BE CORRECT,PersonX makes it snappy cause TO BE CORRECT,cause_atomic_0_0,cnc,"[""<ARG0>PersonX makes it snappy</ARG0> cause <ARG1>TO BE CORRECT</ARG1>""]",0,id,0,PersonX makes it snappy cause TO BE CORRECT,0
PersonX places the ___ in the hands,cause,offered a new office,PersonX places the ___ in the hands cause offered a new office,cause_atomic_0_0,cnc,"[""<ARG0>PersonX places the ___ in the hands</ARG0> cause <ARG1>offered a new office</ARG1>""]",0,id,0,PersonX places the  in the hands cause offered a new office,0
PersonX opens presents,cause,plays with the toy,PersonX opens presents cause plays with the toy,cause_atomic_0_0,cnc,"[""<ARG0>PersonX opens presents</ARG0> cause <ARG1>plays with the toy</ARG1>""]",0,id,0,PersonX opens presents cause plays with the toy,0
PersonX sells a car,cause,now owns a car,PersonX sells a car cause now owns a car,cause_atomic_0_0,cnc,"[""<ARG0>PersonX sells a car</ARG0> cause <ARG1>now owns a car</ARG1>""]",0,id,0,PersonX sells a car cause now owns a car,0
PersonX sees PersonY's favorite band in concert,cause,dances and jumps around,PersonX sees PersonY's favorite band in concert cause dances and jumps around,cause_atomic_0_0,cnc,"[""PersonX sees PersonY s favorite band in concert cause <ARG1>dances and jumps around</ARG1>""]",0,id,0,PersonX sees PersonY's favorite band in concert cause dances and jumps around,0
PersonX begs for money,cause,gets ashamed about the situations,PersonX begs for money cause gets ashamed about the situations,cause_atomic_0_0,cnc,"[""<ARG0>PersonX begs for money</ARG0> cause <ARG1>gets ashamed about the situations</ARG1>""]",0,id,0,PersonX begs for money cause gets ashamed about the situations,0
PersonX puts PersonZ's ___ around PersonY,cause,thanks PersonX,PersonX puts PersonZ's ___ around PersonY cause thanks PersonX,cause_atomic_0_0,cnc,"[""PersonX puts PersonZ s ___ around PersonY cause <ARG1>thanks PersonX</ARG1>""]",0,id,0,PersonX puts PersonZ's  around PersonY cause thanks PersonX,0
PersonX gives PersonY a seat,cause,Has to change seats,PersonX gives PersonY a seat cause Has to change seats,cause_atomic_0_0,cnc,"[""<ARG0>PersonX gives PersonY a seat</ARG0> cause <ARG1>Has to change seats</ARG1>""]",0,id,0,PersonX gives PersonY a seat cause Has to change seats,0
PersonX gets PersonY opportunity,cause,gets a good worker,PersonX gets PersonY opportunity cause gets a good worker,cause_atomic_0_0,cnc,"[""<ARG0>PersonX gets PersonY opportunity</ARG0> cause <ARG1>gets a good worker</ARG1>""]",0,id,0,PersonX gets PersonY opportunity cause gets a good worker,0
PersonX reads PersonY's paper,cause,receives commentary,PersonX reads PersonY's paper cause receives commentary,cause_atomic_0_0,cnc,"[""PersonX reads PersonY s paper cause <ARG1>receives commentary</ARG1>""]",0,id,0,PersonX reads PersonY's paper cause receives commentary,0
PersonX casts ___ upon PersonY,cause,PersonX notices PersonY,PersonX casts ___ upon PersonY cause PersonX notices PersonY,cause_atomic_0_0,cnc,"[""<ARG0>PersonX casts ___ upon PersonY</ARG0> cause <ARG1>PersonX notices PersonY</ARG1>""]",0,id,0,PersonX casts  upon PersonY cause PersonX notices PersonY,0
PersonX flies in the sky,cause,has to land,PersonX flies in the sky cause has to land,cause_atomic_0_0,cnc,"[""<ARG0>PersonX flies in the sky</ARG0> cause <ARG1>has to land</ARG1>""]",0,id,0,PersonX flies in the sky cause has to land,0
PersonX looks into PersonY eyes,cause,looks away,PersonX looks into PersonY eyes cause looks away,cause_atomic_0_0,cnc,"[""<ARG0>PersonX looks into PersonY eyes</ARG0> cause <ARG1>looks away</ARG1>""]",0,id,0,PersonX looks into PersonY eyes cause looks away,0
PersonX always failed,cause,overeats in consolation,PersonX always failed cause overeats in consolation,cause_atomic_0_0,cnc,"[""<ARG0>PersonX always failed</ARG0> cause <ARG1>overeats in consolation</ARG1>""]",0,id,0,PersonX always failed cause overeats in consolation,0
PersonX plays truth,cause,makes people around him/her cry,PersonX plays truth cause makes people around him/her cry,cause_atomic_0_0,cnc,"[""<ARG0>PersonX plays truth</ARG0> cause <ARG1>makes people around him/her cry</ARG1>""]",0,id,0,PersonX plays truth cause makes people around him/her cry,0
PersonX measures accurately the ___,cause,they got an A on the test,PersonX measures accurately the ___ cause they got an A on the test,cause_atomic_0_0,cnc,"[""<ARG0>PersonX measures accurately the ___</ARG0> cause <ARG1>they got an A on the test</ARG1>""]",0,id,0,PersonX measures accurately the  cause they got an A on the test,0
PersonX starts PersonY business,cause,gets clients,PersonX starts PersonY business cause gets clients,cause_atomic_0_0,cnc,"[""<ARG0>PersonX starts PersonY business</ARG0> cause <ARG1>gets clients</ARG1>""]",0,id,0,PersonX starts PersonY business cause gets clients,0
PersonX finally asked PersonY,cause,they wait for an answer,PersonX finally asked PersonY cause they wait for an answer,cause_atomic_0_0,cnc,"[""<ARG0>PersonX finally asked PersonY</ARG0> cause <ARG1>they wait for an answer</ARG1>""]",0,id,0,PersonX finally asked PersonY cause they wait for an answer,0
PersonX has high blood pressure,cause,They receive medication,PersonX has high blood pressure cause They receive medication,cause_atomic_0_0,cnc,"[""<ARG0>PersonX has high blood pressure</ARG0> cause <ARG1>They receive medication</ARG1>""]",0,id,0,PersonX has high blood pressure cause They receive medication,0
PersonX is hard at work,cause,exhausted,PersonX is hard at work cause exhausted,cause_atomic_0_0,cnc,"[""<ARG0>PersonX is hard at work</ARG0> cause <ARG1>exhausted</ARG1>""]",0,id,0,PersonX is hard at work cause exhausted,0
PersonX hits hard,cause,loses competitions,PersonX hits hard cause loses competitions,cause_atomic_0_0,cnc,"[""<ARG0>PersonX hits hard</ARG0> cause <ARG1>loses competitions</ARG1>""]",0,id,0,PersonX hits hard cause loses competitions,0
PersonX takes the shot,cause,Feels dizzy,PersonX takes the shot cause Feels dizzy,cause_atomic_0_0,cnc,"[""<ARG0>PersonX takes the shot</ARG0> cause <ARG1>Feels dizzy</ARG1>""]",0,id,0,PersonX takes the shot cause Feels dizzy,0
PersonX takes PersonX's hand in PersonY's,cause,PersonX shows affection,PersonX takes PersonX's hand in PersonY's cause PersonX shows affection,cause_atomic_0_0,cnc,"[""PersonX takes PersonX s hand in PersonY s cause <ARG1>PersonX shows affection</ARG1>""]",0,id,0,PersonX takes PersonX's hand in PersonY's cause PersonX shows affection,0
PersonX turns PersonY back,cause,receives complaints for turning back,PersonX turns PersonY back cause receives complaints for turning back,cause_atomic_0_0,cnc,"[""<ARG0>PersonX turns PersonY back</ARG0> cause <ARG1>receives complaints for turning back</ARG1>""]",0,id,0,PersonX turns PersonY back cause receives complaints for turning back,0
PersonX is running late for school,cause,gets excited,PersonX is running late for school cause gets excited,cause_atomic_0_0,cnc,"[""<ARG0>PersonX is running late for school</ARG0> cause <ARG1>gets excited</ARG1>""]",0,id,0,PersonX is running late for school cause gets excited,0
PersonX is buying groceries,cause,gets change given money,PersonX is buying groceries cause gets change given money,cause_atomic_0_0,cnc,"[""<ARG0>PersonX is buying groceries</ARG0> cause <ARG1>gets change given money</ARG1>""]",0,id,0,PersonX is buying groceries cause gets change given money,0
PersonX plays ___ at school,cause,they practice more,PersonX plays ___ at school cause they practice more,cause_atomic_0_0,cnc,"[""<ARG0>PersonX plays ___ at school</ARG0> cause <ARG1>they practice more</ARG1>""]",0,id,0,PersonX plays  at school cause they practice more,0
PersonX spills all over PersonY,cause,gets hit,PersonX spills all over PersonY cause gets hit,cause_atomic_0_0,cnc,"[""<ARG0>PersonX spills all over PersonY</ARG0> cause <ARG1>gets hit</ARG1>""]",0,id,0,PersonX spills all over PersonY cause gets hit,0
PersonX prevents PersonY from falling,cause,is overcome with joy,PersonX prevents PersonY from falling cause is overcome with joy,cause_atomic_0_0,cnc,"[""<ARG0>PersonX prevents PersonY from falling</ARG0> cause <ARG1>is overcome with joy</ARG1>""]",0,id,0,PersonX prevents PersonY from falling cause is overcome with joy,0
PersonX attracts ___ at the time,cause,gets bit by bug,PersonX attracts ___ at the time cause gets bit by bug,cause_atomic_0_0,cnc,"[""<ARG0>PersonX attracts ___ at the time</ARG0> cause <ARG1>gets bit by bug</ARG1>""]",0,id,0,PersonX attracts  at the time cause gets bit by bug,0
PersonX sets ___ on shore,cause,hears birds,PersonX sets ___ on shore cause hears birds,cause_atomic_0_0,cnc,"[""<ARG0>PersonX sets ___ on shore</ARG0> cause <ARG1>hears birds</ARG1>""]",0,id,0,PersonX sets  on shore cause hears birds,0
PersonX runs on fumes,cause,gets tired,PersonX runs on fumes cause gets tired,cause_atomic_0_0,cnc,"[""<ARG0>PersonX runs on fumes</ARG0> cause <ARG1>gets tired</ARG1>""]",0,id,0,PersonX runs on fumes cause gets tired,0
PersonX finishes the hike,cause,smiles with pride,PersonX finishes the hike cause smiles with pride,cause_atomic_0_0,cnc,"[""<ARG0>PersonX finishes the hike</ARG0> cause <ARG1>smiles with pride</ARG1>""]",0,id,0,PersonX finishes the hike cause smiles with pride,0
PersonX steals PersonY's thunder,cause,have less opportunity to shine,PersonX steals PersonY's thunder cause have less opportunity to shine,cause_atomic_0_0,cnc,"[""PersonX steals PersonY s thunder cause <ARG1>have less opportunity to shine</ARG1>""]",0,id,0,PersonX steals PersonY's thunder cause have less opportunity to shine,0
PersonX invites ___ to a party,cause,gets response,PersonX invites ___ to a party cause gets response,cause_atomic_0_0,cnc,"[""<ARG0>PersonX invites ___ to a party</ARG0> cause <ARG1>gets response</ARG1>""]",0,id,0,PersonX invites  to a party cause gets response,0
PersonX fees the cat,cause,PersonX spills the kibble,PersonX fees the cat cause PersonX spills the kibble,cause_atomic_0_0,cnc,"[""<ARG0>PersonX fees the cat</ARG0> cause <ARG1>PersonX spills the kibble</ARG1>""]",0,id,0,PersonX fees the cat cause PersonX spills the kibble,0
PersonX notices a smell,cause,faints,PersonX notices a smell cause faints,cause_atomic_0_0,cnc,"[""<ARG0>PersonX notices a smell</ARG0> cause <ARG1>faints</ARG1>""]",0,id,0,PersonX notices a smell cause faints,0
PersonX goes back to my room,cause,looks at X,PersonX goes back to my room cause looks at X,cause_atomic_0_0,cnc,"[""<ARG0>PersonX goes back to my room</ARG0> cause <ARG1>looks at X</ARG1>""]",0,id,0,PersonX goes back to my room cause looks at X,0
PersonX grows quickly,cause,pains,PersonX grows quickly cause pains,cause_atomic_0_0,cnc,"[""<ARG0>PersonX grows quickly</ARG0> cause <ARG1>pains</ARG1>""]",0,id,0,PersonX grows quickly cause pains,0
PersonX mows PersonY's lawn,cause,gets payed,PersonX mows PersonY's lawn cause gets payed,cause_atomic_0_0,cnc,"[""PersonX mows PersonY s lawn cause <ARG1>gets payed</ARG1>""]",0,id,0,PersonX mows PersonY's lawn cause gets payed,0
PersonX puts ___ in storage,cause,gets a bill,PersonX puts ___ in storage cause gets a bill,cause_atomic_0_0,cnc,"[""<ARG0>PersonX puts ___ in storage</ARG0> cause <ARG1>gets a bill</ARG1>""]",0,id,0,PersonX puts  in storage cause gets a bill,0
PersonX feels a little guilty,cause,unhappy,PersonX feels a little guilty cause unhappy,cause_atomic_0_0,cnc,"[""<ARG0>PersonX feels a little guilty</ARG0> cause <ARG1>unhappy</ARG1>""]",0,id,0,PersonX feels a little guilty cause unhappy,0
PersonX left PersonY impression,cause,to write to PersonY,PersonX left PersonY impression cause to write to PersonY,cause_atomic_0_0,cnc,"[""<ARG0>PersonX left PersonY impression</ARG0> cause <ARG1>to write to PersonY</ARG1>""]",0,id,0,PersonX left PersonY impression cause to write to PersonY,0
PersonX runs fast,cause,gets exercise,PersonX runs fast cause gets exercise,cause_atomic_0_0,cnc,"[""<ARG0>PersonX runs fast</ARG0> cause <ARG1>gets exercise</ARG1>""]",0,id,0,PersonX runs fast cause gets exercise,0
PersonX loses ___ yesterday,cause,cannot find the object,PersonX loses ___ yesterday cause cannot find the object,cause_atomic_0_0,cnc,"[""<ARG0>PersonX loses ___ yesterday</ARG0> cause <ARG1>cannot find the object</ARG1>""]",0,id,0,PersonX loses  yesterday cause cannot find the object,0
PersonX takes the wheel,cause,avoids a crash,PersonX takes the wheel cause avoids a crash,cause_atomic_0_0,cnc,"[""<ARG0>PersonX takes the wheel</ARG0> cause <ARG1>avoids a crash</ARG1>""]",0,id,0,PersonX takes the wheel cause avoids a crash,0
PersonX needs to use the restroom,cause,Expels waste,PersonX needs to use the restroom cause Expels waste,cause_atomic_0_0,cnc,"[""<ARG0>PersonX needs to use the restroom</ARG0> cause <ARG1>Expels waste</ARG1>""]",0,id,0,PersonX needs to use the restroom cause Expels waste,0
PersonX is incredibly nervous,cause,reduces stress,PersonX is incredibly nervous cause reduces stress,cause_atomic_0_0,cnc,"[""<ARG0>PersonX is incredibly nervous</ARG0> cause <ARG1>reduces stress</ARG1>""]",0,id,0,PersonX is incredibly nervous cause reduces stress,0
PersonX makes it to the top,cause,Normal day changes,PersonX makes it to the top cause Normal day changes,cause_atomic_0_0,cnc,"[""<ARG0>PersonX makes it to the top</ARG0> cause <ARG1>Normal day changes</ARG1>""]",0,id,0,PersonX makes it to the top cause Normal day changes,0
PersonX learns PersonY's lesson,cause,they gain accomplishment,PersonX learns PersonY's lesson cause they gain accomplishment,cause_atomic_0_0,cnc,"[""PersonX learns PersonY s lesson cause <ARG1>they gain accomplishment</ARG1>""]",0,id,0,PersonX learns PersonY's lesson cause they gain accomplishment,0
PersonX feels something weird,cause,jerks hand back,PersonX feels something weird cause jerks hand back,cause_atomic_0_0,cnc,"[""<ARG0>PersonX feels something weird</ARG0> cause <ARG1>jerks hand back</ARG1>""]",0,id,0,PersonX feels something weird cause jerks hand back,0
PersonX keeps PersonY's company,cause,get work more,PersonX keeps PersonY's company cause get work more,cause_atomic_0_0,cnc,"[""PersonX keeps PersonY s company cause <ARG1>get work more</ARG1>""]",0,id,0,PersonX keeps PersonY's company cause get work more,0
PersonX dances with PersonY,cause,Gets sweaty,PersonX dances with PersonY cause Gets sweaty,cause_atomic_0_0,cnc,"[""<ARG0>PersonX dances with PersonY</ARG0> cause <ARG1>Gets sweaty</ARG1>""]",0,id,0,PersonX dances with PersonY cause Gets sweaty,0
PersonX is time to perform,cause,they go onstage,PersonX is time to perform cause they go onstage,cause_atomic_0_0,cnc,"[""<ARG0>PersonX is time to perform</ARG0> cause <ARG1>they go onstage</ARG1>""]",0,id,0,PersonX is time to perform cause they go onstage,0
PersonX plays baseball with PersonX's friends,cause,gets exercise,PersonX plays baseball with PersonX's friends cause gets exercise,cause_atomic_0_0,cnc,"[""PersonX plays baseball with PersonX s friends cause <ARG1>gets exercise</ARG1>""]",0,id,0,PersonX plays baseball with PersonX's friends cause gets exercise,0
PersonX becomes hungry,cause,stomach aches,PersonX becomes hungry cause stomach aches,cause_atomic_0_0,cnc,"[""<ARG0>PersonX becomes hungry</ARG0> cause <ARG1>stomach aches</ARG1>""]",0,id,0,PersonX becomes hungry cause stomach aches,0
PersonX bets PersonX's boots,cause,smiles,PersonX bets PersonX's boots cause smiles,cause_atomic_0_0,cnc,"[""PersonX bets PersonX s boots cause <ARG1>smiles</ARG1>""]",0,id,0,PersonX bets PersonX's boots cause smiles,0
PersonX wipes PersonY's eye,cause,Y shows emotion towards X.,PersonX wipes PersonY's eye cause Y shows emotion towards X.,cause_atomic_0_0,cnc,"[""PersonX wipes PersonY s eye cause <ARG1>Y shows emotion towards X.</ARG1>""]",0,id,0,PersonX wipes PersonY's eye cause Y shows emotion towards X.,0
PersonX takes PersonX's revenge,cause,gets in trouble,PersonX takes PersonX's revenge cause gets in trouble,cause_atomic_0_0,cnc,"[""PersonX takes PersonX s revenge cause <ARG1>gets in trouble</ARG1>""]",0,id,0,PersonX takes PersonX's revenge cause gets in trouble,0
PersonX makes eye contact,cause,smiles,PersonX makes eye contact cause smiles,cause_atomic_0_0,cnc,"[""<ARG0>PersonX makes eye contact</ARG0> cause <ARG1>smiles</ARG1>""]",0,id,0,PersonX makes eye contact cause smiles,0
PersonX swims around,cause,wipes his body dry.,PersonX swims around cause wipes his body dry.,cause_atomic_0_0,cnc,"[""<ARG0>PersonX swims around</ARG0> cause <ARG1>wipes his body dry.</ARG1>""]",0,id,0,PersonX swims around cause wipes his body dry.,0
PersonX teaches PersonY the art,cause,attempts to draw,PersonX teaches PersonY the art cause attempts to draw,cause_atomic_0_0,cnc,"[""<ARG0>PersonX teaches PersonY the art</ARG0> cause <ARG1>attempts to draw</ARG1>""]",0,id,0,PersonX teaches PersonY the art cause attempts to draw,0
PersonX reports the ___ to the police,cause,The police,PersonX reports the ___ to the police cause The police,cause_atomic_0_0,cnc,"[""<ARG0>PersonX reports the ___ to <ARG1>The police</ARG1></ARG0> cause <ARG1>The police</ARG1>""]",0,id,0,PersonX reports the  to the police cause The police,0
PersonX buys a sandwich,cause,gets full,PersonX buys a sandwich cause gets full,cause_atomic_0_0,cnc,"[""<ARG0>PersonX buys a sandwich</ARG0> cause <ARG1>gets full</ARG1>""]",0,id,0,PersonX buys a sandwich cause gets full,0
PersonX impresses everyone,cause,Person x senses that he has done well and experiences physical feelings of pride and exhilhiration,PersonX impresses everyone cause Person x senses that he has done well and experiences physical feelings of pride and exhilhiration,cause_atomic_0_0,cnc,"[""<ARG0>PersonX impresses everyone</ARG0> cause <ARG1>Person x senses that he has done well and experiences physical feelings of pride and exhilhiration</ARG1>""]",0,id,0,PersonX impresses everyone cause Person x senses that he has done well and experiences physical feelings of pride and exhilhiration,0
PersonX wears PersonY's helmet,cause,She helped him up,PersonX wears PersonY's helmet cause She helped him up,cause_atomic_0_0,cnc,"[""PersonX wears PersonY s helmet cause <ARG1>She helped him up</ARG1>""]",0,id,0,PersonX wears PersonY's helmet cause She helped him up,0
PersonX sells ___ on ebay,cause,get money,PersonX sells ___ on ebay cause get money,cause_atomic_0_0,cnc,"[""<ARG0>PersonX sells ___ on ebay</ARG0> cause <ARG1>get money</ARG1>""]",0,id,0,PersonX sells  on ebay cause get money,0
PersonX rolls down the window,cause,Looks around,PersonX rolls down the window cause Looks around,cause_atomic_0_0,cnc,"[""<ARG0>PersonX rolls down the window</ARG0> cause <ARG1>Looks around</ARG1>""]",0,id,0,PersonX rolls down the window cause Looks around,0
PersonX is frozen shut,cause,unfreezes,PersonX is frozen shut cause unfreezes,cause_atomic_0_0,cnc,"[""<ARG0>PersonX is frozen shut</ARG0> cause <ARG1>unfreezes</ARG1>""]",0,id,0,PersonX is frozen shut cause unfreezes,0
PersonX accompanies PersonY,cause,sense of belonging,PersonX accompanies PersonY cause sense of belonging,cause_atomic_0_0,cnc,"[""<ARG0>PersonX accompanies PersonY</ARG0> cause <ARG1>sense of belonging</ARG1>""]",0,id,0,PersonX accompanies PersonY cause sense of belonging,0
PersonX sees PersonY's favorite band,cause,shouts,PersonX sees PersonY's favorite band cause shouts,cause_atomic_0_0,cnc,"[""PersonX sees PersonY s favorite band cause <ARG1>shouts</ARG1>""]",0,id,0,PersonX sees PersonY's favorite band cause shouts,0
PersonX wins the award,cause,gets invited to party,PersonX wins the award cause gets invited to party,cause_atomic_0_0,cnc,"[""<ARG0>PersonX wins the award</ARG0> cause <ARG1>gets invited to party</ARG1>""]",0,id,0,PersonX wins the award cause gets invited to party,0
PersonX pops ___ in PersonX's mouth,cause,personX gains nutrition.,PersonX pops ___ in PersonX's mouth cause personX gains nutrition.,cause_atomic_0_0,cnc,"[""PersonX pops ___ in PersonX s mouth cause <ARG1>personX gains nutrition.</ARG1>""]",0,id,0,PersonX pops  in PersonX's mouth cause personX gains nutrition.,0
PersonX seems good to PersonY,cause,hugs PersonY,PersonX seems good to PersonY cause hugs PersonY,cause_atomic_0_0,cnc,"[""<ARG0>PersonX seems good to PersonY</ARG0> cause <ARG1>hugs PersonY</ARG1>""]",0,id,0,PersonX seems good to PersonY cause hugs PersonY,0
PersonX opens the email,cause,resonds,PersonX opens the email cause resonds,cause_atomic_0_0,cnc,"[""<ARG0>PersonX opens the email</ARG0> cause <ARG1>resonds</ARG1>""]",0,id,0,PersonX opens the email cause resonds,0
PersonX catches in the rain,cause,gets water in eyes,PersonX catches in the rain cause gets water in eyes,cause_atomic_0_0,cnc,"[""<ARG0>PersonX catches in the rain</ARG0> cause <ARG1>gets water in eyes</ARG1>""]",0,id,0,PersonX catches in the rain cause gets water in eyes,0
PersonX finds PersonY's voice,cause,Person X asks person Y to sing.,PersonX finds PersonY's voice cause Person X asks person Y to sing.,cause_atomic_0_0,cnc,"[""PersonX finds PersonY s voice cause <ARG1>Person X asks person Y to sing.</ARG1>""]",0,id,0,PersonX finds PersonY's voice cause Person X asks person Y to sing.,0
PersonX picks ___ up right away,cause,loses balance,PersonX picks ___ up right away cause loses balance,cause_atomic_0_0,cnc,"[""<ARG0>PersonX picks ___ up right away</ARG0> cause <ARG1>loses balance</ARG1>""]",0,id,0,PersonX picks  up right away cause loses balance,0
PersonX holds the ___ for years,cause,they worry about less,PersonX holds the ___ for years cause they worry about less,cause_atomic_0_0,cnc,"[""<ARG0>PersonX holds the ___ for years</ARG0> cause <ARG1>they worry about less</ARG1>""]",0,id,0,PersonX holds the  for years cause they worry about less,0
PersonX climbs PersonY,cause,is climbed,PersonX climbs PersonY cause is climbed,cause_atomic_0_0,cnc,"[""<ARG0>PersonX climbs PersonY</ARG0> cause <ARG1>is climbed</ARG1>""]",0,id,0,PersonX climbs PersonY cause is climbed,0
PersonX bothers PersonY much,cause,goes home,PersonX bothers PersonY much cause goes home,cause_atomic_0_0,cnc,"[""<ARG0>PersonX bothers PersonY much</ARG0> cause <ARG1>goes home</ARG1>""]",0,id,0,PersonX bothers PersonY much cause goes home,0
PersonX does ___ without consulting,cause,Was blamed,PersonX does ___ without consulting cause Was blamed,cause_atomic_0_0,cnc,"[""<ARG0>PersonX does ___ without consulting</ARG0> cause <ARG1>Was blamed</ARG1>""]",0,id,0,PersonX does  without consulting cause Was blamed,0
PersonX listens to PersonY's mother,cause,learns something new,PersonX listens to PersonY's mother cause learns something new,cause_atomic_0_0,cnc,"[""PersonX listens to PersonY s mother cause <ARG1>learns something new</ARG1>""]",0,id,0,PersonX listens to PersonY's mother cause learns something new,0
PersonX goes see a doctor,cause,says hello,PersonX goes see a doctor cause says hello,cause_atomic_0_0,cnc,"[""<ARG0>PersonX goes see a doctor</ARG0> cause <ARG1>says hello</ARG1>""]",0,id,0,PersonX goes see a doctor cause says hello,0
PersonX causes ___ later,cause,PersonX gets arrested,PersonX causes ___ later cause PersonX gets arrested,cause_atomic_0_0,cnc,"[""<ARG0>PersonX causes ___ later</ARG0> cause <ARG1>PersonX gets arrested</ARG1>""]",0,id,0,PersonX causes  later cause PersonX gets arrested,0
PersonX gets hit,cause,assign negative emotions to the hitter.,PersonX gets hit cause assign negative emotions to the hitter.,cause_atomic_0_0,cnc,"[""<ARG0>PersonX gets hit</ARG0> cause <ARG1>assign negative emotions to the hitter.</ARG1>""]",0,id,0,PersonX gets hit cause assign negative emotions to the hitter.,0
PersonX stops at the red light,cause,avoids accidents,PersonX stops at the red light cause avoids accidents,cause_atomic_0_0,cnc,"[""<ARG0>PersonX stops at the red light</ARG0> cause <ARG1>avoids accidents</ARG1>""]",0,id,0,PersonX stops at the red light cause avoids accidents,0
PersonX files for unemployment,cause,gets unemployment benefits,PersonX files for unemployment cause gets unemployment benefits,cause_atomic_0_0,cnc,"[""<ARG0>PersonX files for unemployment</ARG0> cause <ARG1>gets unemployment benefits</ARG1>""]",0,id,0,PersonX files for unemployment cause gets unemployment benefits,0
PersonX cries all the way to the bank,cause,goes to priest to confess,PersonX cries all the way to the bank cause goes to priest to confess,cause_atomic_0_0,cnc,"[""<ARG0>PersonX cries all the way to the bank</ARG0> cause <ARG1>goes to priest to confess</ARG1>""]",0,id,0,PersonX cries all the way to the bank cause goes to priest to confess,0
