corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,Event1_Type,Event2_Type,relation,stripped_index,type_relation,Max_Similarity,Relation
cnc,1.0,1.0,0.0,prevent_1_1_0,"Suning wants to save as much as possible both on the purchase of new players and salaries, as well as potentially selling those with the highest value, an approach that Conte believes incompatible with the club's desire to play at the highest level in Europe.","[""<ARG0>Suning</ARG0> wants to save as much as possible both on the purchase of new players and salaries, as well as potentially selling those with the highest value, an approach that Conte believes incompatible with the club s desire to play at the highest level in <ARG1>Europe</ARG1>.""]",0.0,Financial Decision,Competitive Incompatibility,prevent,prevent,Financial Decision prevent Competitive Incompatibility,,
cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced that it will be investing in new public transportation systems to reduce traffic congestion.,"[""The government has also announced that it will be <ARG0>investing</ARG0> in new public transportation systems to <ARG1>reduce</ARG1> traffic congestion.""]",0.0,Investment in new public transportation systems,Traffic Congestion Reduction,enable,enable,Investment in new public transportation systems enable Traffic Congestion Reduction,,
cnc,1.0,1.0,0.0,enable_1_1_0,"Iran's candidate-vetting Guardian Council on Tuesday approved seven hopefuls to run in the June 18 poll to succeed Rouhani, a moderate who under the constitution must step down after his second consecutive term.","[""Iran s candidate-vetting Guardian <ARG0>Council</ARG0> on Tuesday approved seven hopefuls to <ARG1>run</ARG1> in the June 18 poll to succeed Rouhani, a moderate who under the constitution must step down after his second consecutive term.""]",0.0,Political Event,Election,enable,enable,Political Event enable Election,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to prevent the exploitation of workers.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to prevent the <ARG1>Exploitation</ARG1> of workers.""]",0.0,Natural Disaster,Labor Rights Protection,prevent,prevent,Natural Disaster prevent Labor Rights Protection,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has also adopted a resolution to promote the peaceful resolution of conflicts and to protect human rights.,"[""The United Nations has also adopted a <ARG0>resolution</ARG0> to <ARG1>promote</ARG1> the peaceful <ARG0>resolution</ARG0> of conflicts and to protect human rights.""]",0.0,Natural Disaster,International Cooperation and Human Rights,enable,enable,Natural Disaster enable International Cooperation and Human Rights,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Afghanistan in an effort to prevent the country from destabilizing the region.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Afghanistan in an effort to prevent the country from <ARG1>Destabilizing</ARG1> the region.""]",0.0,Economic Sanction,Geopolitical Instability,prevent,prevent,Economic Sanction prevent Geopolitical Instability,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a new resolution that calls for all member states to take steps to protect the rights of indigenous peoples.,"[""The United Nations has adopted a new <ARG0>resolution</ARG0> that calls for all member states to take steps to <ARG1>protect</ARG1> the rights of indigenous peoples.""]",0.0,Natural Disaster,Human Rights Development,enable,enable,Natural Disaster enable Human Rights Development,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"General Motors, Ford's main competitor in the US market, pledged in January to stop making diesel- or gasoline-powered cars.","[""General Motors, Ford s main competitor in the US market, <ARG0>pledged</ARG0> in January to stop <ARG1>making</ARG1> diesel- or gasoline-powered cars.""]",0.0,Business Strategy Change,Product Discontinuation,prevent,prevent,Business Strategy Change prevent Product Discontinuation,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed sanctions on Iran in an effort to prevent the country from developing nuclear weapons.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on Iran in an effort to prevent the country from <ARG1>Developing</ARG1> nuclear weapons.""]",0.0,Economic Sanction,Nuclear Weapons Development,prevent,prevent,Economic Sanction prevent Nuclear Weapons Development,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on a country in an effort to prevent it from engaging in illegal activities.,"[""The United Nations has imposed an arms <ARG0>Embargo</ARG0> on a country in an effort to prevent it from <ARG1>engaging</ARG1> in illegal activities.""]",0.0,Economic Sanction,Military Conflict,prevent,prevent,Economic Sanction prevent Military Conflict,,
cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced plans to invest in research and development initiatives to promote innovation and technological advancement.,"[""The government has also announced plans to <ARG0>invest</ARG0> in research and development initiatives to promote <ARG1>innovation</ARG1> and technological advancement.""]",0.0,Natural Disaster,Government Initiative,enable,enable,Natural Disaster enable Government Initiative,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the spread of environmental pollution.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the spread of <ARG1>environmental pollution</ARG1>.""]",0.0,Natural Disaster,Environmental Regulation,prevent,prevent,Natural Disaster prevent Environmental Regulation,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence and human rights abuses.,"[""The United Nations has imposed an arms <ARG0>embargo</ARG0> on Syria in an effort to prevent further <ARG1>Violence</ARG1> and human rights abuses.""]",0.0,Arms Embargo,Human Rights Abuses,prevent,prevent,Arms Embargo prevent Human Rights Abuses,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The White House revealed yesterday that the deposed Kuwaiti government had formally requested the U.S. to enforce the full trade embargo imposed by the United Nations on Iraq, allowing the U.S. and other countries to start blocking ships carrying Iraqi goods immediately.","[""The White House revealed yesterday that the deposed Kuwaiti government had formally <ARG0>requested</ARG0> the U.S. to enforce the full trade embargo imposed by the United Nations on Iraq, allowing the U.S. and other countries to start <ARG1>blocking</ARG1> ships carrying Iraqi goods immediately.""]",0.0,Natural Disaster,Diplomatic Request,enable,enable,Natural Disaster enable Diplomatic Request,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution to end the conflict in Syria and promote peace and stability in the region.,"[""The United Nations has passed a <ARG0>resolution</ARG0> to <ARG1>end</ARG1> the conflict in Syria and promote peace and stability in the region.""]",0.0,International Agreement,Conflict Resolution,enable,enable,International Agreement enable Conflict Resolution,,
cnc,1.0,1.0,0.0,enable_1_1_0,"""I don't know what really happened in front of me, but I came into the corner and saw some guys on the ground and I couldn't pass on the right side because I was next to another guy, so I didn't have any chances to avoid a crash.","[""I don t know what really happened in front of me, but I came into the corner and saw some guys on the <ARG0>ground</ARG0> and I couldn t pass on the right side because I was next to another guy, so I didn t have any chances to avoid a <ARG1>crash</ARG1>.""]",0.0,Traffic Accident,Traffic Collision,enable,enable,Traffic Accident enable Traffic Collision,,
cnc,1.0,1.0,0.0,enable_1_1_0,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,"[""But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The allied<ARG0>rejection</ARG0> of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to <ARG1>seize</ARG1> the initiativefrom an Iraq seemingly bent on dictating peace terms.""]",0.0,Diplomatic Rejection,Military Seizure of Initiative,enable,enable,Diplomatic Rejection enable Military Seizure of Initiative,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the exploitation of workers, including increased regulation of working conditions and increased enforcement of labor laws.","[""The government has implemented a series of measures to prevent the <ARG1>Exploitation</ARG1> of workers, including increased <ARG0>Regulation</ARG0> of working conditions and increased enforcement of labor laws.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed sanctions on Venezuela in an effort to prevent the country from supporting terrorist activities.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on Venezuela in an effort to prevent the country from <ARG1>Supporting</ARG1> terrorist activities.""]",0.0,Economic Sanction,Support for Terrorist Activities,prevent,prevent,Economic Sanction prevent Support for Terrorist Activities,,
cnc,1.0,1.0,0.0,enable_1_1_0,"This is the second time the fragmented centre-left opposition has failed to pass a no-confidence motion against him, their first attempt having fallen in February.","[""This is the second time the fragmented centre-left <ARG0>opposition</ARG0> has failed to pass a no-confidence <ARG1>motion</ARG1> against him, their first attempt having fallen in February.""]",0.0,Political Deadlock,No-Confidence Motion Failure,enable,enable,Political Deadlock enable No-Confidence Motion Failure,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the illegal trafficking of weapons, including increased border security and increased penalties.","[""The government has implemented a series of measures to prevent the illegal <ARG1>Trafficking</ARG1> of weapons, including increased border <ARG0>Security</ARG0> and increased penalties.""]",0.0,Natural Disaster,Security Measure,prevent,prevent,Natural Disaster prevent Security Measure,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The United Nations Security Council has also adopted a resolution calling for the establishment of a monitoring mission to ensure compliance with the ceasefire, and to facilitate the delivery of humanitarian aid to affected areas, as well as to promote a lasting peace between the two sides.","[""The United Nations Security Council has also adopted a <ARG0>resolution</ARG0> calling for the establishment of a monitoring mission to ensure <ARG1>compliance</ARG1> with the ceasefire, and to facilitate the delivery of humanitarian aid to affected areas, as well as to promote a lasting peace between the two sides.""]",0.0,Natural Disaster,United Nations Security Council Resolution,enable,enable,Natural Disaster enable United Nations Security Council Resolution,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the exploitation of vulnerable populations, including increased oversight of employers and increased penalties for those who violate labor laws.","[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the <ARG1>Exploitation</ARG1> of vulnerable populations, including increased oversight of employers and increased penalties for those who violate labor laws.""]",0.0,Regulatory Change,Protection of Vulnerable Populations,prevent,prevent,Regulatory Change prevent Protection of Vulnerable Populations,,
cnc,1.0,1.0,0.0,enable_1_1_0,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ","[""Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction s early <ARG0>removal</ARG0> to let GM <ARG1>amass</ARG1> more than 15% or mount a friendly suitor bid against Ford.""]",0.0,Regulatory Change,Mergers and Acquisitions,enable,enable,Regulatory Change enable Mergers and Acquisitions,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Libya in an effort to prevent further violence in the region.,"[""The United Nations has imposed an arms <ARG0>embargo</ARG0> on Libya in an effort to prevent further <ARG1>violence</ARG1> in the region.""]",0.0,Arms Embargo,Violence in Libya,prevent,prevent,Arms Embargo prevent Violence in Libya,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has taken steps to prevent the use of money laundering, including introducing new laws to regulate the flow of funds.","[""The government has taken steps to prevent the use of money <ARG1>Laundering</ARG1>, including introducing new <ARG0>laws</ARG0> to regulate the flow of funds.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the country from engaging in further conflict.,"[""The United Nations has imposed an arms <ARG0>Embargo</ARG0> on South Sudan in an effort to prevent the country from engaging in further <ARG1>Conflict</ARG1>.""]",0.0,Arms Embargo,Conflict,prevent,prevent,Arms Embargo prevent Conflict,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence in the region.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Syria in an effort to prevent further <ARG1>Violence</ARG1> in the region.""]",0.0,Arms Embargo,Violence in Syria,prevent,prevent,Arms Embargo prevent Violence in Syria,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to prevent the exploitation of minorities.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to prevent the <ARG1>exploitation</ARG1> of minorities.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a trade embargo on Syria in an effort to prevent the country from destabilizing the region.,"[""The United Nations has imposed a trade <ARG0>Embargo</ARG0> on Syria in an effort to prevent the country from <ARG1>Destabilizing</ARG1> the region.""]",0.0,Economic Sanction,Geopolitical Instability,prevent,prevent,Economic Sanction prevent Geopolitical Instability,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a no-fly zone over Syria in an effort to prevent further violence against civilians.,"[""The United Nations has imposed a <ARG0>No-fly</ARG0> zone over Syria in an effort to prevent further <ARG1>Violence</ARG1> against civilians.""]",0.0,Humanitarian Intervention,Conflict Escalation,prevent,prevent,Humanitarian Intervention prevent Conflict Escalation,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"Former US lawmaker John Warner, who opposed George W. Bush's Iraq troop surge and was once married to Hollywood star Elizabeth Taylor, has died at the age of 94, reports said Wednesday.","[""Former US lawmaker <ARG0>John Warner</ARG0>, who opposed George W. Bush s Iraq troop <ARG1>surge</ARG1> and was once married to Hollywood star Elizabeth Taylor, has died at the age of 94, reports said Wednesday.""]",0.0,Obituary,Military Action,prevent,prevent,Obituary prevent Military Action,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a travel ban on certain individuals in an effort to prevent them from engaging in activities that could destabilize the region.,"[""The United Nations has imposed a <ARG0>Travel ban</ARG0> on certain individuals in an effort to prevent them from engaging in activities that could <ARG1>destabilize</ARG1> the region.""]",0.0,Travel Ban,Destabilization Prevention,prevent,prevent,Travel Ban prevent Destabilization Prevention,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has taken steps to prevent the use of bribery and corruption, including introducing new laws to regulate the awarding of government contracts.","[""The government has taken steps to prevent the use of bribery and <ARG1>Corruption</ARG1>, including introducing new <ARG0>laws</ARG0> to regulate the awarding of government contracts.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a resolution calling for an end to the use of child labor in any form.,"[""The United Nations has adopted a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of child labor in any form.""]",0.0,Human Rights Development,Labor Policy Change,enable,enable,Human Rights Development enable Labor Policy Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States and its allies have deployed a massive military presence in the Persian Gulf region to prevent Iraq from invading its neighbors.,"[""The United States and its allies have deployed a massive <ARG0>military</ARG0> presence in the Persian Gulf region to prevent Iraq from <ARG1>invading</ARG1> its neighbors.""]",0.0,Military Deployment,Invasion Threat,prevent,prevent,Military Deployment prevent Invasion Threat,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the spread of disease.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the spread of <ARG1>disease</ARG1>.""]",0.0,Natural Disaster,Public Health Measure,prevent,prevent,Natural Disaster prevent Public Health Measure,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution to promote the rights of indigenous peoples around the world.,"[""The United Nations has passed a <ARG0>resolution</ARG0> to <ARG1>promote</ARG1> the rights of indigenous peoples around the world.""]",0.0,Human Rights Development,International Cooperation and Diplomacy,enable,enable,Human Rights Development enable International Cooperation and Diplomacy,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' elections.,"[""The United States has imposed <ARG0>Economic sanctions</ARG0> on Russia in an effort to prevent the country from <ARG1>Interfering</ARG1> in other countries  elections.""]",0.0,Economic Sanctions,Election Interference,prevent,prevent,Economic Sanctions prevent Election Interference,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"""Belarusians now no longer have the possibility of fleeing Belarus if they want to escape the regime,"" she told AFP in an interview after EU leaders at a summit this week agreed to ban Belarusian carriers.","[""Belarusians now no longer have the possibility of fleeing Belarus if they want to <ARG1>escape</ARG1> the regime,  she told AFP in an interview after EU leaders at a <ARG0>summit</ARG0> this week agreed to ban Belarusian carriers.""]",0.0,Government Policy Change,Restrictions on Travel,prevent,prevent,Government Policy Change prevent Restrictions on Travel,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.,"[""The <ARG0>move</ARG0> boosts Intelogic Chairman Asher Edelman s stake to 20% from 16.2% and may help prevent Martin Ackerman from <ARG1>making</ARG1> a run at the computer-services concern.""]",0.0,Corporate Governance Change,Investment and Finance,prevent,prevent,Corporate Governance Change prevent Investment and Finance,,
cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has passed a resolution to increase the amount of aid it provides to developing countries.,"[""The European Union has passed a <ARG0>resolution</ARG0> to <ARG1>increase</ARG1> the amount of aid it provides to developing countries.""]",0.0,Government Policy Change,Aid Increase,enable,enable,Government Policy Change enable Aid Increase,,
cnc,1.0,1.0,0.0,enable_1_1_0,Prime Minister Margaret Thatcher might be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a hostile takeover bid against Ford.,"[""Prime Minister Margaret Thatcher might be receptive to any <ARG0>request</ARG0> by Jaguar Chairman Sir John Egan for the restriction s early removal to let GM <ARG1>amass</ARG1> more than 15% or mount a hostile takeover bid against Ford.""]",0.0,Corporate Takeover Attempt,Government Regulation Modification,enable,enable,Corporate Takeover Attempt enable Government Regulation Modification,,
cnc,1.0,1.0,0.0,enable_1_1_0,The Canadian government has announced a new initiative to help Indigenous communities access clean drinking water.,"[""The Canadian government has announced a new <ARG0>initiative</ARG0> to help Indigenous communities <ARG1>access</ARG1> clean drinking water.""]",0.0,Government Initiative,Access to Clean Drinking Water,enable,enable,Government Initiative enable Access to Clean Drinking Water,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Afghanistan in an effort to prevent the country from supporting terrorist activities.,"[""The United Nations has imposed an arms <ARG0>embargo</ARG0> on Afghanistan in an effort to prevent the country from supporting <ARG1>terrorist</ARG1> activities.""]",0.0,Economic Sanction,Counter-Terrorism Measure,prevent,prevent,Economic Sanction prevent Counter-Terrorism Measure,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the spread of extremism.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the spread of <ARG1>extremism</ARG1>.""]",0.0,Natural Disaster,Government Measure,prevent,prevent,Natural Disaster prevent Government Measure,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the government from using weapons against its own citizens.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Sudan in an effort to prevent the government from <ARG1>using</ARG1> weapons against its own citizens.""]",0.0,Arms Embargo,Government Use of Weapons Against Citizens,prevent,prevent,Arms Embargo prevent Government Use of Weapons Against Citizens,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.,"[""The United Nations has imposed <ARG0>Sanctions</ARG0> on North Korea in an effort to prevent the country from <ARG1>developing</ARG1> nuclear weapons.""]",0.0,Economic Sanctions,Nuclear Weapons Development,prevent,prevent,Economic Sanctions prevent Nuclear Weapons Development,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the spread of terrorism, including increased surveillance of suspected terrorists.","[""The government has implemented a series of measures to prevent the spread of <ARG1>Terrorism</ARG1>, including increased <ARG0>Surveillance</ARG0> of suspected terrorists.""]",0.0,Surveillance,Counter-Terrorism Measures,prevent,prevent,Surveillance prevent Counter-Terrorism Measures,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United States has imposed tariffs on Chinese imports in an effort to reduce the trade deficit.,"[""The United States has imposed <ARG0>tariffs</ARG0> on Chinese imports in an effort to <ARG1>reduce</ARG1> the trade deficit.""]",0.0,Natural Disaster,Trade Policy Change,enable,enable,Natural Disaster enable Trade Policy Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"Mr. Bush forestalled further diplomatic maneuvering byissuing an ultimatum on behalf of the allies demanding thatIraq withdraw within a week, starting at noon Saturday.","[""Mr. Bush forestalled further diplomatic <ARG1>maneuvering</ARG1> by<ARG0>issuing</ARG0> an ultimatum on behalf of the allies demanding thatIraq withdraw within a week, starting at noon Saturday.""]",0.0,Natural Disaster,Ultimatum,prevent,prevent,Natural Disaster prevent Ultimatum,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has passed a resolution to prevent the recruitment of mercenaries.,"[""The United Nations has passed a <ARG0>resolution</ARG0> to prevent the <ARG1>recruitment</ARG1> of mercenaries.""]",0.0,International Agreement,Recruitment Restriction,prevent,prevent,International Agreement prevent Recruitment Restriction,,
cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has adopted a resolution calling for an end to the use of torture in detention facilities.,"[""The European Union has adopted a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of torture in detention facilities.""]",0.0,Natural Disaster,Human Rights Policy Change,enable,enable,Natural Disaster enable Human Rights Policy Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The EU banned Belarusian planes from the bloc's airspace to avoid flying over the ex-Soviet country ruled by Alexander Lukashenko, often dubbed ""Europe's last dictator"".","[""The EU <ARG0>banned</ARG0> Belarusian planes from the bloc s airspace to avoid <ARG1>flying</ARG1> over the ex-Soviet country ruled by Alexander Lukashenko, often dubbed  Europe s last dictator .""]",0.0,Trade and Travel Restriction,Political Tension and Conflict,prevent,prevent,Trade and Travel Restriction prevent Political Tension and Conflict,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The European Union has imposed economic sanctions on Russia in an effort to prevent the country from further destabilizing Ukraine.,"[""The European Union has imposed economic <ARG0>Sanctions</ARG0> on Russia in an effort to prevent the country from further <ARG1>Destabilizing</ARG1> Ukraine.""]",0.0,Economic Sanctions,Geopolitical Tension,prevent,prevent,Economic Sanctions prevent Geopolitical Tension,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has created a new fund to help developing countries access clean energy.,"[""The United Nations has created a new <ARG0>fund</ARG0> to help developing countries <ARG1>access</ARG1> clean energy.""]",0.0,Financial Initiative,Energy Access Initiative,enable,enable,Financial Initiative enable Energy Access Initiative,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Afghanistan in an effort to prevent further violence in the region.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Afghanistan in an effort to prevent further <ARG1>Violence</ARG1> in the region.""]",0.0,Arms Embargo,Violence in Afghanistan,prevent,prevent,Arms Embargo prevent Violence in Afghanistan,,
cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has also adopted a resolution to promote the rights of refugees and migrants.,"[""The European Union has also adopted a <ARG0>resolution</ARG0> to <ARG1>promote</ARG1> the rights of refugees and migrants.""]",0.0,Government Policy Change,Human Rights Advocacy,enable,enable,Government Policy Change enable Human Rights Advocacy,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The European Union has imposed economic sanctions on Russia in an effort to prevent the country from destabilizing the region.,"[""The European Union has imposed economic <ARG0>sanctions</ARG0> on Russia in an effort to prevent the country from <ARG1>destabilizing</ARG1> the region.""]",0.0,Economic Sanctions,Geopolitical Tension,prevent,prevent,Economic Sanctions prevent Geopolitical Tension,,
cnc,1.0,1.0,0.0,enable_1_1_0,The Canadian government has announced a new policy to increase the minimum wage for workers in the hospitality industry.,"[""The Canadian government has announced a new <ARG0>policy</ARG0> to <ARG1>increase</ARG1> the minimum wage for workers in the hospitality industry.""]",0.0,Government Policy Change,Economic Change,enable,enable,Government Policy Change enable Economic Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a naval blockade on Somalia in an effort to prevent the country from exporting weapons.,"[""The United Nations has imposed a <ARG0>Naval blockade</ARG0> on Somalia in an effort to prevent the country from <ARG1>Exporting</ARG1> weapons.""]",0.0,Naval Blockade,Weapons Export Ban,prevent,prevent,Naval Blockade prevent Weapons Export Ban,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to prevent the exploitation of immigrants.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to prevent the <ARG1>Exploitation</ARG1> of immigrants.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed sanctions on Zimbabwe in an effort to prevent the country from violating human rights.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on Zimbabwe in an effort to prevent the country from <ARG1>Violating</ARG1> human rights.""]",0.0,Economic Sanction,Human Rights Violation,prevent,prevent,Economic Sanction prevent Human Rights Violation,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed economic sanctions on Sudan in an effort to prevent the country from destabilizing the region.,"[""The United States has imposed <ARG0>Economic sanctions</ARG0> on Sudan in an effort to prevent the country from <ARG1>Destabilizing</ARG1> the region.""]",0.0,Economic Sanctions,Regional Destabilization,prevent,prevent,Economic Sanctions prevent Regional Destabilization,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the spread of hate speech.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the spread of <ARG1>hate speech</ARG1>.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the use of chemical weapons in conflict zones.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of chemical weapons in conflict zones.""]",0.0,International Agreement,Conflict Resolution,enable,enable,International Agreement enable Conflict Resolution,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the country from destabilizing the region.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on South Sudan in an effort to prevent the country from <ARG1>Destabilizing</ARG1> the region.""]",0.0,Economic Sanction,Political Instability,prevent,prevent,Economic Sanction prevent Political Instability,,
cnc,1.0,1.0,0.0,enable_1_1_0,The Canadian government has announced a new program to help low-income families access affordable housing.,"[""The Canadian government has announced a new <ARG0>program</ARG0> to help low-income families <ARG1>access</ARG1> affordable housing.""]",0.0,Social Welfare Program Launch,Access to Affordable Housing,enable,enable,Social Welfare Program Launch enable Access to Affordable Housing,,
cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has agreed to a new trade agreement that will reduce tariffs and other barriers to trade between member countries.,"[""The European Union has agreed to a new trade <ARG0>agreement</ARG0> that will <ARG1>reduce</ARG1> tariffs and other barriers to trade between member countries.""]",0.0,Natural Disaster,Trade Agreement,enable,enable,Natural Disaster enable Trade Agreement,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to protect the public from fraudulent financial practices.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from <ARG1>Fraudulent Financial Practices</ARG1>.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Syria in an effort to prevent the government from committing human rights abuses.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Syria in an effort to prevent the government from committing <ARG1>Human rights abuses</ARG1>.""]",0.0,Arms Embargo,Human Rights Abuses,prevent,prevent,Arms Embargo prevent Human Rights Abuses,,
