corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,event0,event1,label,triplets
AFPNEWS,train102,103,0,enable_our_data_0_0103,"The pass, which can be downloaded on a person's mobile phone two weeks after receiving their second shot, gives the bearer permission to move about freely in cities under lockdown to go to the supermarket, pharmacy, or for open air exercise.","[""The <ARG0>pass</ARG0>, which can be downloaded on a persons mobile phone two weeks after receiving their second shot, <SIG0>give</SIG0>s the bearer <ARG1>permission</ARG1> to move about freely in cities under lockdown to go to the supermarket, pharmacy, or for open air exercise.""]",1,pass,permission,enable,<triplet> pass <subj> permission <obj> enable
NEWS,train138,139,0,0_our_data_0_0139,"Capital expenditure in 1990 will rise slightly, Mr. Marous said, from an estimated $470 million this year. ",[],0,rise,$470,0,<triplet> rise <subj> $470 <obj> 0
NEWS,train109,110,0,cause_our_data_0_0110,"He took Polly Peck, once a small fabric wholesaler, and used it at as a base to build a conglomerate that has been doubling its profits annually since 1980. ","[""He took Polly Peck, once a small fabric wholesaler, and used it at as a base to <ARG0>build</ARG0> a conglomerate that has been <ARG1>doubling</ARG1> its profits annually since 1980.""]",1,build,doubling,cause,<triplet> build <subj> doubling <obj> cause
NEWS,train195,196,0,cause_our_data_0_0196,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. ","[""However, its equity in the net income of National Steel <ARG1>declined</ARG1> to $6.3 million from $10.9 million as a result of softer demand and lost <ARG0>orders</ARG0> following prolonged labor talks and a threatened strike.""]",1,orders,declined,cause,<triplet> orders <subj> declined <obj> cause
NEWS,train261,262,0,cause_our_data_0_0262,"""As we regain our leadership level where we have been, and as we continue to put new products into the marketplace and need additional capacity, we will look at resuming our involvement with our plan,"" he said.    ","[""As we <ARG0>regain</ARG0> our leadership level where we have been, and as we continue to put new products into the marketplace and need additional capacity, we will <ARG1>look</ARG1> at resuming our involvement with our plan, he said.""]",1,regain,look,cause,<triplet> regain <subj> look <obj> cause
NEWS,train41,42,0,0_our_data_0_042,"The source said theyounger Bush ""sketched out for Sununu"" problems the president is encounteringbecause of the chief of staff's tenure.;   ""He was told . . . the handwritingwas on the wall,"" the source said Monday.;   That, the source said, was whenSununu started calling congressional Republicans and asking them to tell Bushthat the conservative wing of the party, in particular, would  object if hewere fired.;   Officials said the president himself met with Sununu Sunday. ",[],0,the,said,0,<triplet> the <subj> said <obj> 0
NEWS,train158,159,0,0_our_data_0_0159,"But, he observes, while makers suffer losses when program trading drags the market down, they also make money when program trading pushes the prices higher. ",[],0,when,he,0,<triplet> when <subj> he <obj> 0
NEWS,train49,50,0,0_our_data_0_050,"Columbia Savings amp Loan Association, reeling from thrift-accounting changes mandated by Congress and the recent collapse of the junk-bond market, announced a loss for the third quarter of $226.3 million, or $11.57 a share.    ",[],0,Loan,quarter,0,<triplet> Loan <subj> quarter <obj> 0
AFPNEWS,train111,112,0,prevent_our_data_0_0112,"Accidents in small-scale gold-mining, known locally as ""galamsey"", are common in the West African nation and President Nana Akufo-Addo has vowed a crackdown to curb its environmental damage.","[""Accidents in small-scale gold-mining, known locally as galamsey, are common in the West African nation and President Nana Akufo-Addo has vowed a <ARG0>crackdown</ARG0> to <SIG0>curb</SIG0> its environmental <ARG1>damage</ARG1>.""]",1,crackdown,damage,prevent,<triplet> crackdown <subj> damage <obj> prevent
NEWS,train36,37,0,0_our_data_0_037,"In the filing, Crane said that in the past it considered seeking control of Milton Roy, of St. Petersburg, Fla., through a merger or tender offer and that it expects to continue to evaluate an acquisition from time to time. ",[],0,an,seeking,0,<triplet> an <subj> seeking <obj> 0
NEWS,train256,257,0,cause_our_data_0_0257,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,"[""---   Unisys posted a $648.2 million <ARG1>loss</ARG1> for the third quarter as it moved quickly to take write-offs for various problems and <ARG0>prepare</ARG0> for a turnaround.""]",1,prepare,loss,cause,<triplet> prepare <subj> loss <obj> cause
NEWS,train278,279,0,cause_our_data_0_0279,"Mr. Vaux said that if no agreement is reached, other buyers will be sought by bid or auction. ","[""Mr. Vaux said that if no <ARG0>agreement</ARG0> is reached, other buyers will be <ARG1>sought</ARG1> by bid or auction.""]",1,agreement,sought,cause,<triplet> agreement <subj> sought <obj> cause
NEWS,train119,120,0,cause_our_data_0_0120,"National Intergroup in the year-ago third quarter earned $22.5 million, or 97 cents a share, including a gain of $18 million from the sale of a steel tube company. ","[""National Intergroup in the year-ago third quarter <ARG1>earned</ARG1> $22.5 million, or 97 cents a share, including a gain of $18 million from the <ARG0>sale</ARG0> of a steel tube company.""]",1,sale,earned,cause,<triplet> sale <subj> earned <obj> cause
NEWS,train102,103,0,cause_our_data_0_0103,"It will have 11.8 million shares outstanding after the offering, with Healthdyne owning about 65% of the total. ","[""It will have 11.8 million shares outstanding after the <ARG0>offering</ARG0>, with Healthdyne <ARG1>owning</ARG1> about 65% of the total.""]",1,offering,owning,cause,<triplet> offering <subj> owning <obj> cause
NEWS,train119,120,0,0_our_data_0_0120,"A senior dealer with Warburg Securities noted British Gas, the most active blue-chip stock at 20 million shares traded, was affected by the political implications of Mr. Lawson's departure and Mrs. Thatcher's cabinet shuffle.    ",[],0,Securities,active,0,<triplet> Securities <subj> active <obj> 0
AFPNEWS,train165,166,0,prevent_our_data_0_0166,"The multi-year Everbridge symposium series offers global leaders a valuable forum to exchange best practices on how to protect people and business assets; build back and grow revenue streams; increase business resiliency; and mitigate potential threats like IT outages, cyber-attacks, natural disasters, and many other critical events.","[""The multi-year Everbridge symposium series offers global leaders a valuable forum to exchange best <ARG0>practices</ARG0> on how to <SIG0>protect</SIG0> people and business assets; build back and grow revenue streams; increase business resiliency; and mitigate potential <ARG1>threats</ARG1> like IT outages, cyber-attacks, natural disasters, and many other critical events.""]",1,practices,threats,prevent,<triplet> practices <subj> threats <obj> prevent
AFPNEWS,train84,85,0,enable_our_data_0_085,"   -- A new adjustable voltage mode enabling a range from 15V to one of three maximum voltages (28V, 36V, or 48V) depending on the available power allowing the device being powered to request specific voltages to a 100 mV resolution.","[""-- A new adjustable voltage <ARG0>mode</ARG0> enabling a range from 15V to one of <ARG1>three</ARG1> maximum voltages (28V, 36V, or 48V) depending on the available power allowing the device being powered to request specific voltages to a 100 mV resolution.""]",1,mode,three,enable,<triplet> mode <subj> three <obj> enable
NEWS,train9,10,0,0_our_data_0_010,"This quarter's loss includes pretax charges of $4.9 million on the proposed discontinuation of the company's troubled British subsidiary, and $3.7 million of other write-offs the company said were non-recurring and principally related to inventory, publishing advances and pre-publication costs. ",[],0,and,"inventory,",0,"<triplet> and <subj> inventory, <obj> 0"
NEWS,train73,74,0,0_our_data_0_074,"MGM Grand said the latest stock offering wo n't cover the $600 million or more cost of building the proposed resort and theme park, and added it will need to seek additional financing, either through bank borrowings or debt and equity offerings, at a later date. ",[],0,date.,latest,0,<triplet> date. <subj> latest <obj> 0
AFPNEWS,train167,168,0,prevent_our_data_0_0168,"""If they can ban president Trump, all conservative voices could be next,"" House Minority Leader Kevin McCarthy tweeted.","[""If <ARG0>they</ARG0> can <SIG0>ban</SIG0> president Trump, all conservative <ARG1>voices</ARG1> could be next, House Minority Leader Kevin McCarthy tweeted.""]",1,they,voices,prevent,<triplet> they <subj> voices <obj> prevent
NEWS,train50,51,0,0_our_data_0_051,"Rather, Mr. Perlman said, Control Data intends to bid for the coming Minnesota lottery contract and is seeking new applications for the technology overseas, where ""there is great interest in games of skill."" ",[],0,great,lottery,0,<triplet> great <subj> lottery <obj> 0
NEWS,train176,177,0,cause_our_data_0_0177,"But as the craze died, Coleco failed  to come up with another winner and filed for bankruptcy-law protection in July 1988.    ","[""But as the craze <ARG0>died</ARG0>, Coleco <ARG1>failed</ARG1>  to come up with another winner and filed for bankruptcy-law protection in July 1988.""]",1,died,failed,cause,<triplet> died <subj> failed <obj> cause
NEWS,train311,312,0,cause_our_data_0_0312,"Outside the capital, several people were hurt when they rushed to get out of a school in the southwestern city of Les Cayes, said the Rev.","[""Outside the capital, several people were <ARG1>hurt</ARG1> when they <ARG0>rushed</ARG0> to get out of a school in the southwestern city of Les Cayes, said the Rev.""]",1,rushed,hurt,cause,<triplet> rushed <subj> hurt <obj> cause
NEWS,train118,119,0,0_our_data_0_0119,"Dealers said the turnover, largely confined to the 100-share index stocks, partly reflected the flurry of activity typical at the close of a two-week trading account and the start of a new account. ",[],0,trading,the,0,<triplet> trading <subj> the <obj> 0
NEWS,train11,12,0,0_our_data_0_012,"Anheuser said it continues to hold to its earlier-announced goal of a 50% U.S. market share by the mid-1990s.    Beneath the tepid news-release jargon lies a powerful threat from the brewing giant, which last year accounted for about 41% of all U.S. beer sales and is expected to see that grow to 42.5% in the current year. ",[],0,news-release,the,0,<triplet> news-release <subj> the <obj> 0
AFPNEWS,train115,116,0,prevent_our_data_0_0116,Analysts warned government restrictions and the slow vaccine rollout will hamper economic recovery efforts.,"[""Analysts warned government restrictions and the slow vaccine <ARG0>rollout</ARG0> will <SIG0>hamper</SIG0> economic <ARG1>recovery</ARG1> efforts.""]",1,rollout,recovery,prevent,<triplet> rollout <subj> recovery <obj> prevent
AFPNEWS,train109,110,0,prevent_our_data_0_0110,"Dismissing the motion against him, he said it contained ""so many absurd things that there is even no sense in answering to all of them"".","[""Dismissing the motion against him, he said it <SIG0>contain</SIG0>ed so many <ARG0>absurd</ARG0> things that there is even no sense in <ARG1>answering</ARG1> to all of them.""]",1,absurd,answering,prevent,<triplet> absurd <subj> answering <obj> prevent
NEWS,train301,302,0,cause_our_data_0_0302,"Even though the girl was on fire they kept hitting her and they were laughing as if they were enjoying what they were doing. ""","[""Even though the girl was on fire they kept hitting her and they were <ARG1>laughing</ARG1> as if they were <ARG0>enjoying</ARG0> what they were doing.""]",1,enjoying,laughing,cause,<triplet> enjoying <subj> laughing <obj> cause
AFPNEWS,train1,2,0,enable_our_data_0_02,Banks using The Temenos Banking Cloud have benefited from instant and massive scalability.,"[""Banks using The Temenos Banking <ARG0>cloud</ARG0> have <SIG0>benefit</SIG0>ed from instant and massive <ARG1>scalability</ARG1>.""]",1,cloud,scalability,enable,<triplet> cloud <subj> scalability <obj> enable
AFPNEWS,train120,121,0,prevent_our_data_0_0121,"Former US lawmaker John Warner, who opposed George W. Bush's Iraq troop surge and was once married to Hollywood star Elizabeth Taylor, has died at the age of 94, reports said Wednesday.","[""Former US lawmaker <ARG0>John Warner</ARG0>, who <SIG0>oppose</SIG0>d George W. Bushs Iraq troop <ARG1>surge</ARG1> and was once married to Hollywood star Elizabeth Taylor, has died at the age of 94, reports said Wednesday.""]",1,John Warner,surge,prevent,<triplet> John Warner <subj> surge <obj> prevent
NEWS,train48,49,0,0_our_data_0_049,The semiconductor concern said the interruption in shipment of its 80486 computer chip will be brief and have little impact on the company's earnings.,[],0,impact,little,0,<triplet> impact <subj> little <obj> 0
AFPNEWS,train103,104,0,enable_our_data_0_0104,"""It's far too much money for five birds but we are donating a large part to bird keepers in a centre near here to help animals in difficulty.","[""Its far too much money for five birds but we are <ARG0>donating</ARG0> a large part to bird keepers in a centre near here to <SIG0>help</SIG0> <ARG1>animals</ARG1> in difficulty.""]",1,donating,animals,enable,<triplet> donating <subj> animals <obj> enable
NEWS,train135,136,0,0_our_data_0_0136,"He said the independent power segment could grow to provide as much as 50% of near-term generation capacity, adding: ""We expect to supply a significant share of this market.""    ",[],0,as,generation,0,<triplet> as <subj> generation <obj> 0
NEWS,train37,38,0,0_our_data_0_038,"Unisys said that should help it save $500 million a year in costs, again at the high end of the previously reported range of $400 million to $500 million.    ",[],0,million,of,0,<triplet> million <subj> of <obj> 0
NEWS,train33,34,0,0_our_data_0_034,"U.S. andKuwaiti officials say there are reports that large numbers ofcivilians from Kuwait City are being rounded up and held byIraqi troops, apparently either for use as human shields orfor use later in bargaining once the war is over.   ",[],0,is,U.S.,0,<triplet> is <subj> U.S. <obj> 0
AFPNEWS,train149,150,0,prevent_our_data_0_0150,"The episode, a ""distributed denial-of-service"" attack, is a common type of cyberincident in which hackers saturate a system by sending a huge flood of requests, overwhelming the system and slowing or freezing operations.","[""The episode, a distributed denial-of-service <ARG0>attack</ARG0>, is a common type of cyberincident in which hackers saturate a system by sending a huge flood of requests, overwhelming the system and <SIG0>slow</SIG0>ing or freezing <ARG1>operations</ARG1>.""]",1,attack,operations,prevent,<triplet> attack <subj> operations <obj> prevent
NEWS,train217,218,0,cause_our_data_0_0218,"And when he and President Gorbachev spoke about thedecision in a talk lasting nearly an hour, the President tookpains to listen to what his counterpart had to say, althoughhe already had decided that the Soviet alternative to theallied deadline was unacceptable.   ","[""And when he and President Gorbachev <ARG0>spoke</ARG0> about thedecision in a talk lasting nearly an hour, the President <ARG1>took</ARG1>pains to listen to what his counterpart had to say, althoughhe already had decided that the Soviet alternative to theallied deadline was unacceptable.""]",1,spoke,took,cause,<triplet> spoke <subj> took <obj> cause
AFPNEWS,train7,8,0,enable_our_data_0_08,"Migrant workers in Lebanon have been hit hard by its multiple crises and half of them left jobless, the UN warned Wednesday, calling for voluntary returns to be scaled up.","[""Migrant workers in Lebanon have been hit hard by its multiple <ARG0>crises</ARG0> and half of them left <ARG1>jobless</ARG1>, the UN warned Wednesday, calling for voluntary returns to be scaled up.""]",1,crises,jobless,enable,<triplet> crises <subj> jobless <obj> enable
AFPNEWS,train86,87,0,enable_our_data_0_087,"""Amazon will help preserve MGM's heritage and catalog of films, and provide customers with greater access to these existing works.","[""Amazon will help preserve MGMs <ARG0>heritage</ARG0> and catalog of films, and <SIG0>provide</SIG0> customers with greater <ARG1>access</ARG1> to these existing works.""]",1,heritage,access,enable,<triplet> heritage <subj> access <obj> enable
NEWS,train168,169,0,cause_our_data_0_0169,"But because these claims are more difficult to evaluate and have been coming in more slowly, the company has no estimate of the impact of the earthquake on fourth-quarter results.    ","[""But because these claims are more difficult to evaluate and have been <ARG0>coming</ARG0> in more slowly, the company has no <ARG1>estimate</ARG1> of the impact of the earthquake on fourth-quarter results.""]",1,coming,estimate,cause,<triplet> coming <subj> estimate <obj> cause
NEWS,train88,89,0,0_our_data_0_089,It has said it hopes to control 5% of jewelry business in the U.S. by 1992; currently it controls about 2%.,[],0,business,in,0,<triplet> business <subj> in <obj> 0
NEWS,train101,102,0,cause_our_data_0_0102,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ","[""Instead, Sununu<ARG0>sought</ARG0> to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as a collection of small groups of aides <ARG1>holding</ARG1> their breaths,waiting to see whether Sununu survives.""]",1,sought,holding,cause,<triplet> sought <subj> holding <obj> cause
AFPNEWS,train5,6,0,enable_our_data_0_06,"The Sandbox includes access to Temenos Banking Services, Temenos MarketPlace, example data, and integration tools to enable banks to configure new products.","[""The <ARG0>Sandbox</ARG0> includes access to Temenos Banking Services, Temenos MarketPlace, example data, and integration tools to <SIG0>enable</SIG0> banks to <ARG1>configure</ARG1> new products.""]",1,Sandbox,configure,enable,<triplet> Sandbox <subj> configure <obj> enable
NEWS,train264,265,0,cause_our_data_0_0265,London shares were depressed initially by overnight losses in New York and by the drop in sterling after Mr. Lawson's resignation.,"[""London shares were <ARG1>depressed</ARG1> initially by overnight <ARG0>losses</ARG0> in New York and by the drop in sterling after Mr. Lawsons resignation.""]",1,losses,depressed,cause,<triplet> losses <subj> depressed <obj> cause
NEWS,train203,204,0,cause_our_data_0_0204,"Thomas Spiegel, Columbia's chairman, said in a statement that the thrift was "" disappointed"" by the effects of the accounting changes. ","[""Thomas Spiegel, Columbias chairman, said in a statement that the thrift was  <ARG1>disappointed</ARG1> by the effects of the accounting <ARG0>changes</ARG0>.""]",1,changes,disappointed,cause,<triplet> changes <subj> disappointed <obj> cause
NEWS,train303,304,0,cause_our_data_0_0304,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.',"[""He <ARG0>told</ARG0> me he wanted to see his mummy then I started <ARG1>crying</ARG1> and saidI do nt think youre ever going to see your mummy again.""]",1,told,crying,cause,<triplet> told <subj> crying <obj> cause
AFPNEWS,train144,145,0,prevent_our_data_0_0145,"""Belarusians now no longer have the possibility of fleeing Belarus if they want to escape the regime,"" she told AFP in an interview after EU leaders at a summit this week agreed to ban Belarusian carriers.","[""Belarusians now no longer have the possibility of fleeing Belarus if they want to <ARG1>escape</ARG1> the regime, she told AFP in an interview after EU leaders at a <ARG0>summit</ARG0> this week agreed to <SIG0>ban</SIG0> Belarusian carriers.""]",1,summit,escape,prevent,<triplet> summit <subj> escape <obj> prevent
NEWS,train103,104,0,cause_our_data_0_0104,"Reuters Holdings PLC said Michael Reupke resigned as general manager  to pursue unspecified interests, a move the news organization termed an ""amicable separation.""    ","[""Reuters Holdings PLC said Michael Reupke <ARG0>resigned</ARG0> as general manager  to pursue unspecified interests, a <ARG1>move</ARG1> the news organization termed an amicable separation.""]",1,resigned,move,cause,<triplet> resigned <subj> move <obj> cause
NEWS,train34,35,0,0_our_data_0_035,"But while its stock is selling at about half Control Data's estimated breakup value, neither Messrs. Perlman nor Price said he spends much time considering the possibility of a hostile takeover. ",[],0,estimated,Perlman,0,<triplet> estimated <subj> Perlman <obj> 0
AFPNEWS,train178,179,0,prevent_our_data_0_0179,Thousands of Australian sports fans were told to self-isolate and get tested for coronavirus Wednesday after an infected spectator attended a match in Melbourne and the city raced to avoid another lockdown.,"[""Thousands of Australian sports fans were told to self-isolate and get <ARG0>tested</ARG0> for coronavirus Wednesday after an infected spectator attended a match in Melbourne and the city raced to <SIG0>avoid</SIG0> another <ARG1>lockdown</ARG1>.""]",1,tested,lockdown,prevent,<triplet> tested <subj> lockdown <obj> prevent
NEWS,train170,171,0,cause_our_data_0_0171,The charges were offset in part by a gain from the sale of the company's construction division.,"[""The charges were offset in part by a <ARG1>gain</ARG1> from the <ARG0>sale</ARG0> of the companys construction division.""]",1,sale,gain,cause,<triplet> sale <subj> gain <obj> cause
NEWS,train128,129,0,0_our_data_0_0129,"Concern about declines in other markets, especially New York, caused selling pressure.    ",[],0,in,"markets,",0,"<triplet> in <subj> markets, <obj> 0"
NEWS,train89,90,0,0_our_data_0_090,"""The reason this is getting so much visibility is that some started shipping and announced early availability,"" said Hewlett-Packard's Mr. Archuleta. ",[],0,so,Mr.,0,<triplet> so <subj> Mr. <obj> 0
AFPNEWS,train46,47,0,enable_our_data_0_047,"""We're excited to partner with Amazon and bring our trusted platform to new markets, empowering customers to succeed from anywhere by leveraging Hyperforce and all the advantages of public cloud computing.""","[""Were excited to partner with Amazon and bring our trusted <ARG0>platform</ARG0> to new markets, <SIG0>empower</SIG0>ing customers to succeed from anywhere by leveraging Hyperforce and all the advantages of public <ARG1>cloud</ARG1> computing.""]",1,platform,cloud,enable,<triplet> platform <subj> cloud <obj> enable
NEWS,train353,354,0,cause_our_data_0_0354,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls.","[""The Google.cn filter, which returns censored search results, was <ARG1>created</ARG1> after the original form of the U.S. - based search engine was routinely <ARG0>slowed</ARG0> or blocked by Chinas Internet controls.""]",1,slowed,created,cause,<triplet> slowed <subj> created <obj> cause
NEWS,train350,351,0,cause_our_data_0_0351,"Known for its slogan "" do n't do evil, "" Google's new position drew praise from supporters of free speech, who in the past have been critical of the search engine for agreeing to government censorship as a condition for opening its doors in China.""","[""<ARG0>Known</ARG0> for its slogan  do nt do evil,  Googles new position <ARG1>drew</ARG1> praise from supporters of free speech, who in the past have been critical of the search engine for agreeing to government censorship as a condition for opening its doors in China.""]",1,Known,drew,cause,<triplet> Known <subj> drew <obj> cause
NEWS,train135,136,0,cause_our_data_0_0136,"Since KKR bought RJR in February for $25 billion of debt, it has agreed to sell nearly $5 billion of RJR assets. ","[""Since KKR <ARG0>bought</ARG0> RJR in February for $25 billion of debt, it has agreed to <ARG1>sell</ARG1> nearly $5 billion of RJR assets.""]",1,bought,sell,cause,<triplet> bought <subj> sell <obj> cause
AFPNEWS,train70,71,0,enable_our_data_0_071,"""I don't know what really happened in front of me, but I came into the corner and saw some guys on the ground and I couldn't pass on the right side because I was next to another guy, so I didn't have any chances to avoid a crash.","[""I dont know what really happened in front of me, but I came into the corner and saw some guys on the <ARG0>ground</ARG0> and I couldnt <SIG0>pass</SIG0> on the right side because I was next to another guy, so I didnt have any chances to avoid a <ARG1>crash</ARG1>.""]",1,ground,crash,enable,<triplet> ground <subj> crash <obj> enable
NEWS,train66,67,0,0_our_data_0_067,Tony Lama Co. said that Equus Investment II Limited Partnership  has proposed changing the offer for the company to $13.65 in cash and stock from an all-cash transaction.,[],0,has,the,0,<triplet> has <subj> the <obj> 0
AFPNEWS,train143,144,0,prevent_our_data_0_0144,"A senior UN official has warned the Security Council that urgent measures are needed to avoid famine in the war-torn region of Tigray in Ethiopia, in a briefing seen by AFP.","[""A senior UN official has warned the Security Council that urgent <ARG0>measures</ARG0> are needed to <SIG0>avoid</SIG0> <ARG1>famine</ARG1> in the war-torn region of Tigray in Ethiopia, in a briefing seen by AFP.""]",1,measures,famine,prevent,<triplet> measures <subj> famine <obj> prevent
NEWS,train293,294,0,cause_our_data_0_0294,"My first and only guest this week : Secretary of State Hillary Clinton on the biggest threats to Americans, and whether she really thinks the current Afghan government can pull it together so U.S. troops can come home.","[""My first and only guest this week : Secretary of State Hillary Clinton on the biggest threats to Americans, and whether she really thinks the current Afghan government can <ARG0>pull</ARG0> it together so U.S. troops can <ARG1>come</ARG1> home.""]",1,pull,come,cause,<triplet> pull <subj> come <obj> cause
NEWS,train198,199,0,cause_our_data_0_0199,"In a letter, prosecutors told Mr. Antar's lawyers that because of the recent Supreme Court rulings, they could expect that any fees collected from Mr. Antar may be seized. ","[""In a letter, prosecutors told Mr. Antars lawyers that because of the recent Supreme Court <ARG0>rulings</ARG0>, they could <ARG1>expect</ARG1> that any fees collected from Mr. Antar may be seized.""]",1,rulings,expect,cause,<triplet> rulings <subj> expect <obj> cause
NEWS,train140,141,0,cause_our_data_0_0141,"MGM Grand Inc. has agreed to pay $93 million and nearly 1.8 million common shares to buy 117 acres of land along the Las Vegas, Nev., Strip as a site for its planned movie-studio and theme-park resort.    ","[""MGM Grand Inc. has agreed to <ARG0>pay</ARG0> $93 million and nearly 1.8 million common shares to <ARG1>buy</ARG1> 117 acres of land along the Las Vegas, Nev., Strip as a site for its planned movie-studio and theme-park resort.""]",1,pay,buy,cause,<triplet> pay <subj> buy <obj> cause
AFPNEWS,train8,9,0,enable_our_data_0_09,"Analysts greeted reports that Senate Republicans plan to lift their infrastructure package to $1 trillion, bringing them somewhat closer to President Joe Biden's latest offer costing $1.7 trillion.","[""Analysts greeted reports that Senate Republicans <ARG0>plan</ARG0> to <SIG0>lift</SIG0> their infrastructure package to $1 trillion, bringing them somewhat closer to President Joe Bidens latest <ARG1>offer</ARG1> costing $1.7 trillion.""]",1,plan,offer,enable,<triplet> plan <subj> offer <obj> enable
NEWS,train127,128,0,0_our_data_0_0128,"That's leaving small investors with cold feet, they said, and prompting institutions to take a reserved stance on the sidelines as well, at least until the market in New York settles down somewhat.    ",[],0,New,"said,",0,"<triplet> New <subj> said, <obj> 0"
NEWS,train43,44,0,intend_our_data_0_044,Bush's chief objective in his meeting with Hussein was to pressthe king  to shut down Iraq's food and oil supply route from Aqabaon the Red Sea.,"[""Bushs chief objective in his <ARG0>meeting</ARG0> with Hussein was to <ARG1>press</ARG1>the king  to shut down Iraqs food and oil supply route from Aqabaon the Red Sea.""]",1,meeting,press,intend,<triplet> meeting <subj> press <obj> intend
NEWS,train345,346,0,cause_our_data_0_0346,"Since hitting a record 5.6 per cent in July last year, Japan's jobless rate has been falling steadily after it launched an emergency programme to create 100,000 jobs in October to ease the worsening social effects of high unemployment.","[""Since hitting a record 5.6 per cent in July last year, Japans jobless rate has been <ARG1>falling</ARG1> steadily after it <ARG0>launched</ARG0> an emergency programme to create 100,000 jobs in October to ease the worsening social effects of high unemployment.""]",1,launched,falling,cause,<triplet> launched <subj> falling <obj> cause
NEWS,train120,121,0,0_our_data_0_0121,"Other dealers added that the blue-chip stocks in general were hit by profit-taking over concerns that London shares will continue posting declines and the uncertainty over sterling given that Mr. Lawson's successor, John Major, had only been in the job one day.    ",[],0,profit-taking,continue,0,<triplet> profit-taking <subj> continue <obj> 0
NEWS,train141,142,0,0_our_data_0_0142,"Analysts had expected Consolidated to post a slim profit, and the company's stock was down only 25 cents to $30.25 in New York Stock Exchange composite trading yesterday. ",[],0,New,down,0,<triplet> New <subj> down <obj> 0
NEWS,train32,33,0,intend_our_data_0_033,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. ","[""Acquisition has <ARG0>launched</ARG0> a suit in a Delaware court seeking the <ARG1>withdrawal</ARG1> of Dunkins poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders.""]",1,launched,withdrawal,intend,<triplet> launched <subj> withdrawal <obj> intend
AFPNEWS,train156,157,0,prevent_our_data_0_0157,"Gregori Volokhine, of Meeschaert Financial Services, said investors are becoming convinced the Fed eventually will take steps to keep inflation under wraps.","[""Gregori Volokhine, of Meeschaert Financial Services, said investors are becoming convinced the Fed eventually will take <ARG0>steps</ARG0> to <SIG0>keep</SIG0> <ARG1>inflation</ARG1> under wraps.""]",1,steps,inflation,prevent,<triplet> steps <subj> inflation <obj> prevent
NEWS,train351,352,0,cause_our_data_0_0352,"They've revisited the idea of censorship and the price they're paying is too high, "" says Roseann Rife of Amnesty International.""","[""Theyve <ARG0>revisited</ARG0> the idea of censorship and the price theyre <ARG1>paying</ARG1> is too high,  says Roseann Rife of Amnesty International.""]",1,revisited,paying,cause,<triplet> revisited <subj> paying <obj> cause
NEWS,train9,10,0,prevent_our_data_0_010,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,"[""But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic <ARG0>effort</ARG0> to avoid the ground <ARG1>war</ARG1> enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.""]",1,effort,war,prevent,<triplet> effort <subj> war <obj> prevent
NEWS,train183,184,0,cause_our_data_0_0184,"An international land, sea and air force  has mobilized sinceIraq's invasion, which  was sparked by disputes over oil, land andrepayment of war loans.   ","[""An international land, sea and air force  has mobilized sinceIraqs invasion, which  was <ARG1>sparked</ARG1> by <ARG0>disputes</ARG0> over oil, land andrepayment of war loans.""]",1,disputes,sparked,cause,<triplet> disputes <subj> sparked <obj> cause
NEWS,train11,12,0,prevent_our_data_0_012,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ","[""The White House yesterday disclosed that Kuwaits ousted government has formally asked the U.S. to enforce the total trade <ARG0>embargo</ARG0> the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships <ARG1>carrying</ARG1> Iraqi goods.""]",1,embargo,carrying,prevent,<triplet> embargo <subj> carrying <obj> prevent
