,corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,Event1_Type,Event2_Type,relation,stripped_index,type_relation,Average_Similarity
1653,cnc,1.0,1.0,0.0,cause_1_1_0,"But, he said football was helping keep people at home as University of Alabama fans cheered on their team in the National Championship Game against the University of Texas.","[""But, he said football was helping <ARG1>keep</ARG1> people at home as University of Alabama fans <ARG0>cheered</ARG0> on their team in the National Championship Game against the University of Texas.""]",0.0,Sports Event,Government Policy,cause,cause,Sports Event cause Government Policy,0.7043338
1654,cnc,1.0,1.0,0.0,enable_1_1_0,The United Kingdom has created a new fund to help Indigenous communities access clean drinking water.,"[""The United Kingdom has created a new <ARG0>fund</ARG0> to help Indigenous communities <ARG1>access</ARG1> clean drinking water.""]",0.0,Government Initiative,Environmental Improvement,enable,enable,Government Initiative enable Environmental Improvement,
1655,cnc,1.0,1.0,0.0,enable_1_1_0,"The merger would create a financial institution with a presence in more than 20 countries, giving it a global reach and allowing it to compete more effectively in the global market, while also providing a more diversified portfolio of services.","[""The <ARG0>merger</ARG0> would create a financial institution with a presence in more than 20 countries, giving it a global reach and allowing it to <ARG1>compete</ARG1> more effectively in the global market, while also providing a more diversified portfolio of services.""]",0.0,Merger and Acquisition,Competition and Market Expansion,enable,enable,Merger and Acquisition enable Competition and Market Expansion,
1656,cnc,1.0,1.0,0.0,intend_1_1_0,"The president signed an executive order to protect the rights of immigrants and refugees, in an effort to ensure fair treatment and access to services.","[""The president <ARG0>signed</ARG0> an executive order to protect the rights of immigrants and refugees, in an effort to <ARG1>ensure</ARG1> fair treatment and access to services.""]",0.0,Government Policy Change,Social Justice Movement,intend,intend,Government Policy Change intend Social Justice Movement,0.78350675
1657,cnc,1.0,1.0,0.0,cause_1_1_0,Israel criticized Turkey Monday for a Turkish television series that it said depicted Israeli intelligence agents as baby-snatchers.,"[""Israel <ARG1>criticized</ARG1> Turkey Monday for a Turkish television series that it said <ARG0>depicted</ARG0> Israeli intelligence agents as baby-snatchers.""]",0.0,Propaganda,Diplomatic Tension,cause,cause,Propaganda cause Diplomatic Tension,0.7043338
1658,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to increase access to quality childcare in an effort to promote gender equality.,"[""The government <ARG0>passed</ARG0> a law to increase access to quality childcare in an effort to <ARG1>promote</ARG1> gender equality.""]",0.0,Government Policy Change,Gender Equality Initiative,intend,intend,Government Policy Change intend Gender Equality Initiative,0.78350675
1659,cnc,1.0,1.0,0.0,cause_1_1_0,"The supplement contains various information that has been filed with the Securities and Exchange Commission since Dow Jones launched the offer on Sept. 26, but it does n't change the terms and conditions of the offer except to extend its expiration date.    ","[""The supplement contains various information that has been <ARG1>filed</ARG1> with the Securities and Exchange Commission since Dow Jones <ARG0>launched</ARG0> the offer on Sept. 26, but it does n t change the terms and conditions of the offer except to extend its expiration date.""]",0.0,Product Launch,Regulatory Filing,cause,cause,Product Launch cause Regulatory Filing,0.7043338
1660,cnc,1.0,1.0,0.0,cause_1_1_0,"A senior dealer with Warburg Securities noted British Gas, the most active blue-chip stock at 20 million shares traded, was affected by the political implications of Mr. Lawson's departure and Mrs. Thatcher's cabinet shuffle.    ","[""A senior dealer with Warburg Securities noted British Gas, the most active blue-chip stock at 20 million shares traded, was <ARG1>affected</ARG1> by the political implications of Mr. Lawson s departure and Mrs. Thatcher s cabinet <ARG0>shuffle</ARG0>.""]",0.0,Cabinet Shuffle,Political Implications,cause,cause,Cabinet Shuffle cause Political Implications,0.7043338
1661,cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the spread of misinformation, including increased regulation of social media platforms and increased investment in media literacy.","[""The government has implemented a series of <ARG0>Measures</ARG0> to prevent the spread of <ARG1>Misinformation</ARG1>, including increased regulation of social media platforms and increased investment in media literacy.""]",0.0,Regulatory Change,Misinformation Prevention,prevent,prevent,Regulatory Change prevent Misinformation Prevention,
1662,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has urged all parties to the conflict to respect international humanitarian law and to protect civilians.,"[""The United Nations has <ARG0>urged</ARG0> all parties to the conflict to <ARG1>respect</ARG1> international humanitarian law and to protect civilians.""]",0.0,Natural Disaster,Humanitarian Appeal,enable,enable,Natural Disaster enable Humanitarian Appeal,
1663,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to reduce carbon emissions and combat climate change.,"[""The government <ARG0>passed</ARG0> a law to <ARG1>reduce</ARG1> carbon emissions and combat climate change.""]",0.0,Government Passes Law,Carbon Emissions Reduction,intend,intend,Government Passes Law intend Carbon Emissions Reduction,0.78350675
1664,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to protect the rights of workers and ensure their access to fair wages and safe working conditions.,"[""The government <ARG0>passed</ARG0> a law to <ARG1>protect</ARG1> the rights of workers and ensure their access to fair wages and safe working conditions.""]",0.0,Natural Disaster,Labor Law Change,intend,intend,Natural Disaster intend Labor Law Change,0.78350675
1665,cnc,1.0,1.0,0.0,enable_1_1_0,"The Temenos Banking Cloud is powered by an Explainable AI engine with advanced data analytics, so banks can test, report and measure product performance, and gain insight to support business decisions and product design.","[""The Temenos Banking Cloud is powered by an Explainable AI engine with advanced <ARG0>data analytics</ARG0>, so banks can test, report and measure product performance, and gain insight to support business <ARG1>decisions</ARG1> and product design.""]",0.0,Natural Disaster,Product Launch,enable,enable,Natural Disaster enable Product Launch,
1666,cnc,1.0,1.0,0.0,enable_1_1_0,The government has announced a new policy to reduce the number of refugees entering the country by tightening border security.,"[""The government has announced a new <ARG0>policy</ARG0> to <ARG1>reduce</ARG1> the number of refugees entering the country by tightening border security.""]",0.0,Government Policy Change,Immigration Policy Change,enable,enable,Government Policy Change enable Immigration Policy Change,
1667,cnc,1.0,1.0,0.0,cause_1_1_0,"But they failed to sell these stocks to client investors, who were cautious about the sharp gains these issues made this week, the Wako official said.    ","[""But they <ARG1>failed</ARG1> to sell these stocks to client investors, who were <ARG0>cautious</ARG0> about the sharp gains these issues made this week, the Wako official said.""]",0.0,Market Volatility,Investment Failure,cause,cause,Market Volatility cause Investment Failure,0.7043338
1668,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations Security Council has passed a resolution condemning the use of chemical weapons in Syria.,"[""The United Nations Security Council has passed a <ARG0>resolution</ARG0> <ARG1>condemning</ARG1> the use of chemical weapons in Syria.""]",0.0,International Diplomatic Action,Conflict Resolution,enable,enable,International Diplomatic Action enable Conflict Resolution,
1669,cnc,1.0,1.0,0.0,intend_1_1_0,The United Nations passed a resolution to promote the rights of indigenous peoples and ensure their access to land and resources.,"[""The United Nations <ARG0>passed</ARG0> a resolution to <ARG1>promote</ARG1> the rights of indigenous peoples and ensure their access to land and resources.""]",0.0,Government Policy Change,Human Rights Advocacy,intend,intend,Government Policy Change intend Human Rights Advocacy,0.78350675
1670,cnc,1.0,1.0,0.0,cause_1_1_0,"The spokesman said that the proposed guidelines caused Crossland to revise its business objectives and, consequently , to write down the asset value of some previous acquisitions. ","[""The spokesman said that the proposed guidelines caused Crossland to <ARG0>revise</ARG0> its business objectives and, consequently , to <ARG1>write</ARG1> down the asset value of some previous acquisitions.""]",0.0,Revision of Business Objectives,Asset Write-Down,cause,cause,Revision of Business Objectives cause Asset Write-Down,0.7043338
1671,cnc,1.0,1.0,0.0,enable_1_1_0,"The European Union has sought to increase its influence in the region, and has been involved in a number of diplomatic initiatives.","[""The European Union has sought to increase its <ARG0>influence</ARG0> in the region, and has been <ARG1>involved</ARG1> in a number of diplomatic initiatives.""]",0.0,Natural Disaster,Diplomatic Initiative,enable,enable,Natural Disaster enable Diplomatic Initiative,
1672,cnc,1.0,1.0,0.0,intend_1_1_0,The president proposed a new tax plan to increase revenue and reduce the budget deficit.,"[""The president <ARG0>Proposed</ARG0> a new tax plan to <ARG1>Increase</ARG1> revenue and reduce the budget deficit.""]",0.0,Policy Proposal,Economic Policy Change,intend,intend,Policy Proposal intend Economic Policy Change,0.78350675
1673,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to increase access to clean energy in an effort to reduce air pollution.,"[""The government passed a law to <ARG0>increase</ARG0> access to clean energy in an effort to <ARG1>reduce</ARG1> air pollution.""]",0.0,Natural Disaster,Environmental Policy Change (positive),intend,intend,Natural Disaster intend Environmental Policy Change (positive),0.78350675
1674,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence and human rights abuses.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Syria in an effort to prevent further <ARG1>Violence</ARG1> and human rights abuses.""]",0.0,Arms Embargo,Human Rights Abuses,prevent,prevent,Arms Embargo prevent Human Rights Abuses,
1675,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a new resolution that calls for all member states to take steps to protect the rights of refugees and migrants.,"[""The United Nations has adopted a new <ARG0>resolution</ARG0> that calls for all member states to take steps to <ARG1>protect</ARG1> the rights of refugees and migrants.""]",0.0,Natural Disaster,Human Rights Policy Change,enable,enable,Natural Disaster enable Human Rights Policy Change,
1676,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a resolution to promote the protection of human rights and combat discrimination.,"[""The United Nations has adopted a <ARG0>resolution</ARG0> to <ARG1>promote </ARG1>the protection of human rights and combat discrimination.""]",0.0,Natural Disaster,Human Rights Policy Change,enable,enable,Natural Disaster enable Human Rights Policy Change,
1677,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the government from using weapons against its own citizens.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Yemen in an effort to prevent the government from <ARG1>using</ARG1> weapons against its own citizens.""]",0.0,Arms Embargo,Government Using Weapons Against Its Own Citizens,prevent,prevent,Arms Embargo prevent Government Using Weapons Against Its Own Citizens,
1678,cnc,1.0,1.0,0.0,intend_1_1_0,The United States passed a law to impose sanctions on Russia in an effort to pressure the government to end its interference in Ukraine.,"[""The United States <ARG0>passed</ARG0> a law to impose sanctions on Russia in an effort to <ARG1>pressure</ARG1> the government to end its interference in Ukraine.""]",0.0,Economic Sanctions,Government Interference,intend,intend,Economic Sanctions intend Government Interference,0.78350675
1679,cnc,1.0,1.0,0.0,intend_1_1_0,"The government is introducing a new law to protect the rights of religious minorities, in an effort to promote religious freedom.","[""The government is <ARG0>introducing</ARG0> a new law to protect the rights of religious minorities, in an effort to <ARG1>promote</ARG1> religious freedom.""]",0.0,Government Introduces New Law,Promotes Religious Freedom,intend,intend,Government Introduces New Law intend Promotes Religious Freedom,0.78350675
1680,cnc,1.0,1.0,0.0,cause_1_1_0,And the U.S. is taking similar steps to ensure that its naval force is adequate to carry out a blockade of Iraq and support a war if necessary.,"[""And the U.S. is <ARG0>taking</ARG0> similar steps to <ARG1>ensure</ARG1> that its naval force is adequate to carry out a blockade of Iraq and support a war if necessary.""]",0.0,Military Action,Economic Policy Change,cause,cause,Military Action cause Economic Policy Change,0.7043338
1681,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed sanctions on Russia in an effort to prevent the country from interfering in the internal affairs of other nations.,"[""The United Nations has imposed <ARG0>Sanctions</ARG0> on Russia in an effort to prevent the country from <ARG1>Interfering</ARG1> in the internal affairs of other nations.""]",0.0,Economic Sanctions,Interference in Foreign Affairs,prevent,prevent,Economic Sanctions prevent Interference in Foreign Affairs,
1682,cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has adopted a directive to ensure the free movement of people across its member states.,"[""The European Union has adopted a <ARG0>directive</ARG0> to ensure the free <ARG1>movement</ARG1> of people across its member states.""]",0.0,Natural Disaster,Regulatory Change,enable,enable,Natural Disaster enable Regulatory Change,
1683,cnc,1.0,1.0,0.0,enable_1_1_0,The government has announced a new plan to invest in infrastructure projects to create jobs and stimulate economic growth.,"[""The government has announced a new <ARG0>plan</ARG0> to invest in infrastructure projects to <ARG1>create</ARG1> jobs and stimulate economic growth.""]",0.0,Natural Disaster,Economic Policy Change,enable,enable,Natural Disaster enable Economic Policy Change,
1684,cnc,1.0,1.0,0.0,enable_1_1_0,"The European Union yesterday announced a new set of sanctions against Russia, including a ban on the import of certain goods and services from the country.","[""The European Union yesterday announced a new set of <ARG0>sanctions</ARG0> against Russia, including a <ARG1>ban</ARG1> on the import of certain goods and services from the country.""]",0.0,Economic Sanction,Trade Restriction,enable,enable,Economic Sanction enable Trade Restriction,
1685,cnc,1.0,1.0,0.0,enable_1_1_0,"The company provides software solutions and services to over 450 service providers, ISVs, and enterprises worldwide to enable over 500 thousand virtual environments, running mission-critical cloud workloads.","[""The company provides software solutions and <ARG0>services</ARG0> to over 450 service providers, ISVs, and enterprises worldwide to enable over 500 thousand virtual environments, running mission-critical cloud <ARG1>workloads</ARG1>.""]",0.0,Product Launch,Increased Demand,enable,enable,Product Launch enable Increased Demand,
1686,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States and its allies have imposed a series of economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.,"[""The United States and its allies have imposed a series of economic <ARG0>sanctions</ARG0> on North Korea in an effort to prevent the country from developing <ARG1>nuclear</ARG1> weapons.""]",0.0,Economic Sanctions,Nuclear Weapons Development,prevent,prevent,Economic Sanctions prevent Nuclear Weapons Development,
1687,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent tax evasion and fraud.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent <ARG1>Tax evasion</ARG1> and fraud.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,
1688,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to increase the number of public parks and green spaces in order to improve the quality of life for citizens.,"[""The government <ARG0>passed</ARG0> a law to increase the number of public parks and green spaces in order to <ARG1>improve</ARG1> the quality of life for citizens.""]",0.0,Natural Disaster,Government Policy Change,intend,intend,Natural Disaster intend Government Policy Change,0.78350675
1689,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from supporting terrorist activities.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Sudan in an effort to prevent the country from supporting <ARG1>Terrorist activities</ARG1>.""]",0.0,Economic Sanction,Terrorism Prevention,prevent,prevent,Economic Sanction prevent Terrorism Prevention,
1690,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a new protocol that will require all countries to promote gender equality and empower women.,"[""The United Nations has adopted a new <ARG0>protocol</ARG0> that will require all countries to <ARG1>promote</ARG1> gender equality and empower women.""]",0.0,Natural Disaster,International Agreement,enable,enable,Natural Disaster enable International Agreement,
1691,cnc,1.0,1.0,0.0,intend_1_1_0,"The government is introducing a new law to protect the rights of indigenous people, in an effort to ensure their cultural heritage is respected.","[""The government is <ARG0>introducing</ARG0> a new law to protect the rights of indigenous people, in an effort to <ARG1>ensure</ARG1> their cultural heritage is respected.""]",0.0,Legal/Political Change,Social Justice/Human Rights,intend,intend,Legal/Political Change intend Social Justice/Human Rights,0.78350675
1692,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to protect the rights of religious minorities and promote religious tolerance.,"[""The government <ARG0>passed</ARG0> a law to protect the rights of religious minorities and <ARG1>promote</ARG1> religious tolerance.""]",0.0,Natural Disaster,Legal/Political Change,intend,intend,Natural Disaster intend Legal/Political Change,0.78350675
1693,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the government from committing human rights abuses.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Sudan in an effort to prevent the government from committing human rights <ARG1>abuses</ARG1>.""]",0.0,Arms Embargo,Human Rights Abuses,prevent,prevent,Arms Embargo prevent Human Rights Abuses,
1694,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to protect the public from financial exploitation.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from <ARG1>Financial Exploitation</ARG1>.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,
1695,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has launched a new initiative to promote global cooperation on climate change and to reduce greenhouse gas emissions.,"[""The United Nations has launched a new <ARG0>initiative</ARG0> to <ARG1>promote</ARG1> global cooperation on climate change and to reduce greenhouse gas emissions.""]",0.0,International Initiative Launch,Climate Change Mitigation Efforts,enable,enable,International Initiative Launch enable Climate Change Mitigation Efforts,
1696,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has called for an immediate ceasefire in the conflict between Israel and Palestine in order to prevent further loss of life and to create a lasting peace between the two countries.,"[""The United Nations has called for an immediate <ARG0>ceasefire</ARG0> in the conflict between Israel and Palestine in order to <ARG1>prevent</ARG1> further loss of life and to create a lasting peace between the two countries.""]",0.0,Ceasefire,Peace Negotiations,enable,enable,Ceasefire enable Peace Negotiations,
1697,cnc,1.0,1.0,0.0,intend_1_1_0,The company earlier this year adopted a shareholder-rights plan to ward off unwanted suitors.,"[""The company earlier this year <ARG0>adopted</ARG0> a shareholder-rights plan to <ARG1>ward</ARG1> off unwanted suitors.""]",0.0,Corporate Governance Change,Defensive Tactic,intend,intend,Corporate Governance Change intend Defensive Tactic,0.78350675
1698,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Afghanistan in an effort to prevent the country from engaging in further conflict.,"[""The United Nations has imposed an arms <ARG0>Embargo</ARG0> on Afghanistan in an effort to prevent the country from engaging in further <ARG1>Conflict</ARG1>.""]",0.0,Arms Embargo,Conflict,prevent,prevent,Arms Embargo prevent Conflict,
1699,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Myanmar in an effort to prevent the country from committing human rights abuses.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Myanmar in an effort to prevent the country from committing <ARG1>Human rights abuses</ARG1>.""]",0.0,Arms Embargo,Human Rights Abuses,prevent,prevent,Arms Embargo prevent Human Rights Abuses,
1700,cnc,1.0,1.0,0.0,cause_1_1_0,"``We continue  to pray and pray hard to God so that there will beno confrontation whereby you  will receive thousands of Americanswrapped in sad coffins after you  had pushed them into a darktunnel,'' Saddam said.   ","[""``We continue  to <ARG0>pray</ARG0> and <ARG0>pray</ARG0> hard to God so that there will beno <ARG1>confrontation</ARG1> whereby you  will receive thousands of Americanswrapped in sad coffins after you  had pushed them into a darktunnel,   Saddam said.""]",0.0,Religious Statement,Threat of Violence,cause,cause,Religious Statement cause Threat of Violence,0.7043338
1701,cnc,1.0,1.0,0.0,intend_1_1_0,The government launched a new initiative to promote gender equality.,"[""The government <ARG0>launched</ARG0> a new initiative to <ARG1>promote</ARG1> gender equality.""]",0.0,Government Initiative Launch,Gender Equality Promotion,intend,intend,Government Initiative Launch intend Gender Equality Promotion,0.78350675
1702,cnc,1.0,1.0,0.0,enable_1_1_0,The Canadian government has announced a new program to help seniors access transportation and recreational activities.,"[""The Canadian government has announced a new <ARG0>program</ARG0> to help seniors access <ARG1>transportation</ARG1> and recreational activities.""]",0.0,Social Welfare Policy Change,Transportation Initiative,enable,enable,Social Welfare Policy Change enable Transportation Initiative,
1703,cnc,1.0,1.0,0.0,enable_1_1_0,The World Trade Organization has recently adopted a new set of rules that will allow countries to impose tariffs on imports from certain countries in order to protect their domestic industries.,"[""The World Trade Organization has recently adopted a new set of <ARG0>rules</ARG0> that will allow countries to <ARG1>impose</ARG1> tariffs on imports from certain countries in order to protect their domestic industries.""]",0.0,Trade Policy Change,Economic Protectionism,enable,enable,Trade Policy Change enable Economic Protectionism,
1704,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to prevent the use of child labor.,"[""The government has implemented a series of <ARG0>laws</ARG0> to prevent the use of child <ARG1>Labor</ARG1>.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,
1705,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to increase access to childcare in an effort to reduce child poverty.,"[""The government <ARG0>passed</ARG0> a law to increase access to childcare in an effort to <ARG1>reduce</ARG1> child poverty.""]",0.0,Government Policy Change,Social Welfare Improvement,intend,intend,Government Policy Change intend Social Welfare Improvement,0.78350675
1706,cnc,1.0,1.0,0.0,intend_1_1_0,The government launched a campaign to raise awareness of climate change.,"[""The government <ARG0>launched</ARG0> a campaign to <ARG1>raise</ARG1> awareness of climate change.""]",0.0,Natural Disaster,Public Awareness Campaign,intend,intend,Natural Disaster intend Public Awareness Campaign,0.78350675
1707,cnc,1.0,1.0,0.0,cause_1_1_0,"If the government succeeds in seizing Mr. Antar's assets, he could be left without top-flight legal representation, because his attorneys are likely to quit, according to individuals familiar with the case. ","[""If the government succeeds in seizing Mr. Antar s assets, he could be <ARG1>left</ARG1> without top-flight legal representation, because his attorneys are likely to <ARG0>quit</ARG0>, according to individuals familiar with the case.""]",0.0,Legal Setback,Asset Seizure,cause,cause,Legal Setback cause Asset Seizure,0.7043338
1708,cnc,1.0,1.0,0.0,intend_1_1_0,"The government passed a law to increase access to clean energy, in an effort to reduce air pollution and combat climate change.","[""The government <ARG0>passed</ARG0> a law to increase access to clean energy, in an effort to reduce air pollution and <ARG1>combat</ARG1> climate change.""]",0.0,Government Passes Law,Environmental Policy Change,intend,intend,Government Passes Law intend Environmental Policy Change,0.78350675
1709,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Yemen in an effort to prevent further violence and human rights abuses.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Yemen in an effort to prevent further <ARG1>Violence</ARG1> and human rights abuses.""]",0.0,Arms Embargo,Human Rights Abuses,prevent,prevent,Arms Embargo prevent Human Rights Abuses,
1710,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a travel ban on certain individuals in an effort to prevent the spread of human trafficking.,"[""The United Nations has imposed a travel <ARG0>Ban</ARG0> on certain individuals in an effort to prevent the spread of human <ARG1>Trafficking</ARG1>.""]",0.0,Travel Ban,Human Trafficking,prevent,prevent,Travel Ban prevent Human Trafficking,
1711,cnc,1.0,1.0,0.0,intend_1_1_0,"The government passed a law to increase funding for renewable energy sources, in an effort to reduce carbon emissions.","[""The government <ARG0>passed</ARG0> a law to increase funding for renewable energy sources, in an effort to <ARG1>reduce</ARG1> carbon emissions.""]",0.0,Government Passes New Legislation,Increased Funding for Renewable Energy Sources,intend,intend,Government Passes New Legislation intend Increased Funding for Renewable Energy Sources,0.78350675
1712,cnc,1.0,1.0,0.0,intend_1_1_0,"The government has passed a law to protect the environment, in an effort to reduce pollution and conserve natural resources.","[""The government has <ARG0>passed</ARG0> a law to protect the environment, in an effort to <ARG1>reduce</ARG1> pollution and conserve natural resources.""]",0.0,Natural Disaster,Environmental Policy Change,intend,intend,Natural Disaster intend Environmental Policy Change,0.78350675
1713,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the use of weapons of mass destruction in any form.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of weapons of mass destruction in any form.""]",0.0,International Agreement,Weapons Control,enable,enable,International Agreement enable Weapons Control,
1714,cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced plans to invest in social welfare programs to reduce poverty and inequality.,"[""The government has also announced plans to <ARG0>invest</ARG0> in social welfare programs to <ARG1>reduce poverty</ARG1> and inequality.""]",0.0,Natural Disaster,Social Welfare Policy Change,enable,enable,Natural Disaster enable Social Welfare Policy Change,
1715,cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the illegal trafficking of people, including increased border security and increased penalties.","[""The government has implemented a series of measures to prevent the illegal <ARG1>Trafficking</ARG1> of people, including increased border <ARG0>Security</ARG0> and increased penalties.""]",0.0,Natural Disaster,Security Measure,prevent,prevent,Natural Disaster prevent Security Measure,
1716,cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the exploitation of natural resources, including increased regulation and enforcement.","[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the <ARG1>exploitation</ARG1> of natural resources, including increased regulation and enforcement.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,
1717,cnc,1.0,1.0,0.0,intend_1_1_0,The government launched a campaign to promote sustainable development.,"[""The government <ARG0>launched</ARG0> a campaign to <ARG1>promote</ARG1> sustainable development.""]",0.0,Natural Disaster,Public Awareness Campaign,intend,intend,Natural Disaster intend Public Awareness Campaign,0.78350675
1718,cnc,1.0,1.0,0.0,cause_1_1_0,"After the split, the company will have more than 4.7 million shares outstanding. ","[""After the <ARG0>split</ARG0>, the company will <ARG1>have</ARG1> more than 4.7 million shares outstanding.""]",0.0,Corporate Action,Financial Change,cause,cause,Corporate Action cause Financial Change,0.7043338
1719,cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the spread of terrorism, including increased surveillance and the implementation of counter-terrorism measures.","[""The government has implemented a series of measures to prevent the spread of <ARG1>terrorism</ARG1>, including increased <ARG0>Surveillance</ARG0> and the implementation of counter-<ARG1>terrorism</ARG1> measures.""]",0.0,Surveillance,Counter-Terrorism Measures,prevent,prevent,Surveillance prevent Counter-Terrorism Measures,
1720,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from acquiring weapons of mass destruction.,"[""The United Nations has imposed an arms <ARG0>embargo</ARG0> on Syria in an effort to prevent the country from acquiring <ARG1>weapons</ARG1> of mass destruction.""]",0.0,Arms Embargo,Weapons of Mass Destruction (WMD) Proliferation Prevention,prevent,prevent,Arms Embargo prevent Weapons of Mass Destruction (WMD) Proliferation Prevention,
1721,cnc,1.0,1.0,0.0,enable_1_1_0,"""The 3.1 revision to the USB Power Delivery specification, which includes the capability to provide up to 48 V and 240 W of power, will help enable additional design opportunities for current and new users of USB Type-C technology,"" said Deric Waters, senior member of technical staff at Texas Instruments.","[""The 3.1 revision to the USB <ARG0>power</ARG0> Delivery specification, which includes the capability to provide up to 48 V and 240 W of <ARG0>power</ARG0>, will help enable additional <ARG1>design</ARG1> opportunities for current and new users of USB Type-C technology,  said Deric Waters, senior member of technical staff at Texas Instruments.""]",0.0,Technological Advancement,Design Opportunity,enable,enable,Technological Advancement enable Design Opportunity,
1722,cnc,1.0,1.0,0.0,intend_1_1_0,"The government passed a law to increase access to education, in an effort to reduce inequality.","[""The government <ARG0>passed</ARG0> a law to increase access to education, in an effort to <ARG1>reduce</ARG1> inequality.""]",0.0,Government Passes New Legislation,Education Reform,intend,intend,Government Passes New Legislation intend Education Reform,0.78350675
1723,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to increase access to job training programs in an effort to reduce unemployment.,"[""The government passed a law to <ARG0>increase</ARG0> access to job training programs in an effort to <ARG1>reduce</ARG1> unemployment.""]",0.0,Economic Policy Change,Employment Reform,intend,intend,Economic Policy Change intend Employment Reform,0.78350675
1724,cnc,1.0,1.0,0.0,intend_1_1_0,"The government passed a law to increase the minimum wage, in an effort to reduce poverty and inequality.","[""The government <ARG0>passed</ARG0> a law to <ARG1>increase</ARG1> the minimum wage, in an effort to reduce poverty and inequality.""]",0.0,Legislation Passed,Economic Policy Change,intend,intend,Legislation Passed intend Economic Policy Change,0.78350675
1725,cnc,1.0,1.0,0.0,cause_1_1_0,"Earlier staff-reduction moves have trimmed about 300 jobs, the spokesman said. ","[""Earlier staff-reduction moves have <ARG0>trimmed</ARG0> about 300 jobs, the spokesman <ARG1>said</ARG1>.""]",0.0,Layoffs,Government Policy Change,cause,cause,Layoffs cause Government Policy Change,0.7043338
